ts,event,epoch,n_slides,host_rss_gb,cuda_alloc_gb,cuda_peak_gb,cuda_reserved_gb
2026-08-04 21:18:40,train_slide,26,36,5.9353,4.0463,29.1106,38.5898
2026-08-04 21:20:21,train_slide,26,40,5.9353,4.0533,29.1106,38.5898
2026-08-04 21:22:01,train_slide,26,44,5.9353,4.0415,29.1106,38.5898
2026-08-04 21:23:32,train_slide,26,48,5.9353,4.0412,29.1106,38.5898
2026-08-04 21:25:20,train_slide,26,52,5.9353,4.0539,29.1106,38.5898
2026-08-04 21:27:03,train_slide,26,56,5.9353,4.0538,29.1106,38.5898
2026-08-04 21:28:41,train_slide,26,60,5.9353,4.0532,29.1106,38.5898
2026-08-04 21:30:22,train_slide,26,64,5.9353,4.0421,29.1106,38.5898
2026-08-04 21:32:08,train_slide,26,68,5.9353,4.0419,29.1106,38.5898
2026-08-04 21:33:42,train_slide,26,72,5.9353,4.0476,29.1106,38.5898
2026-08-04 21:35:21,train_slide,26,76,5.9353,4.0532,29.1106,38.5898
2026-08-04 21:37:03,train_slide,26,80,5.9353,4.0540,29.1106,38.5898
2026-08-04 21:38:55,train_slide,26,84,5.9353,4.0531,29.1106,38.5898
2026-08-04 21:40:32,train_slide,26,88,5.9353,4.0542,29.1106,38.5898
2026-08-04 21:42:14,train_slide,26,92,5.9353,4.0462,29.1106,38.5898
2026-08-04 21:43:54,train_slide,26,96,5.9353,4.0533,29.1106,38.5898
2026-08-04 21:45:38,train_slide,26,100,5.9353,4.0411,29.1106,38.5898
2026-08-04 21:47:20,train_slide,26,104,5.9353,4.0403,29.1106,38.5898
2026-08-04 21:48:58,train_slide,26,108,5.9353,4.0524,29.1106,38.5898
2026-08-04 21:50:37,train_slide,26,112,5.9353,4.0542,29.1106,38.5898
2026-08-04 21:52:21,train_slide,26,116,5.9353,4.0528,29.1106,38.5898
2026-08-04 21:54:03,train_slide,26,120,5.9353,4.0482,29.1106,38.5898
2026-08-04 21:55:40,train_slide,26,124,5.9353,4.0542,29.1106,38.5898
2026-08-04 21:57:24,train_slide,26,128,5.9353,4.0478,29.1106,38.5898
2026-08-04 21:59:17,train_slide,26,132,5.9353,4.0543,29.1106,38.5898
2026-08-04 22:00:55,train_slide,26,136,5.9353,4.0411,29.1106,38.5898
2026-08-04 22:02:35,train_slide,26,140,5.9353,4.0473,29.1106,38.5898
2026-08-04 22:04:11,train_slide,26,144,5.9353,3.7773,29.1106,38.5898
2026-08-04 22:05:49,train_slide,26,148,5.9353,4.0419,29.1106,38.5898
2026-08-04 22:07:26,train_slide,26,152,5.9353,4.0540,29.1106,38.5898
2026-08-04 22:09:07,train_slide,26,156,5.9353,4.0419,29.1106,38.5898
2026-08-04 22:10:41,train_slide,26,160,5.9353,4.0420,29.1106,38.5898
2026-08-04 22:12:29,train_slide,26,164,5.9353,4.0529,29.1106,38.5898
2026-08-04 22:14:03,train_slide,26,168,5.9353,4.0425,29.1106,38.5898
2026-08-04 22:15:37,train_slide,26,172,5.9353,4.0520,29.1106,38.5898
2026-08-04 22:17:19,train_slide,26,176,5.9353,3.9710,29.1106,38.5898
2026-08-04 22:19:11,train_slide,26,180,5.9353,4.0537,29.1106,38.5898
2026-08-04 22:20:46,train_slide,26,184,5.9353,4.0422,29.1106,38.5898
2026-08-04 22:22:24,train_slide,26,188,5.9353,4.0411,29.1106,38.5898
2026-08-04 22:24:06,train_slide,26,192,5.9353,4.0419,29.1106,38.5898
2026-08-04 22:25:51,train_slide,26,196,5.9353,4.0421,29.1106,38.5898
2026-08-04 22:27:23,train_slide,26,200,5.9353,3.9886,29.1106,38.5898
2026-08-04 22:29:05,train_slide,26,204,5.9353,4.0535,29.1106,38.5898
2026-08-04 22:30:44,train_slide,26,208,5.9353,3.8467,29.1106,38.5898
2026-08-04 22:32:32,train_slide,26,212,5.9353,4.0469,29.1106,38.5898
2026-08-04 22:34:12,train_slide,26,216,5.9353,4.0188,29.1106,38.5898
2026-08-04 22:35:52,train_slide,26,220,5.9353,4.0519,29.1106,38.5898
2026-08-04 22:37:28,train_slide,26,224,5.9353,4.0477,29.1106,38.5898
2026-08-04 22:39:15,train_slide,26,228,5.9353,3.9472,29.1106,38.5898
2026-08-04 22:40:50,train_slide,26,232,5.9353,4.0413,29.1106,38.5898
2026-08-04 22:42:26,train_slide,26,236,5.9353,4.0533,29.1106,38.5898
2026-08-04 22:43:58,train_slide,26,240,5.9353,4.0420,29.1106,38.5898
2026-08-04 22:45:45,train_slide,26,244,5.9353,4.0542,29.1106,38.5898
2026-08-04 22:47:28,train_slide,26,248,5.9353,4.0519,29.1106,38.5898
2026-08-04 22:49:06,train_slide,26,252,5.9353,4.0403,29.1106,38.5918
2026-08-04 22:50:44,train_slide,26,256,5.9353,4.0536,29.1106,38.5918
2026-08-04 22:50:53,val_start,26,256,5.9353,4.0536,29.1106,38.5918
2026-08-04 23:02:44,val_end,26,256,5.9353,4.0538,29.1106,38.5918
2026-08-04 23:04:24,train_slide,27,4,5.9353,4.0523,29.1106,38.5918
2026-08-04 23:06:01,train_slide,27,8,5.9353,4.0533,29.1106,38.5918
2026-08-04 23:07:39,train_slide,27,12,5.9353,4.0403,29.1106,38.5918
2026-08-04 23:09:06,train_slide,27,16,5.9353,4.0416,29.1106,38.5918
2026-08-04 23:10:54,train_slide,27,20,5.9353,4.0520,29.1106,38.5918
2026-08-04 23:12:34,train_slide,27,24,5.9353,4.0429,29.1106,38.5918
2026-08-04 23:14:13,train_slide,27,28,5.9353,4.0552,29.1106,38.5918
2026-08-04 23:15:52,train_slide,27,32,5.9353,4.0532,29.1106,38.5918
2026-08-04 23:17:32,train_slide,27,36,5.9353,3.8702,29.1106,38.5918
2026-08-04 23:19:11,train_slide,27,40,5.9353,4.0405,29.1106,38.5918
2026-08-04 23:20:51,train_slide,27,44,5.9353,4.0414,29.1106,38.5918
2026-08-04 23:22:29,train_slide,27,48,5.9353,4.0549,29.1106,38.5918
2026-08-04 23:24:19,train_slide,27,52,5.9353,4.0542,29.1106,38.5918
2026-08-04 23:25:48,train_slide,27,56,5.9353,4.0532,29.1106,38.5918
2026-08-04 23:27:22,train_slide,27,60,5.9353,4.0541,29.1106,38.5918
2026-08-04 23:29:02,train_slide,27,64,5.9353,4.0473,29.1106,38.5918
2026-08-04 23:30:44,train_slide,27,68,5.9353,3.7775,29.1106,38.5918
2026-08-04 23:32:22,train_slide,27,72,5.9353,4.0516,29.1106,38.5918
2026-08-04 23:33:57,train_slide,27,76,5.9353,3.9415,29.1106,38.5918
2026-08-04 23:35:37,train_slide,27,80,5.9353,4.0472,29.1106,38.5918
2026-08-04 23:37:23,train_slide,27,84,5.9353,4.0492,29.1106,38.5918
2026-08-04 23:39:03,train_slide,27,88,5.9353,4.0544,29.1106,38.5918
2026-08-04 23:40:42,train_slide,27,92,5.9353,3.9116,29.1106,38.5918
2026-08-04 23:42:22,train_slide,27,96,5.9353,4.0120,29.1106,38.5918
2026-08-04 23:44:09,train_slide,27,100,5.9353,4.0486,29.1106,38.5918
2026-08-04 23:45:44,train_slide,27,104,5.9353,4.0541,29.1106,38.5918
2026-08-04 23:47:16,train_slide,27,108,5.9353,3.9838,29.1106,38.5918
2026-08-04 23:48:57,train_slide,27,112,5.9353,4.0432,29.1106,38.5918
2026-08-04 23:50:47,train_slide,27,116,5.9353,4.0532,29.1106,38.5918
2026-08-04 23:52:25,train_slide,27,120,5.9353,4.0541,29.1106,38.5918
2026-08-04 23:54:02,train_slide,27,124,5.9353,4.0536,29.1106,38.5918
2026-08-04 23:55:43,train_slide,27,128,5.9353,4.0470,29.1106,38.5918
2026-08-04 23:57:27,train_slide,27,132,5.9353,4.0407,29.1106,38.5918
2026-08-04 23:59:08,train_slide,27,136,5.9353,4.0539,29.1106,38.5918
2026-08-05 00:00:46,train_slide,27,140,5.9353,4.0465,29.1106,38.5918
2026-08-05 00:02:28,train_slide,27,144,5.9353,4.0481,29.1106,38.5918
2026-08-05 00:04:16,train_slide,27,148,5.9353,3.8073,29.1106,38.5918
2026-08-05 00:05:57,train_slide,27,152,5.9353,4.0486,29.1106,38.5918
2026-08-05 00:07:30,train_slide,27,156,5.9353,4.0520,29.1106,38.5918
2026-08-05 00:09:07,train_slide,27,160,5.9353,4.0538,29.1106,38.5918
2026-08-05 00:10:54,train_slide,27,164,5.9353,4.0465,29.1106,38.5918
2026-08-05 00:12:36,train_slide,27,168,5.9353,4.0523,29.1106,38.5918
2026-08-05 00:14:14,train_slide,27,172,5.9353,4.0472,29.1106,38.5918
2026-08-05 00:15:53,train_slide,27,176,5.9353,4.0419,29.1106,38.5918
2026-08-05 00:17:36,train_slide,27,180,5.9353,4.0469,29.1106,38.5918
2026-08-05 00:19:13,train_slide,27,184,5.9353,4.0532,29.1106,38.5918
2026-08-05 00:20:46,train_slide,27,188,5.9353,4.0464,29.1106,38.5918
2026-08-05 00:22:27,train_slide,27,192,5.9353,4.0425,29.1106,38.5918
2026-08-05 00:24:16,train_slide,27,196,5.9353,4.0441,29.1106,38.5918
2026-08-05 00:25:52,train_slide,27,200,5.9353,4.0424,29.1106,38.5918
2026-08-05 00:27:31,train_slide,27,204,5.9353,4.0413,29.1106,38.5918
2026-08-05 00:28:57,train_slide,27,208,5.9353,4.0472,29.1106,38.5918
2026-08-05 00:30:37,train_slide,27,212,5.9353,3.8020,29.1106,38.5918
2026-08-05 00:32:12,train_slide,27,216,5.9353,4.0544,29.1106,38.5918
2026-08-05 00:33:47,train_slide,27,220,5.9353,4.0428,29.1106,38.5918
2026-08-05 00:35:25,train_slide,27,224,5.9353,4.0532,29.1106,38.5918
2026-08-05 00:37:15,train_slide,27,228,5.9353,4.0414,29.1106,38.5918
2026-08-05 00:38:58,train_slide,27,232,5.9353,4.0410,29.1106,38.5918
2026-08-05 00:40:38,train_slide,27,236,5.9353,4.0421,29.1106,38.5918
2026-08-05 00:42:15,train_slide,27,240,5.9353,4.0423,29.1106,38.5918
2026-08-05 00:43:59,train_slide,27,244,5.9353,4.0516,29.1106,38.5918
2026-08-05 00:45:33,train_slide,27,248,5.9353,4.0407,29.1106,38.5918
2026-08-05 00:47:12,train_slide,27,252,5.9353,4.0420,29.1106,38.5918
2026-08-05 00:48:53,train_slide,27,256,5.9353,4.0486,29.1106,38.5918
2026-08-05 00:49:02,val_start,27,256,5.9353,4.0486,29.1106,38.5918
2026-08-05 01:01:14,val_end,27,256,5.9353,4.0486,29.1106,38.5918
2026-08-05 01:03:14,train_slide,28,4,5.9353,4.0549,29.1106,38.5918
2026-08-05 01:04:51,train_slide,28,8,5.9353,4.0473,29.1106,38.5918
2026-08-05 01:06:19,train_slide,28,12,5.9353,4.0522,29.1106,38.5918
2026-08-05 01:08:01,train_slide,28,16,5.9353,4.0535,29.1106,38.5918
2026-08-05 01:09:41,train_slide,28,20,5.9353,4.0127,29.1106,38.5918
2026-08-05 01:11:23,train_slide,28,24,5.9353,4.0537,29.1106,38.5918
2026-08-05 01:12:56,train_slide,28,28,5.9353,4.0477,29.1106,38.5918
2026-08-05 01:14:30,train_slide,28,32,5.9353,4.0480,29.1106,38.5918
2026-08-05 01:16:13,train_slide,28,36,5.9353,4.0544,29.1106,38.5918
2026-08-05 01:17:49,train_slide,28,40,5.9353,4.0415,29.1106,38.5918
2026-08-05 01:19:27,train_slide,28,44,5.9353,4.0417,29.1106,38.5918
2026-08-05 01:21:07,train_slide,28,48,5.9353,4.0531,29.1106,38.5918
2026-08-05 01:22:51,train_slide,28,52,5.9353,3.7783,29.1106,38.5918
2026-08-05 01:24:28,train_slide,28,56,5.9353,4.0421,29.1106,38.5918
2026-08-05 01:26:10,train_slide,28,60,5.9353,3.9884,29.1106,38.5918
2026-08-05 01:27:51,train_slide,28,64,5.9353,3.8720,29.1106,38.5918
2026-08-05 01:29:41,train_slide,28,68,5.9353,4.0549,29.1106,38.5918
2026-08-05 01:31:19,train_slide,28,72,5.9353,4.0421,29.1106,38.5918
2026-08-05 01:32:56,train_slide,28,76,5.9353,4.0474,29.1106,38.5918
2026-08-05 01:34:32,train_slide,28,80,5.9353,4.0417,29.1106,38.5918
2026-08-05 01:36:17,train_slide,28,84,5.9353,3.8551,29.1106,38.5918
2026-08-05 01:37:55,train_slide,28,88,5.9353,4.0485,29.1106,38.5918
2026-08-05 01:39:36,train_slide,28,92,5.9353,3.9472,29.1106,38.5918
2026-08-05 01:41:19,train_slide,28,96,5.9353,4.0427,29.1106,38.5918
2026-08-05 01:43:10,train_slide,28,100,5.9353,4.0414,29.1106,38.5918
2026-08-05 01:44:45,train_slide,28,104,5.9353,4.0414,29.1106,38.5918
2026-08-05 01:46:24,train_slide,28,108,5.9353,4.0539,29.1106,38.5918
2026-08-05 01:47:57,train_slide,28,112,5.9353,4.0403,29.1106,38.5918
2026-08-05 01:49:40,train_slide,28,116,5.9353,4.0522,29.1106,38.5918
2026-08-05 01:51:18,train_slide,28,120,5.9353,4.0413,29.1106,38.5918
2026-08-05 01:53:00,train_slide,28,124,5.9353,4.0413,29.1106,38.5918
2026-08-05 01:54:41,train_slide,28,128,5.9353,4.0472,29.1106,38.5918
2026-08-05 01:56:31,train_slide,28,132,5.9353,4.0541,29.1106,38.5918
2026-08-05 01:58:09,train_slide,28,136,5.9353,4.0541,29.1106,38.5918
2026-08-05 01:59:45,train_slide,28,140,5.9353,4.0534,29.1106,38.5918
2026-08-05 02:01:27,train_slide,28,144,5.9353,4.0541,29.1106,38.5918
2026-08-05 02:03:14,train_slide,28,148,5.9353,4.0542,29.1106,38.5918
2026-08-05 02:04:58,train_slide,28,152,5.9353,3.9710,29.1106,38.5918
2026-08-05 02:06:41,train_slide,28,156,5.9353,4.0539,29.1106,38.5918
2026-08-05 02:08:19,train_slide,28,160,5.9353,4.0422,29.1106,38.5918
2026-08-05 02:10:06,train_slide,28,164,5.9353,4.0414,29.1106,38.5918
2026-08-05 02:11:44,train_slide,28,168,5.9353,4.0531,29.1106,38.5918
2026-08-05 02:13:26,train_slide,28,172,5.9353,3.8534,29.1106,38.5918
2026-08-05 02:15:12,train_slide,28,176,5.9353,3.9194,29.1106,38.5918
2026-08-05 02:17:06,train_slide,28,180,5.9353,3.8000,29.1106,38.5918
2026-08-05 02:18:49,train_slide,28,184,5.9353,4.0404,29.1106,38.5918
2026-08-05 02:20:30,train_slide,28,188,5.9353,4.0531,29.1106,38.5918
2026-08-05 02:22:16,train_slide,28,192,5.9353,4.0426,29.1106,38.5918
2026-08-05 02:24:06,train_slide,28,196,5.9353,4.0526,29.1106,38.5918
2026-08-05 02:25:39,train_slide,28,200,5.9353,3.8478,29.1106,38.5918
2026-08-05 02:27:21,train_slide,28,204,5.9353,4.0526,29.1106,38.5918
2026-08-05 02:29:01,train_slide,28,208,5.9353,4.0425,29.1106,38.5918
2026-08-05 02:30:50,train_slide,28,212,5.9353,4.0546,29.1106,38.5918
2026-08-05 02:32:31,train_slide,28,216,5.9353,4.0403,29.1106,38.5918
2026-08-05 02:34:12,train_slide,28,220,5.9353,4.0420,29.1106,38.5918
2026-08-05 02:35:48,train_slide,28,224,5.9353,4.0532,29.1106,38.5918
2026-08-05 02:37:42,train_slide,28,228,5.9353,4.0414,29.1106,38.5918
2026-08-05 02:39:20,train_slide,28,232,5.9353,4.0541,29.1106,38.5918
2026-08-05 02:41:03,train_slide,28,236,5.9353,4.0531,29.1106,38.5918
2026-08-05 02:42:45,train_slide,28,240,5.9353,4.0472,29.1106,38.5918
2026-08-05 02:44:36,train_slide,28,244,5.9353,4.0421,29.1106,38.5918
2026-08-05 02:46:14,train_slide,28,248,5.9353,4.0530,29.1106,38.5918
2026-08-05 02:47:49,train_slide,28,252,5.9353,3.8902,29.1106,38.5918
2026-08-05 02:49:30,train_slide,28,256,5.9353,4.0483,29.1106,38.5918
2026-08-05 02:49:39,val_start,28,256,5.9353,4.0483,29.1106,38.5918
2026-08-05 03:02:51,val_end,28,256,5.9353,4.0483,29.1106,38.5918
2026-08-05 03:04:42,train_slide,29,4,5.9353,4.0417,29.1106,38.5918
2026-08-05 03:06:24,train_slide,29,8,5.9353,4.0532,29.1106,38.5918
2026-08-05 03:07:52,train_slide,29,12,5.9353,4.0519,29.1106,38.5918
2026-08-05 03:09:32,train_slide,29,16,5.9353,4.0461,29.1106,38.5918
2026-08-05 03:11:25,train_slide,29,20,5.9353,3.8655,29.1106,38.5918
2026-08-05 03:13:07,train_slide,29,24,5.9353,4.0426,29.1106,38.5918
2026-08-05 03:14:52,train_slide,29,28,5.9353,4.0546,29.1106,38.5918
2026-08-05 03:16:34,train_slide,29,32,5.9353,4.0426,29.1106,38.5918
2026-08-05 03:18:24,train_slide,29,36,5.9353,4.0539,29.1106,38.5918
2026-08-05 03:19:59,train_slide,29,40,5.9353,4.0408,29.1106,38.5918
2026-08-05 03:21:42,train_slide,29,44,5.9353,4.0427,29.1106,38.5918
2026-08-05 03:23:24,train_slide,29,48,5.9353,4.0422,29.1106,38.5918
2026-08-05 03:25:14,train_slide,29,52,5.9353,4.0477,29.1106,38.5918
2026-08-05 03:26:59,train_slide,29,56,5.9353,4.0424,29.1106,38.5918
2026-08-05 03:28:41,train_slide,29,60,5.9353,4.0547,29.1106,38.5918
2026-08-05 03:30:12,train_slide,29,64,5.9353,4.0488,29.1106,38.5918
2026-08-05 03:32:03,train_slide,29,68,5.9353,4.0539,29.1106,38.5918
2026-08-05 03:33:47,train_slide,29,72,5.9353,4.0531,29.1106,38.5918
2026-08-05 03:35:32,train_slide,29,76,5.9353,4.0189,29.1106,38.5918
2026-08-05 03:37:11,train_slide,29,80,5.9353,4.0427,29.1106,38.5918
2026-08-05 03:38:56,train_slide,29,84,5.9353,4.0491,29.1106,38.5918
2026-08-05 03:40:34,train_slide,29,88,5.9353,4.0417,29.1106,38.5918
2026-08-05 03:42:16,train_slide,29,92,5.9353,4.0531,29.1106,38.5918
2026-08-05 03:44:01,train_slide,29,96,5.9353,4.0416,29.1106,38.5918
2026-08-05 03:45:54,train_slide,29,100,5.9353,4.0406,29.1106,38.5918
2026-08-05 03:47:32,train_slide,29,104,5.9353,4.0475,29.1106,38.5918
2026-08-05 03:49:09,train_slide,29,108,5.9353,4.0470,29.1106,38.5918
2026-08-05 03:50:48,train_slide,29,112,5.9353,4.0464,29.1106,38.5918
2026-08-05 03:52:40,train_slide,29,116,5.9353,4.0534,29.1106,38.5918
2026-08-05 03:54:14,train_slide,29,120,5.9353,3.7383,29.1106,38.5918
2026-08-05 03:55:58,train_slide,29,124,5.9353,4.0406,29.1106,38.5918
2026-08-05 03:57:40,train_slide,29,128,5.9353,4.0473,29.1106,38.5918
2026-08-05 03:59:32,train_slide,29,132,5.9353,4.0548,29.1106,38.5918
2026-08-05 04:01:11,train_slide,29,136,5.9353,3.7318,29.1106,38.5918
2026-08-05 04:02:49,train_slide,29,140,5.9353,4.0412,29.1106,38.5918
2026-08-05 04:04:29,train_slide,29,144,5.9353,3.8491,29.1106,38.5918
2026-08-05 04:06:23,train_slide,29,148,5.9353,4.0537,29.1106,38.5918
2026-08-05 04:08:10,train_slide,29,152,5.9353,4.0484,29.1106,38.5918
2026-08-05 04:09:56,train_slide,29,156,5.9353,4.0529,29.1106,38.5918
2026-08-05 04:11:40,train_slide,29,160,5.9353,3.9437,29.1106,38.5918
2026-08-05 04:13:33,train_slide,29,164,5.9353,4.0533,29.1106,38.5918
2026-08-05 04:15:13,train_slide,29,168,5.9353,4.0414,29.1106,38.5918
2026-08-05 04:16:49,train_slide,29,172,5.9353,3.7319,29.1106,38.5918
2026-08-05 04:18:30,train_slide,29,176,5.9353,3.9718,29.1106,38.5918
