image_id,slide_path,pen_mark_fraction,pen_green_fraction,pen_blue_fraction,pen_black_fraction,pen_colors,has_pen_mark,status
010dea54bfd0a4a1eb1c0719949bb4a4,/common/omarmlab/members/anh/panda_project/data/slides/010dea54bfd0a4a1eb1c0719949bb4a4.tiff,0.0,0.0,0.0,0.0,,False,ok
01227af585a47c16680f927d21a7f06a,/common/omarmlab/members/anh/panda_project/data/slides/01227af585a47c16680f927d21a7f06a.tiff,0.00554985,0.0,0.00554985,0.0,blue,True,ok
01571191abf6e8e209111e819823759b,/common/omarmlab/members/anh/panda_project/data/slides/01571191abf6e8e209111e819823759b.tiff,0.0,0.0,0.0,0.0,,False,ok
01642d24ac5520681d6a20f6c42dc4fe,/common/omarmlab/members/anh/panda_project/data/slides/01642d24ac5520681d6a20f6c42dc4fe.tiff,0.00049607,0.00049607,0.0,0.0,green,True,ok
0186f4811c9d089707d9dc7460160d88,/common/omarmlab/members/anh/panda_project/data/slides/0186f4811c9d089707d9dc7460160d88.tiff,2.298e-05,0.0,0.0,2.298e-05,,False,ok
018eabc8f4503ab89d0725b430e4808f,/common/omarmlab/members/anh/panda_project/data/slides/018eabc8f4503ab89d0725b430e4808f.tiff,5e-07,0.0,0.0,5e-07,,False,ok
019f98ef49bcbff0b0bb513b7d66fcf5,/common/omarmlab/members/anh/panda_project/data/slides/019f98ef49bcbff0b0bb513b7d66fcf5.tiff,7.53e-06,0.0,0.0,7.53e-06,,False,ok
01a5e35b1ae21f3cfbe100b4b6aef451,/common/omarmlab/members/anh/panda_project/data/slides/01a5e35b1ae21f3cfbe100b4b6aef451.tiff,0.0,0.0,0.0,0.0,,False,ok
01a9472f2b061f80bb7c125dfa9771e5,/common/omarmlab/members/anh/panda_project/data/slides/01a9472f2b061f80bb7c125dfa9771e5.tiff,9.48e-06,0.0,0.0,9.48e-06,,False,ok
01ad256f991cc99f46f8065cdf0bda01,/common/omarmlab/members/anh/panda_project/data/slides/01ad256f991cc99f46f8065cdf0bda01.tiff,0.0,0.0,0.0,0.0,,False,ok
01afe81220f729cf1c5b4d99f3abe559,/common/omarmlab/members/anh/panda_project/data/slides/01afe81220f729cf1c5b4d99f3abe559.tiff,0.0002798,0.0,0.0,0.0002798,,False,ok
01c669f3f6a18197285bdf357b45d477,/common/omarmlab/members/anh/panda_project/data/slides/01c669f3f6a18197285bdf357b45d477.tiff,0.0,0.0,0.0,0.0,,False,ok
01d20d68bce47bec01d816b893630f18,/common/omarmlab/members/anh/panda_project/data/slides/01d20d68bce47bec01d816b893630f18.tiff,0.00634466,0.0,0.00634269,1.97e-06,blue,True,ok
01d647e17ee868d2991c73a247c28cf9,/common/omarmlab/members/anh/panda_project/data/slides/01d647e17ee868d2991c73a247c28cf9.tiff,8.5e-07,0.0,0.0,8.5e-07,,False,ok
01e5bb47fb34f075f87cbfbc8d630124,/common/omarmlab/members/anh/panda_project/data/slides/01e5bb47fb34f075f87cbfbc8d630124.tiff,0.0,0.0,0.0,0.0,,False,ok
01f25f6392771aa0895dbbafba05054a,/common/omarmlab/members/anh/panda_project/data/slides/01f25f6392771aa0895dbbafba05054a.tiff,5.3e-07,0.0,0.0,5.3e-07,,False,ok
02146992e1884bf87012fd0d5d05cdb9,/common/omarmlab/members/anh/panda_project/data/slides/02146992e1884bf87012fd0d5d05cdb9.tiff,0.0,0.0,0.0,0.0,,False,ok
0214df71ae527e2144021178c453d204,/common/omarmlab/members/anh/panda_project/data/slides/0214df71ae527e2144021178c453d204.tiff,0.0,0.0,0.0,0.0,,False,ok
022544d1446c2c44f8ca8ff53262dc5b,/common/omarmlab/members/anh/panda_project/data/slides/022544d1446c2c44f8ca8ff53262dc5b.tiff,0.00069988,0.0,0.0,0.00069988,black,True,ok
022a0bb891701b0161a7d4518415d0f4,/common/omarmlab/members/anh/panda_project/data/slides/022a0bb891701b0161a7d4518415d0f4.tiff,0.0,0.0,0.0,0.0,,False,ok
0240270d611683829ea5bee2a8c52eb0,/common/omarmlab/members/anh/panda_project/data/slides/0240270d611683829ea5bee2a8c52eb0.tiff,0.0,0.0,0.0,0.0,,False,ok
02577ddcd838f2559936453b6071dc17,/common/omarmlab/members/anh/panda_project/data/slides/02577ddcd838f2559936453b6071dc17.tiff,0.0,0.0,0.0,0.0,,False,ok
026081211406349c85c3e5b4fc4b6ff0,/common/omarmlab/members/anh/panda_project/data/slides/026081211406349c85c3e5b4fc4b6ff0.tiff,1.595e-05,1e-06,0.0,1.495e-05,,False,ok
026dcf3b549e8fb23143ea82023f58be,/common/omarmlab/members/anh/panda_project/data/slides/026dcf3b549e8fb23143ea82023f58be.tiff,0.00397017,0.0,0.00397017,0.0,blue,True,ok
0277b937ddc8679ae69b3c54bfd714f1,/common/omarmlab/members/anh/panda_project/data/slides/0277b937ddc8679ae69b3c54bfd714f1.tiff,0.0,0.0,0.0,0.0,,False,ok
02805e3e20ef629ffeeee1e68cf24ab0,/common/omarmlab/members/anh/panda_project/data/slides/02805e3e20ef629ffeeee1e68cf24ab0.tiff,0.0,0.0,0.0,0.0,,False,ok
0280f8b612771801229e2dde52371141,/common/omarmlab/members/anh/panda_project/data/slides/0280f8b612771801229e2dde52371141.tiff,0.0,0.0,0.0,0.0,,False,ok
028dc05d52d1dd336952a437f2852a0a,/common/omarmlab/members/anh/panda_project/data/slides/028dc05d52d1dd336952a437f2852a0a.tiff,0.0,0.0,0.0,0.0,,False,ok
02a2dcd6ad8bc1d9ad7fdc04ffb6dff3,/common/omarmlab/members/anh/panda_project/data/slides/02a2dcd6ad8bc1d9ad7fdc04ffb6dff3.tiff,0.00392419,3.19e-06,0.0,0.003921,black,True,ok
02a3870e56dbcb6afd73546af54a8457,/common/omarmlab/members/anh/panda_project/data/slides/02a3870e56dbcb6afd73546af54a8457.tiff,4.31e-06,1.27e-06,0.0,3.04e-06,,False,ok
02a7b258e875cf073e2421d67ff824cd,/common/omarmlab/members/anh/panda_project/data/slides/02a7b258e875cf073e2421d67ff824cd.tiff,0.0,0.0,0.0,0.0,,False,ok
02c2141567e50ff7d04069f70e9c9c5e,/common/omarmlab/members/anh/panda_project/data/slides/02c2141567e50ff7d04069f70e9c9c5e.tiff,7.82e-06,0.0,0.0,7.82e-06,,False,ok
02d302a8d723fa00331f373091b29135,/common/omarmlab/members/anh/panda_project/data/slides/02d302a8d723fa00331f373091b29135.tiff,0.00069629,0.0,0.00069629,0.0,blue,True,ok
02e57c6acba29013ec3f1732ec373afe,/common/omarmlab/members/anh/panda_project/data/slides/02e57c6acba29013ec3f1732ec373afe.tiff,0.0,0.0,0.0,0.0,,False,ok
02e5b03f8ea7ea2787101b758291d162,/common/omarmlab/members/anh/panda_project/data/slides/02e5b03f8ea7ea2787101b758291d162.tiff,0.00106611,0.0,0.0,0.00106611,black,True,ok
0325d6b779870b7bd216f3a81f6ab3d7,/common/omarmlab/members/anh/panda_project/data/slides/0325d6b779870b7bd216f3a81f6ab3d7.tiff,0.00066311,0.0,0.0,0.00066311,black,True,ok
03426e9293f207de46b5592c001eb45c,/common/omarmlab/members/anh/panda_project/data/slides/03426e9293f207de46b5592c001eb45c.tiff,0.00085624,0.0,0.0,0.00085624,black,True,ok
034add55dd7134b7b5893d787eb5a32c,/common/omarmlab/members/anh/panda_project/data/slides/034add55dd7134b7b5893d787eb5a32c.tiff,0.0,0.0,0.0,0.0,,False,ok
035a5208729ef164213954598b8df75d,/common/omarmlab/members/anh/panda_project/data/slides/035a5208729ef164213954598b8df75d.tiff,6.1e-07,0.0,3e-07,3e-07,,False,ok
035b1edd3d1aeeffc77ce5d248a01a53,/common/omarmlab/members/anh/panda_project/data/slides/035b1edd3d1aeeffc77ce5d248a01a53.tiff,0.0,0.0,0.0,0.0,,False,ok
0373ed8a095e0a283da690de360ccc21,/common/omarmlab/members/anh/panda_project/data/slides/0373ed8a095e0a283da690de360ccc21.tiff,0.0,0.0,0.0,0.0,,False,ok
037504061b9fba71ef6e24c48c6df44d,/common/omarmlab/members/anh/panda_project/data/slides/037504061b9fba71ef6e24c48c6df44d.tiff,0.00096283,5.7e-07,0.0,0.00096226,black,True,ok
037c18f1a1ec42be86eed81b09867939,/common/omarmlab/members/anh/panda_project/data/slides/037c18f1a1ec42be86eed81b09867939.tiff,0.0,0.0,0.0,0.0,,False,ok
037e64a6aaddb326a8575de52771064a,/common/omarmlab/members/anh/panda_project/data/slides/037e64a6aaddb326a8575de52771064a.tiff,0.0,0.0,0.0,0.0,,False,ok
037f29b7d62479c7fb257903f401269a,/common/omarmlab/members/anh/panda_project/data/slides/037f29b7d62479c7fb257903f401269a.tiff,7.38e-05,0.0,0.0,7.38e-05,,False,ok
03849b0243900d79446bb27849dc0bb2,/common/omarmlab/members/anh/panda_project/data/slides/03849b0243900d79446bb27849dc0bb2.tiff,0.0,0.0,0.0,0.0,,False,ok
03a1deb18638f73ce898b2adac1c8ec9,/common/omarmlab/members/anh/panda_project/data/slides/03a1deb18638f73ce898b2adac1c8ec9.tiff,0.0,0.0,0.0,0.0,,False,ok
03d147633edaca0d112520ac2ce6f11d,/common/omarmlab/members/anh/panda_project/data/slides/03d147633edaca0d112520ac2ce6f11d.tiff,0.0,0.0,0.0,0.0,,False,ok
0402b113937fa2d9ed77d3dcd8b6460e,/common/omarmlab/members/anh/panda_project/data/slides/0402b113937fa2d9ed77d3dcd8b6460e.tiff,0.0,0.0,0.0,0.0,,False,ok
0403dcc49b1420545299f692f7d8e270,/common/omarmlab/members/anh/panda_project/data/slides/0403dcc49b1420545299f692f7d8e270.tiff,8.1e-07,0.0,0.0,8.1e-07,,False,ok
04063850d065e6fa2d7a479d9eb36870,/common/omarmlab/members/anh/panda_project/data/slides/04063850d065e6fa2d7a479d9eb36870.tiff,0.0,0.0,0.0,0.0,,False,ok
040847f885854a69d231c46196288d46,/common/omarmlab/members/anh/panda_project/data/slides/040847f885854a69d231c46196288d46.tiff,7.1e-07,0.0,0.0,7.1e-07,,False,ok
043489a629f6bdec1d08515a6daabb78,/common/omarmlab/members/anh/panda_project/data/slides/043489a629f6bdec1d08515a6daabb78.tiff,0.0,0.0,0.0,0.0,,False,ok
0446851f36b7a60cb971e05365ce0188,/common/omarmlab/members/anh/panda_project/data/slides/0446851f36b7a60cb971e05365ce0188.tiff,0.00093136,0.0,0.0,0.00093136,black,True,ok
044b0937a90ecc3347acac21e9cd39f6,/common/omarmlab/members/anh/panda_project/data/slides/044b0937a90ecc3347acac21e9cd39f6.tiff,0.0,0.0,0.0,0.0,,False,ok
045abbf620e79d285e7d9d0cbf39ec8c,/common/omarmlab/members/anh/panda_project/data/slides/045abbf620e79d285e7d9d0cbf39ec8c.tiff,8.337e-05,0.0,0.0,8.337e-05,,False,ok
0465f4b248a57b710e02d636d595bf94,/common/omarmlab/members/anh/panda_project/data/slides/0465f4b248a57b710e02d636d595bf94.tiff,0.0,0.0,0.0,0.0,,False,ok
046b35ae95374bfb48cdca8d7c83233f,/common/omarmlab/members/anh/panda_project/data/slides/046b35ae95374bfb48cdca8d7c83233f.tiff,4.77e-06,4.77e-06,0.0,0.0,,False,ok
046bac77a58c1be84a6418904e755280,/common/omarmlab/members/anh/panda_project/data/slides/046bac77a58c1be84a6418904e755280.tiff,0.0042644,0.0,0.0,0.0042644,black,True,ok
04875b8121c928cc022dd6f26a307d06,/common/omarmlab/members/anh/panda_project/data/slides/04875b8121c928cc022dd6f26a307d06.tiff,8.9e-07,0.0,0.0,8.9e-07,,False,ok
04952a4d6f0309a8a317a56ad88d9145,/common/omarmlab/members/anh/panda_project/data/slides/04952a4d6f0309a8a317a56ad88d9145.tiff,0.0,0.0,0.0,0.0,,False,ok
049813f2cb407d0db60d6e671af6415b,/common/omarmlab/members/anh/panda_project/data/slides/049813f2cb407d0db60d6e671af6415b.tiff,0.0,0.0,0.0,0.0,,False,ok
04e31b936f51091d43cb805a30084533,/common/omarmlab/members/anh/panda_project/data/slides/04e31b936f51091d43cb805a30084533.tiff,0.0,0.0,0.0,0.0,,False,ok
04f28a8f394396872b7a9ede5041a80c,/common/omarmlab/members/anh/panda_project/data/slides/04f28a8f394396872b7a9ede5041a80c.tiff,8.1e-06,0.0,7.68e-06,4.3e-07,,False,ok
04fb016f937abee73415638884ec0367,/common/omarmlab/members/anh/panda_project/data/slides/04fb016f937abee73415638884ec0367.tiff,8.12e-05,6.274e-05,0.0,1.845e-05,,False,ok
05042f83b5d00b7ca6e2b4f0a2b3add1,/common/omarmlab/members/anh/panda_project/data/slides/05042f83b5d00b7ca6e2b4f0a2b3add1.tiff,0.00032301,0.0,0.0,0.00032301,,False,ok
051a2228aadbb0d44e61f8507114a4c0,/common/omarmlab/members/anh/panda_project/data/slides/051a2228aadbb0d44e61f8507114a4c0.tiff,0.0,0.0,0.0,0.0,,False,ok
0550b23f29085f41b10d165a46ad4371,/common/omarmlab/members/anh/panda_project/data/slides/0550b23f29085f41b10d165a46ad4371.tiff,0.0,0.0,0.0,0.0,,False,ok
0592a76b2a23cf43ceeb8888f36bed9c,/common/omarmlab/members/anh/panda_project/data/slides/0592a76b2a23cf43ceeb8888f36bed9c.tiff,0.0,0.0,0.0,0.0,,False,ok
059ab4f2222a3231845f048a63036083,/common/omarmlab/members/anh/panda_project/data/slides/059ab4f2222a3231845f048a63036083.tiff,3.052e-05,0.0,0.0,3.052e-05,,False,ok
059cbf902c5e42972587c8d17d49efed,/common/omarmlab/members/anh/panda_project/data/slides/059cbf902c5e42972587c8d17d49efed.tiff,0.0,0.0,0.0,0.0,,False,ok
05a377208625fce1afdc4878e3185ca4,/common/omarmlab/members/anh/panda_project/data/slides/05a377208625fce1afdc4878e3185ca4.tiff,0.0002526,0.0,0.0,0.0002526,,False,ok
05b09773ad1b34275f0b5adee3c650ab,/common/omarmlab/members/anh/panda_project/data/slides/05b09773ad1b34275f0b5adee3c650ab.tiff,0.00575542,0.0,0.00357342,0.00218201,"blue,black",True,ok
05c4384280a459216bca38ea2a9230ec,/common/omarmlab/members/anh/panda_project/data/slides/05c4384280a459216bca38ea2a9230ec.tiff,0.0,0.0,0.0,0.0,,False,ok
05cc3233dcb5489d2333ee62339a3226,/common/omarmlab/members/anh/panda_project/data/slides/05cc3233dcb5489d2333ee62339a3226.tiff,0.0,0.0,0.0,0.0,,False,ok
05f4e9415af9fdabc19109c980daf5ad,/common/omarmlab/members/anh/panda_project/data/slides/05f4e9415af9fdabc19109c980daf5ad.tiff,0.0,0.0,0.0,0.0,,False,ok
05f79307ac65a11d52caeada92e68949,/common/omarmlab/members/anh/panda_project/data/slides/05f79307ac65a11d52caeada92e68949.tiff,0.0,0.0,0.0,0.0,,False,ok
060121a06476ef401d8a21d6567dee6d,/common/omarmlab/members/anh/panda_project/data/slides/060121a06476ef401d8a21d6567dee6d.tiff,1.43e-06,0.0,0.0,1.43e-06,,False,ok
060f04c4f2dc67635433dc0c5b878265,/common/omarmlab/members/anh/panda_project/data/slides/060f04c4f2dc67635433dc0c5b878265.tiff,0.00235605,0.0,6.68e-06,0.00234938,black,True,ok
061054331a952dd1c9df45c283d756b0,/common/omarmlab/members/anh/panda_project/data/slides/061054331a952dd1c9df45c283d756b0.tiff,7.132e-05,0.0,0.0,7.132e-05,,False,ok
06334c520d4bd54eb501a49f42158a80,/common/omarmlab/members/anh/panda_project/data/slides/06334c520d4bd54eb501a49f42158a80.tiff,4.983e-05,0.0,0.0,4.983e-05,,False,ok
063528c18968c03f23e0c299bbba17e4,/common/omarmlab/members/anh/panda_project/data/slides/063528c18968c03f23e0c299bbba17e4.tiff,8.1e-07,0.0,0.0,8.1e-07,,False,ok
063db632c0ad279c9602070bea1d8dae,/common/omarmlab/members/anh/panda_project/data/slides/063db632c0ad279c9602070bea1d8dae.tiff,0.0,0.0,0.0,0.0,,False,ok
06509deacf578c9d20cdb0c1d6f087cb,/common/omarmlab/members/anh/panda_project/data/slides/06509deacf578c9d20cdb0c1d6f087cb.tiff,0.0,0.0,0.0,0.0,,False,ok
06636cdd43041e78141f2f5069fa62d5,/common/omarmlab/members/anh/panda_project/data/slides/06636cdd43041e78141f2f5069fa62d5.tiff,0.0,0.0,0.0,0.0,,False,ok
0674b9bfe2d2d8aa7731b02eeeee6be8,/common/omarmlab/members/anh/panda_project/data/slides/0674b9bfe2d2d8aa7731b02eeeee6be8.tiff,0.00088507,0.0,0.0008836,1.47e-06,blue,True,ok
067a25212e4e5b9eab412c274ae16df6,/common/omarmlab/members/anh/panda_project/data/slides/067a25212e4e5b9eab412c274ae16df6.tiff,0.0,0.0,0.0,0.0,,False,ok
068b0e3be4c35ea983f77accf8351cc8,/common/omarmlab/members/anh/panda_project/data/slides/068b0e3be4c35ea983f77accf8351cc8.tiff,0.0,0.0,0.0,0.0,,False,ok
06977be07ef2afb3ddfa7733f0c04917,/common/omarmlab/members/anh/panda_project/data/slides/06977be07ef2afb3ddfa7733f0c04917.tiff,0.0,0.0,0.0,0.0,,False,ok
06a0cbd8fd6320ef1aa6f19342af2e68,/common/omarmlab/members/anh/panda_project/data/slides/06a0cbd8fd6320ef1aa6f19342af2e68.tiff,0.0,0.0,0.0,0.0,,False,ok
06a7dc123ee1cd1a88b5563bb332666c,/common/omarmlab/members/anh/panda_project/data/slides/06a7dc123ee1cd1a88b5563bb332666c.tiff,0.00056893,0.0,0.0,0.00056893,black,True,ok
06bf945aaacb9a67d9f2439d9a7d73ea,/common/omarmlab/members/anh/panda_project/data/slides/06bf945aaacb9a67d9f2439d9a7d73ea.tiff,1.43e-06,0.0,0.0,1.43e-06,,False,ok
06cab87cd7a132bd8eaa30aa1ea42434,/common/omarmlab/members/anh/panda_project/data/slides/06cab87cd7a132bd8eaa30aa1ea42434.tiff,6.2e-07,0.0,0.0,6.2e-07,,False,ok
06d4ebd3d0ee6d3514d07ccfba615def,/common/omarmlab/members/anh/panda_project/data/slides/06d4ebd3d0ee6d3514d07ccfba615def.tiff,1.43e-06,0.0,0.0,1.43e-06,,False,ok
06eda4a6faca84e84a781fee2d5f47e1,/common/omarmlab/members/anh/panda_project/data/slides/06eda4a6faca84e84a781fee2d5f47e1.tiff,5.446e-05,0.0,5.446e-05,0.0,,False,ok
06ef45756a44d6ec0301b519700bf053,/common/omarmlab/members/anh/panda_project/data/slides/06ef45756a44d6ec0301b519700bf053.tiff,0.0,0.0,0.0,0.0,,False,ok
06ef49a7b77e883f089cfdd80642d6f0,/common/omarmlab/members/anh/panda_project/data/slides/06ef49a7b77e883f089cfdd80642d6f0.tiff,0.00150659,3.9e-06,0.0,0.0015027,black,True,ok
06fb67ffa126811dad6ffb6ecdb8558b,/common/omarmlab/members/anh/panda_project/data/slides/06fb67ffa126811dad6ffb6ecdb8558b.tiff,0.01365944,0.0,0.01365268,6.76e-06,blue,True,ok
06fc0c8a36a83d5150fca83d5bbb2612,/common/omarmlab/members/anh/panda_project/data/slides/06fc0c8a36a83d5150fca83d5bbb2612.tiff,0.0,0.0,0.0,0.0,,False,ok
06fe0864a99a2e0cd32cb141b7808912,/common/omarmlab/members/anh/panda_project/data/slides/06fe0864a99a2e0cd32cb141b7808912.tiff,2.301e-05,0.0,0.0,2.301e-05,,False,ok
070f9f27db2db32b456cfc595f29c03a,/common/omarmlab/members/anh/panda_project/data/slides/070f9f27db2db32b456cfc595f29c03a.tiff,0.00526805,0.0,0.0,0.00526805,black,True,ok
07106a451fdebeaa73f2db13f295bfb1,/common/omarmlab/members/anh/panda_project/data/slides/07106a451fdebeaa73f2db13f295bfb1.tiff,6e-07,6e-07,0.0,0.0,,False,ok
072f1b5740579bbe7f69afdd33bee8d1,/common/omarmlab/members/anh/panda_project/data/slides/072f1b5740579bbe7f69afdd33bee8d1.tiff,0.0,0.0,0.0,0.0,,False,ok
072fc649567e358ff3c69f6e5c1f630f,/common/omarmlab/members/anh/panda_project/data/slides/072fc649567e358ff3c69f6e5c1f630f.tiff,1.55e-06,7.7e-07,0.0,7.7e-07,,False,ok
074c3e01525681a275a42282cd21cbde,/common/omarmlab/members/anh/panda_project/data/slides/074c3e01525681a275a42282cd21cbde.tiff,0.0040859,0.0,0.0040859,0.0,blue,True,ok
074d9f9ceede2e4fad8aec367a335a77,/common/omarmlab/members/anh/panda_project/data/slides/074d9f9ceede2e4fad8aec367a335a77.tiff,0.00014903,0.00011177,0.0,3.726e-05,green,True,ok
076737b247cef7064ad6b9f653892026,/common/omarmlab/members/anh/panda_project/data/slides/076737b247cef7064ad6b9f653892026.tiff,0.0,0.0,0.0,0.0,,False,ok
07697ea97bfbbac071d41a375c3ad036,/common/omarmlab/members/anh/panda_project/data/slides/07697ea97bfbbac071d41a375c3ad036.tiff,0.0,0.0,0.0,0.0,,False,ok
07809f40e0b2b07d9c4b9d6600673102,/common/omarmlab/members/anh/panda_project/data/slides/07809f40e0b2b07d9c4b9d6600673102.tiff,0.0,0.0,0.0,0.0,,False,ok
0794712a5fdd9d31bdb4ea7c4f175054,/common/omarmlab/members/anh/panda_project/data/slides/0794712a5fdd9d31bdb4ea7c4f175054.tiff,0.00021154,0.0,0.00021154,0.0,blue,True,ok
079fed45c08f216f49fe4aff84d7e8d2,/common/omarmlab/members/anh/panda_project/data/slides/079fed45c08f216f49fe4aff84d7e8d2.tiff,0.0003641,0.0,0.0,0.0003641,,False,ok
07a14fa5b8f74272e4cc0a439dbc8f7f,/common/omarmlab/members/anh/panda_project/data/slides/07a14fa5b8f74272e4cc0a439dbc8f7f.tiff,0.0,0.0,0.0,0.0,,False,ok
07a9fa12ce780b43fb5dfd7d24b861c6,/common/omarmlab/members/anh/panda_project/data/slides/07a9fa12ce780b43fb5dfd7d24b861c6.tiff,0.0,0.0,0.0,0.0,,False,ok
07aa24f15ce062d65979b6a8bc7eb3f0,/common/omarmlab/members/anh/panda_project/data/slides/07aa24f15ce062d65979b6a8bc7eb3f0.tiff,0.0,0.0,0.0,0.0,,False,ok
07aa4a923f58d02bd7c43c50491673d9,/common/omarmlab/members/anh/panda_project/data/slides/07aa4a923f58d02bd7c43c50491673d9.tiff,0.0,0.0,0.0,0.0,,False,ok
07afad2271546de1802035829d3b507d,/common/omarmlab/members/anh/panda_project/data/slides/07afad2271546de1802035829d3b507d.tiff,8.15e-06,0.0,0.0,8.15e-06,,False,ok
07d600e3fcbebf7dc75e5335d3563e63,/common/omarmlab/members/anh/panda_project/data/slides/07d600e3fcbebf7dc75e5335d3563e63.tiff,0.0,0.0,0.0,0.0,,False,ok
07e16ae47a5154782affc9dc45b50297,/common/omarmlab/members/anh/panda_project/data/slides/07e16ae47a5154782affc9dc45b50297.tiff,1.52e-06,0.0,0.0,1.52e-06,,False,ok
080b829ec59528590e76b57d25fdda55,/common/omarmlab/members/anh/panda_project/data/slides/080b829ec59528590e76b57d25fdda55.tiff,0.0,0.0,0.0,0.0,,False,ok
081326594b296d372b9dd3e8af82350a,/common/omarmlab/members/anh/panda_project/data/slides/081326594b296d372b9dd3e8af82350a.tiff,0.00120854,0.0,0.0,0.00120854,black,True,ok
08134913a9aa1d541f719e9f356f9378,/common/omarmlab/members/anh/panda_project/data/slides/08134913a9aa1d541f719e9f356f9378.tiff,0.0028591,0.0,0.0,0.0028591,black,True,ok
082fd0a9f827b00494feb039b53b5500,/common/omarmlab/members/anh/panda_project/data/slides/082fd0a9f827b00494feb039b53b5500.tiff,0.00218928,0.0,0.0,0.00218928,black,True,ok
08347bf830e78903e36a81168c4342f9,/common/omarmlab/members/anh/panda_project/data/slides/08347bf830e78903e36a81168c4342f9.tiff,7.9e-07,0.0,0.0,7.9e-07,,False,ok
0838c82917cd9af681df249264d2769c,/common/omarmlab/members/anh/panda_project/data/slides/0838c82917cd9af681df249264d2769c.tiff,0.0,0.0,0.0,0.0,,False,ok
083ab9e2c95fb0ea2b999c592fb41653,/common/omarmlab/members/anh/panda_project/data/slides/083ab9e2c95fb0ea2b999c592fb41653.tiff,6.36e-06,5.09e-06,1.27e-06,0.0,,False,ok
0841bb278823ec53920d723881c7afd9,/common/omarmlab/members/anh/panda_project/data/slides/0841bb278823ec53920d723881c7afd9.tiff,0.0,0.0,0.0,0.0,,False,ok
08459aaedfda0679aab403ababbd6ece,/common/omarmlab/members/anh/panda_project/data/slides/08459aaedfda0679aab403ababbd6ece.tiff,0.0,0.0,0.0,0.0,,False,ok
