image_id,x,y,dominant_class,pixel_counts_per_class
2ae016457e8ff8e21723a91b57a96d7d,1024,3072,0,"{""0"": 261216, ""1"": 928, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1024,0,0,"{""0"": 257912, ""1"": 4232, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1536,0,0,"{""0"": 162964, ""1"": 98944, ""2"": 236, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2048,0,0,"{""0"": 260556, ""1"": 1588, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1024,512,0,"{""0"": 135244, ""1"": 126900, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1536,512,1,"{""0"": 45772, ""1"": 216372, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2048,512,0,"{""0"": 258220, ""1"": 3924, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1024,1024,1,"{""0"": 67944, ""1"": 143484, ""2"": 0, ""3"": 0, ""4"": 50716, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1536,1024,0,"{""0"": 135108, ""1"": 106664, ""2"": 0, ""3"": 0, ""4"": 20372, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1024,1536,1,"{""0"": 28208, ""1"": 209288, ""2"": 0, ""3"": 0, ""4"": 24648, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1536,1536,1,"{""0"": 74908, ""1"": 169328, ""2"": 0, ""3"": 0, ""4"": 17908, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2048,1536,0,"{""0"": 261984, ""1"": 160, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,512,2048,0,"{""0"": 261520, ""1"": 624, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1024,2048,1,"{""0"": 23388, ""1"": 231912, ""2"": 2620, ""3"": 0, ""4"": 4224, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1536,2048,1,"{""0"": 82492, ""1"": 179652, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2048,2048,0,"{""0"": 261392, ""1"": 752, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,512,2560,0,"{""0"": 194424, ""1"": 67720, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1024,2560,1,"{""0"": 320, ""1"": 222760, ""2"": 0, ""3"": 0, ""4"": 39064, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1536,2560,1,"{""0"": 53848, ""1"": 187344, ""2"": 0, ""3"": 0, ""4"": 20952, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2048,2560,0,"{""0"": 258416, ""1"": 3728, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,512,3072,1,"{""0"": 105272, ""1"": 114020, ""2"": 0, ""3"": 0, ""4"": 42852, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1024,3072,1,"{""0"": 0, ""1"": 239920, ""2"": 0, ""3"": 0, ""4"": 22224, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1536,3072,1,"{""0"": 52632, ""1"": 165860, ""2"": 0, ""3"": 0, ""4"": 43652, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2048,3072,0,"{""0"": 259864, ""1"": 2280, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,512,3584,1,"{""0"": 75408, ""1"": 167640, ""2"": 0, ""3"": 0, ""4"": 19096, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1024,3584,1,"{""0"": 0, ""1"": 217444, ""2"": 0, ""3"": 0, ""4"": 44700, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1536,3584,1,"{""0"": 18296, ""1"": 225884, ""2"": 0, ""3"": 0, ""4"": 17964, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2048,3584,0,"{""0"": 243244, ""1"": 18900, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,512,4096,1,"{""0"": 61520, ""1"": 179488, ""2"": 0, ""3"": 0, ""4"": 21136, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1024,4096,1,"{""0"": 0, ""1"": 155640, ""2"": 0, ""3"": 0, ""4"": 106504, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1536,4096,1,"{""0"": 0, ""1"": 203324, ""2"": 0, ""3"": 0, ""4"": 58820, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2048,4096,0,"{""0"": 208560, ""1"": 51896, ""2"": 0, ""3"": 0, ""4"": 1688, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,512,4608,1,"{""0"": 57824, ""1"": 135228, ""2"": 0, ""3"": 0, ""4"": 69092, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1024,4608,1,"{""0"": 0, ""1"": 169528, ""2"": 0, ""3"": 0, ""4"": 92616, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1536,4608,1,"{""0"": 0, ""1"": 170704, ""2"": 0, ""3"": 0, ""4"": 91440, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2048,4608,0,"{""0"": 183368, ""1"": 69292, ""2"": 0, ""3"": 0, ""4"": 9484, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,512,5120,1,"{""0"": 79824, ""1"": 121864, ""2"": 0, ""3"": 0, ""4"": 60456, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1024,5120,1,"{""0"": 0, ""1"": 157116, ""2"": 0, ""3"": 0, ""4"": 105028, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1536,5120,1,"{""0"": 0, ""1"": 147544, ""2"": 0, ""3"": 0, ""4"": 114600, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2048,5120,0,"{""0"": 152592, ""1"": 71996, ""2"": 0, ""3"": 0, ""4"": 37556, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,512,5632,1,"{""0"": 112256, ""1"": 118100, ""2"": 0, ""3"": 0, ""4"": 31788, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1024,5632,1,"{""0"": 0, ""1"": 153676, ""2"": 0, ""3"": 0, ""4"": 108468, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1536,5632,1,"{""0"": 0, ""1"": 143992, ""2"": 0, ""3"": 0, ""4"": 118152, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2048,5632,0,"{""0"": 139352, ""1"": 75860, ""2"": 0, ""3"": 0, ""4"": 46932, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,512,6144,0,"{""0"": 153120, ""1"": 93788, ""2"": 0, ""3"": 0, ""4"": 15236, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1024,6144,1,"{""0"": 0, ""1"": 143836, ""2"": 0, ""3"": 0, ""4"": 118308, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1536,6144,1,"{""0"": 0, ""1"": 131820, ""2"": 0, ""3"": 0, ""4"": 130324, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2048,6144,1,"{""0"": 108612, ""1"": 110840, ""2"": 0, ""3"": 0, ""4"": 42692, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,512,6656,0,"{""0"": 213900, ""1"": 38964, ""2"": 0, ""3"": 0, ""4"": 9280, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1024,6656,1,"{""0"": 0, ""1"": 194936, ""2"": 0, ""3"": 0, ""4"": 67208, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1536,6656,1,"{""0"": 0, ""1"": 137312, ""2"": 0, ""3"": 0, ""4"": 124832, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2048,6656,4,"{""0"": 9064, ""1"": 121660, ""2"": 0, ""3"": 0, ""4"": 131420, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2560,6656,0,"{""0"": 215508, ""1"": 38176, ""2"": 0, ""3"": 0, ""4"": 8460, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,512,7168,0,"{""0"": 262008, ""1"": 136, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1024,7168,1,"{""0"": 68780, ""1"": 166692, ""2"": 1060, ""3"": 0, ""4"": 25612, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1536,7168,1,"{""0"": 0, ""1"": 201924, ""2"": 0, ""3"": 0, ""4"": 60220, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2048,7168,1,"{""0"": 0, ""1"": 224028, ""2"": 0, ""3"": 0, ""4"": 38116, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2560,7168,1,"{""0"": 86936, ""1"": 167736, ""2"": 0, ""3"": 0, ""4"": 7472, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1024,7680,0,"{""0"": 235884, ""1"": 24248, ""2"": 0, ""3"": 0, ""4"": 2012, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1536,7680,1,"{""0"": 27304, ""1"": 223576, ""2"": 2716, ""3"": 0, ""4"": 8548, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2048,7680,1,"{""0"": 0, ""1"": 257596, ""2"": 4548, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2560,7680,1,"{""0"": 21280, ""1"": 218452, ""2"": 22412, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,3072,7680,0,"{""0"": 259292, ""1"": 2852, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1536,8192,0,"{""0"": 186272, ""1"": 75872, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2048,8192,1,"{""0"": 0, ""1"": 197812, ""2"": 64332, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2560,8192,1,"{""0"": 0, ""1"": 209740, ""2"": 52404, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,3072,8192,0,"{""0"": 145460, ""1"": 108124, ""2"": 8128, ""3"": 0, ""4"": 432, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,3584,8192,0,"{""0"": 261948, ""1"": 196, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,512,8704,0,"{""0"": 219540, ""1"": 28996, ""2"": 0, ""3"": 0, ""4"": 13608, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1024,8704,0,"{""0"": 151456, ""1"": 76504, ""2"": 0, ""3"": 0, ""4"": 34184, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1536,8704,0,"{""0"": 120500, ""1"": 105460, ""2"": 0, ""3"": 0, ""4"": 36184, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2048,8704,1,"{""0"": 528, ""1"": 214444, ""2"": 19032, ""3"": 12664, ""4"": 15476, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2560,8704,1,"{""0"": 0, ""1"": 176660, ""2"": 29184, ""3"": 23136, ""4"": 33164, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,3072,8704,1,"{""0"": 0, ""1"": 170148, ""2"": 0, ""3"": 11772, ""4"": 80224, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,3584,8704,1,"{""0"": 109300, ""1"": 129880, ""2"": 0, ""3"": 2880, ""4"": 20084, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,4096,8704,0,"{""0"": 260780, ""1"": 1364, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,0,9216,0,"{""0"": 242616, ""1"": 18836, ""2"": 0, ""3"": 0, ""4"": 692, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,512,9216,1,"{""0"": 16192, ""1"": 129720, ""2"": 0, ""3"": 0, ""4"": 116232, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1024,9216,1,"{""0"": 0, ""1"": 139504, ""2"": 0, ""3"": 0, ""4"": 122640, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1536,9216,1,"{""0"": 0, ""1"": 172388, ""2"": 0, ""3"": 0, ""4"": 89756, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2048,9216,1,"{""0"": 0, ""1"": 201028, ""2"": 10680, ""3"": 6704, ""4"": 43732, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2560,9216,1,"{""0"": 0, ""1"": 199148, ""2"": 1816, ""3"": 27752, ""4"": 33428, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,3072,9216,1,"{""0"": 0, ""1"": 147236, ""2"": 0, ""3"": 0, ""4"": 114908, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,3584,9216,1,"{""0"": 0, ""1"": 148728, ""2"": 0, ""3"": 0, ""4"": 113416, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,4096,9216,0,"{""0"": 151444, ""1"": 85544, ""2"": 0, ""3"": 0, ""4"": 25156, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,0,9728,0,"{""0"": 243712, ""1"": 15464, ""2"": 0, ""3"": 0, ""4"": 2968, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,512,9728,1,"{""0"": 10352, ""1"": 208832, ""2"": 0, ""3"": 0, ""4"": 42960, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1024,9728,1,"{""0"": 0, ""1"": 227052, ""2"": 0, ""3"": 0, ""4"": 35092, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1536,9728,1,"{""0"": 0, ""1"": 189196, ""2"": 0, ""3"": 0, ""4"": 72948, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2048,9728,1,"{""0"": 0, ""1"": 234760, ""2"": 1124, ""3"": 0, ""4"": 26260, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2560,9728,1,"{""0"": 0, ""1"": 256612, ""2"": 0, ""3"": 0, ""4"": 5532, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,3072,9728,1,"{""0"": 0, ""1"": 230604, ""2"": 956, ""3"": 3708, ""4"": 26876, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,3584,9728,1,"{""0"": 0, ""1"": 208168, ""2"": 0, ""3"": 45452, ""4"": 8524, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,4096,9728,1,"{""0"": 6768, ""1"": 182428, ""2"": 0, ""3"": 72948, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,4608,9728,0,"{""0"": 197492, ""1"": 57368, ""2"": 2372, ""3"": 4912, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,512,10240,1,"{""0"": 70464, ""1"": 191680, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1024,10240,1,"{""0"": 0, ""1"": 260116, ""2"": 2028, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1536,10240,1,"{""0"": 3708, ""1"": 232316, ""2"": 0, ""3"": 404, ""4"": 25716, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2048,10240,1,"{""0"": 18072, ""1"": 201800, ""2"": 0, ""3"": 0, ""4"": 42272, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2560,10240,1,"{""0"": 0, ""1"": 235388, ""2"": 20, ""3"": 0, ""4"": 26736, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,3072,10240,1,"{""0"": 0, ""1"": 161444, ""2"": 79360, ""3"": 14408, ""4"": 6932, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,3584,10240,1,"{""0"": 0, ""1"": 223140, ""2"": 33256, ""3"": 5748, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,4096,10240,1,"{""0"": 0, ""1"": 150208, ""2"": 0, ""3"": 111936, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,4608,10240,1,"{""0"": 96060, ""1"": 121876, ""2"": 7508, ""3"": 5560, ""4"": 31140, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,5120,10240,0,"{""0"": 261968, ""1"": 176, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,512,10752,0,"{""0"": 236764, ""1"": 25380, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1024,10752,0,"{""0"": 179092, ""1"": 83052, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1536,10752,0,"{""0"": 245692, ""1"": 16452, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2048,10752,0,"{""0"": 256048, ""1"": 6096, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2560,10752,0,"{""0"": 123752, ""1"": 118308, ""2"": 0, ""3"": 0, ""4"": 20084, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,3072,10752,0,"{""0"": 153032, ""1"": 108168, ""2"": 48, ""3"": 0, ""4"": 896, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,3584,10752,1,"{""0"": 344, ""1"": 202732, ""2"": 59068, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,4096,10752,1,"{""0"": 0, ""1"": 241912, ""2"": 9736, ""3"": 10496, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,4608,10752,1,"{""0"": 0, ""1"": 183720, ""2"": 0, ""3"": 0, ""4"": 78424, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,5120,10752,1,"{""0"": 61556, ""1"": 170100, ""2"": 0, ""3"": 792, ""4"": 29696, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,5632,10752,0,"{""0"": 224072, ""1"": 38072, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1536,11264,0,"{""0"": 258020, ""1"": 4124, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2048,11264,0,"{""0"": 261464, ""1"": 680, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,3584,11264,0,"{""0"": 120024, ""1"": 111228, ""2"": 30892, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,4096,11264,1,"{""0"": 256, ""1"": 220864, ""2"": 41024, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,4608,11264,1,"{""0"": 0, ""1"": 257392, ""2"": 0, ""3"": 4292, ""4"": 460, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,5120,11264,1,"{""0"": 0, ""1"": 154868, ""2"": 1528, ""3"": 64816, ""4"": 40932, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,5632,11264,1,"{""0"": 32012, ""1"": 158556, ""2"": 0, ""3"": 71576, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,6144,11264,0,"{""0"": 227632, ""1"": 34512, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1024,11776,0,"{""0"": 250464, ""1"": 11680, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1536,11776,1,"{""0"": 17112, ""1"": 245032, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2048,11776,1,"{""0"": 26032, ""1"": 236112, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2560,11776,1,"{""0"": 109420, ""1"": 152724, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,3072,11776,0,"{""0"": 157996, ""1"": 104064, ""2"": 84, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,3584,11776,1,"{""0"": 92276, ""1"": 169868, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,4096,11776,1,"{""0"": 13832, ""1"": 248312, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,4608,11776,1,"{""0"": 8508, ""1"": 229488, ""2"": 24148, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,5120,11776,1,"{""0"": 0, ""1"": 215216, ""2"": 2180, ""3"": 44748, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,5632,11776,3,"{""0"": 0, ""1"": 116796, ""2"": 0, ""3"": 145348, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,6144,11776,1,"{""0"": 38364, ""1"": 138324, ""2"": 0, ""3"": 85456, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,6656,11776,0,"{""0"": 243728, ""1"": 18228, ""2"": 0, ""3"": 188, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,1536,12288,0,"{""0"": 204076, ""1"": 58068, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2048,12288,1,"{""0"": 64408, ""1"": 197736, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2560,12288,1,"{""0"": 0, ""1"": 262144, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,3072,12288,1,"{""0"": 0, ""1"": 262144, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,3584,12288,1,"{""0"": 0, ""1"": 261024, ""2"": 1120, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,4096,12288,1,"{""0"": 0, ""1"": 257000, ""2"": 5144, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,4608,12288,1,"{""0"": 0, ""1"": 261804, ""2"": 340, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,5120,12288,1,"{""0"": 0, ""1"": 213140, ""2"": 1832, ""3"": 47172, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,5632,12288,3,"{""0"": 0, ""1"": 130440, ""2"": 0, ""3"": 131704, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,6144,12288,1,"{""0"": 0, ""1"": 204168, ""2"": 24956, ""3"": 33020, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,6656,12288,1,"{""0"": 75736, ""1"": 130512, ""2"": 50256, ""3"": 5640, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,7168,12288,0,"{""0"": 240188, ""1"": 20684, ""2"": 0, ""3"": 1272, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2048,12800,0,"{""0"": 220276, ""1"": 41868, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
