plus_id,n_plus_patches,nn_live_id,nn_live_split,nn_cos,nn_live_own_live_nn,nn_live_own_live_cos,mutual_nn_with_live,top1_id,top1_split,top1_cos,top2_id,top2_split,top2_cos,top3_id,top3_split,top3_cos,top4_id,top4_split,top4_cos,top5_id,top5_split,top5_cos
8f4389cc541dbe6eb4bcd793d0626891,129,4bb4bbbd6dec06f9938c52cbdfa0b1c9,train,0.9752,ac34101f332f6259e55a82c11d8bc304,0.964,True,4bb4bbbd6dec06f9938c52cbdfa0b1c9,train,0.9752,ac34101f332f6259e55a82c11d8bc304,train,0.9414,9cd1f9700bb8591c07051ddd50ccdbe7,test,0.9396,6e492df128e671c548bf49fd855c42ce,train,0.9376,887d935886b409acc14fa55a3c7e05ba,train,0.9375
5554bf43ed8256dff3a716d9811a7afb,89,e31d9b2e94f0a5774796a8e8affe0180,train,0.9746,6e52a788e36a88c5267d49e219051d05,0.9568,True,e31d9b2e94f0a5774796a8e8affe0180,train,0.9746,f83af16db53783f37f6614cf3bc3e5af,test,0.9577,0b60ac39ce977146c4bd7978d62bedeb,train,0.9521,9c181659ec10a2d3c0d61ce45ef6d16b,train,0.9517,b0fd3778526aec216e7db68d267c0897,train,0.9452
76b8865c3acb3c9ac2d796f523bd2da7,63,5491324b554f337dc1eaf3e0c93eebb4,train,0.972,a1edceba3500660a6c75be946b20242b,0.9293,True,5491324b554f337dc1eaf3e0c93eebb4,train,0.972,3c01808e1ea1eba5f6cdd015c4738426,test,0.9272,5dcd43e6710799fbb64f0c250a13d0ff,train,0.9228,e4004944daa2e2ab41f4d8cec3adec83,test,0.9203,73f6bfb643e1d0d8d3868b7f1f0cd33d,train,0.9157
022544d1446c2c44f8ca8ff53262dc5b,90,898c2d26d40846143d477f1b625971a1,train,0.9717,f6df497ddcb8f033d7c28c05fe242aaa,0.9644,True,898c2d26d40846143d477f1b625971a1,train,0.9717,eea0cd8ab449057ce50b7d411b63d6e3,train,0.9611,2b2866cb48fb18fa8dadd200798c5feb,train,0.9607,887d935886b409acc14fa55a3c7e05ba,train,0.9569,780229c1e7700155517861f277640f97,train,0.9568
10218e6dc6a4fb9af7879333c11af510,107,ada83813085876c62c8bf0481f1693cf,train,0.9692,27f3dbbf2b9a5e59f508dc6b0c23d5cb,0.9653,True,ada83813085876c62c8bf0481f1693cf,train,0.9692,8ed0759dc9f237217ed150c21d9afeac,train,0.9592,27f3dbbf2b9a5e59f508dc6b0c23d5cb,train,0.9576,3f7aa0cadbf025a6bb6d728412e6e100,train,0.9572,5a112beb1fb4921df86062b489f41928,train,0.9551
586eb142ad433841c18b748e580ab771,34,ec357f56de67acf8abceb244a2cdf49b,train,0.9675,c1d018bf50493567d288a9fdad021e6c,0.9651,True,ec357f56de67acf8abceb244a2cdf49b,train,0.9675,8495f8040d55ab4ac000fd91a137b0e1,train,0.9614,a295321349862720b6541d443b46ee33,train,0.9559,ad1592d1b4b1f734e59a92f5ebef305b,train,0.9549,f2b4695127e8d36d54b5214ac6675000,train,0.9542
0b73719f81c77051bb4b0ece8647a48e,95,6c31153c5dffb6276f8adee046a09166,test,0.9649,2a709812f21cab8f45ccc91371b7dc5f,0.9624,True,6c31153c5dffb6276f8adee046a09166,test,0.9649,462839866ad252b9bbf2c34be653745e,train,0.9585,5f3435341b61628b1e308362c52a9460,train,0.9574,a34c0d728771285a18dfb156259eb817,train,0.9544,80f7cfb8ff20d9aa8eebcd541d0d5fd4,train,0.951
7e059274c3afb96b3a33191c804d5a0f,98,ebd3d4bfc5d1e9ce090e342869cbdefe,train,0.9646,e2f04baa0bee5232b73ca726d29a870b,0.9363,True,ebd3d4bfc5d1e9ce090e342869cbdefe,train,0.9646,9fdc67635e14822c347061fd50f40939,test,0.9227,e041b17de0e6fdf460f0258253cfcd98,train,0.9195,250e91349b32a3a0a04153a94c9c5844,train,0.9189,340236fc3587d38939e3dd669bbfe3e8,val,0.9161
59aa903a1ceb3e9793bedda411a4a2cd,78,a55cc8df950bcadf4cd61ff470d74246,train,0.9585,e47409feff05e7815c2908a2af47746b,0.9583,True,a55cc8df950bcadf4cd61ff470d74246,train,0.9585,38b57271d9d5c552236511e9c5d4cf04,train,0.9438,6d2bcf1b97f6731338a530650f776fb4,train,0.9398,dbad8f645978711294f000ea54f903d3,val,0.9384,a48e97856c956d50cc4f522574cd37fb,train,0.936
0a336d5bc71e1f83d453297413f11e9b,110,fbf1493e0d0f80318eb52c41d91f2180,val,0.958,180e2320aefbf3dfecab785446bc555b,0.9478,True,fbf1493e0d0f80318eb52c41d91f2180,val,0.958,180e2320aefbf3dfecab785446bc555b,train,0.9447,55b2b9388cfcde42069bee4804274884,train,0.9357,901d2acd51382d7568fd83389f704888,train,0.9353,08abd36dda089b53088bb7bf7558336a,train,0.932
022a0bb891701b0161a7d4518415d0f4,141,a1d31796040eff1d8223f486caa01ab8,train,0.9561,def34835d0079f5fdd5bfd81b01ff7ee,0.9522,True,a1d31796040eff1d8223f486caa01ab8,train,0.9561,bdae289bd86165f1bcce2bd2afeb136e,train,0.9483,775d39466b474d54ae714215034c5a83,test,0.944,3f232e619560395c4a99f858d76fb5d7,train,0.942,328cde17511e4aa4e62e485d4dc0cea7,train,0.9415
09f734438a9b2f3cf78c72eef5c45b30,126,eca065b700e4e44681c2b3d45235a6f9,train,0.9554,c6064ec61ea9949ec065ed31f2565978,0.9381,True,eca065b700e4e44681c2b3d45235a6f9,train,0.9554,fbf1493e0d0f80318eb52c41d91f2180,val,0.9433,f3e61a3dec438a366b62df1db47a4cd3,val,0.9349,66ac9acd0174425c2ad47448fc55ca45,val,0.9316,180e2320aefbf3dfecab785446bc555b,train,0.9312
d997bd54e6a545c95817a62b77fb43df,74,85b2c32f16826bea58d82dfd39b6d3e2,train,0.9762,0465f4b248a57b710e02d636d595bf94,0.9837,False,85b2c32f16826bea58d82dfd39b6d3e2,train,0.9762,0465f4b248a57b710e02d636d595bf94,train,0.9733,858f5e5afdc19cfe16e0f8be97a28cd5,train,0.9716,577a95c3a3a0fb362b7282fdf9311015,train,0.9713,47f34de873955e8e03e954e3882d747f,val,0.9661
0fcc5673242af956da6637881d14c414,133,3179817b3335bbbb5af4adafb46ed8dc,train,0.9726,f5de7d8fbfe197b5aefb3f312397e7b5,0.9891,False,3179817b3335bbbb5af4adafb46ed8dc,train,0.9726,89ce8e0a494db9c7ddc68dbf58729c68,train,0.9721,a576f47b644facaa1aa60db9c41d9db1,test,0.9712,09f37474deb25ad463c1d17e29054785,train,0.9705,f28d60a3f5606122a0f412e1092c94a4,train,0.9704
0ba540dcef7c6a994c4e0634cbff4af2,169,4aac539cdb139eb4549013b591084c4f,train,0.9725,aa3d385635fdfe96d5194d0f0991b565,0.9813,False,4aac539cdb139eb4549013b591084c4f,train,0.9725,b5dfac1df6b023764367fc8f23de24f6,test,0.9696,bc8ca8636656c10658685c587f893dea,train,0.9681,b267fa5f2c3b44774f06581ac05996b7,test,0.9653,aa3d385635fdfe96d5194d0f0991b565,train,0.9644
0f871f7b53fefec938ee7569319f74e2,51,89b62c165838d36fd294a57624db8e4f,train,0.9724,947778d55b7cb029d9b22bd048534fe5,0.9878,False,89b62c165838d36fd294a57624db8e4f,train,0.9724,947778d55b7cb029d9b22bd048534fe5,train,0.9658,b13de5e3add05a187e393d0eef314891,train,0.956,3b7f094d2e4a2c14d38961d386f9b2ca,train,0.9553,f73951fddf77034c9fd44cb19f5fe6b5,train,0.9524
0f374b1b7edab897de6d3dcfecd1aac1,74,bfd646393bd83e42b00c235a1082a6cf,train,0.9722,c2e7580519b62b7183c1924211ee8603,0.9863,False,bfd646393bd83e42b00c235a1082a6cf,train,0.9722,c2e7580519b62b7183c1924211ee8603,train,0.9683,dbad8f645978711294f000ea54f903d3,val,0.9421,c517993657aadfd868d6760a5136df94,train,0.94,d4c24da9724759ae8e6ad6358b5cb620,train,0.9398
0a93d9a674e358ba32e4e2ec320aefc5,111,6b5ce8b4c2b7c2655752c4c561059328,train,0.9715,a48e97856c956d50cc4f522574cd37fb,0.9769,False,6b5ce8b4c2b7c2655752c4c561059328,train,0.9715,fbacda290baa284a06ca8fccc2c7ee72,test,0.9609,7b5c303bc727db87d76486bc15084adf,test,0.9609,e7c1f39c7be220aa89d07d03514c85df,test,0.9585,2a8a6a2ae403793e716160d1bf5b5441,val,0.9568
0240270d611683829ea5bee2a8c52eb0,101,4b6ed79396add87dafb5a4d6846c6972,train,0.9705,650dabf1b46d9fd75380b11c772e6bf6,0.9808,False,4b6ed79396add87dafb5a4d6846c6972,train,0.9705,9f0d890a2dd6e2d2acde15c1fc6e649d,train,0.9637,5ed6b9a9612f58fb7a5ed2c9b9b32fe4,val,0.9609,71dbcf5569584dac2aae88cf712d22b1,test,0.9602,b5981366ea2c3b0ea604092c3ba670ab,train,0.959
0aa144fb4a6597dd19b3e0de25151e11,118,28d634f91167158876095cfed86ec0d1,train,0.9703,768c8df7881cfb1cae96959206e73732,0.9747,False,28d634f91167158876095cfed86ec0d1,train,0.9703,2a484c7522f0a5e3a41654eb2c452fd8,train,0.967,40f53e192b5ef10af5d9f176cb1705bc,train,0.9647,768c8df7881cfb1cae96959206e73732,train,0.9634,53d6abac96a4473077a3d3f20018c016,train,0.9624
01571191abf6e8e209111e819823759b,132,83c1a647fece3c47e101b9e53b1fff0a,train,0.9695,4639b28cdc127ee5809e2223d50035ed,0.9837,False,83c1a647fece3c47e101b9e53b1fff0a,train,0.9695,8a3232e8b3b2512f2f6cba0a265d175e,train,0.9692,361e1ffe1964442b325efbfb9f682a26,test,0.9684,97eafd1718347f62144da935984b7c60,train,0.9671,b896a5ef96069f889c0e72c59e48b917,val,0.9636
0a94d55951bd4caebf2712e455decc6e,116,89ce8e0a494db9c7ddc68dbf58729c68,train,0.9691,fd64300587559ec5de63c8c448c8b958,0.9789,False,89ce8e0a494db9c7ddc68dbf58729c68,train,0.9691,b09983414eb11c9fb676f29db50f32e2,train,0.9674,05042f83b5d00b7ca6e2b4f0a2b3add1,train,0.9643,224103c42d4b1a3ae6407993940b1e52,train,0.9643,7a0a36bc6119e3d78474e6c8ca875725,train,0.9631
0fbd680b68f4245a539b628563484f28,87,0b180497f297ce3ae7bba222099115d7,train,0.9661,008069b542b0439ed69b194674051964,0.9715,False,0b180497f297ce3ae7bba222099115d7,train,0.9661,29b03a7c58dbdb44f46d936788d8eb66,val,0.9643,36eeee47a868b8ac66b6ece9e6372984,val,0.9611,59ef609e7ecd81d89e8d8cb3efd73646,train,0.9596,07697ea97bfbbac071d41a375c3ad036,train,0.9576
09aa67c5eb010454e88598c6ac50c695,103,91c2e90cf320a9e3cbaeee14fd3b44e3,train,0.9628,d9c9948c3c66446410dfc95adcafd115,0.9781,False,91c2e90cf320a9e3cbaeee14fd3b44e3,train,0.9628,8ef6bc4f6251b850e1b47f926d50968a,train,0.959,3444f3932c7c9d04bb8fcb095037ad06,train,0.9576,35f629e359399d425289242b698b3f66,train,0.9542,9c9a1315dee1ffce88d48728455c1199,train,0.9525
00f6ea010b008e7b3635910a13b165a5,99,a295b26b9db32ad2795fcdeef1d853db,train,0.9619,16a9e8227156e2d8598cd22e633610be,0.9668,False,a295b26b9db32ad2795fcdeef1d853db,train,0.9619,6966c2b9fa1ae59141ab221b32d878cf,train,0.9614,af4e9bbfb08853b7b2813331fbe5b877,train,0.961,0bc4086b7c5ed0463dde3926f10fc298,train,0.9606,424695a2886897279fd2d40c394d7848,train,0.9604
01e5bb47fb34f075f87cbfbc8d630124,89,3bb8426f5536b507843d3c99ab0a5e8e,train,0.9607,954c4fc8d1287b99baa0d4937ecd0ac2,0.978,False,3bb8426f5536b507843d3c99ab0a5e8e,train,0.9607,efe68e8f9916ca5966a513f11282491c,train,0.9596,298d780b37c48a65e22016e482978113,val,0.9587,91af122d94f80bb3d32eaed47bbce034,train,0.9564,d60a54e0359baa5b161a897efa7e87ee,train,0.9563
102457e538762e4082f7ee8a4d1a9e16,65,d874fa822ef1370253f2e72f8d9b483f,test,0.96,8fae0151f134c7499934dfe20c700eb9,0.9627,False,d874fa822ef1370253f2e72f8d9b483f,test,0.96,55b2b9388cfcde42069bee4804274884,train,0.9553,b1f6f5539ae4fdb9b931788dda704712,train,0.9541,1c6e04c29601f73eed22bd7b6381b8e1,train,0.9532,85874a84d6fd4b14d5d9816650a6a17f,train,0.9527
0f38ed2800802b352271d4384e9e4654,117,ee84768fd0b939e9fc7369652cba4a35,train,0.9576,cacf5097de53eb9db8566f3f48522bda,0.9808,False,ee84768fd0b939e9fc7369652cba4a35,train,0.9576,1f80aa9a268b5ba64292bd4f7d88fe33,train,0.9528,607afab0ebabe2ae01a282ebf467a7ee,test,0.9512,38b57271d9d5c552236511e9c5d4cf04,train,0.9493,3d4dfa23ca380f4883de30231e679fe0,test,0.9474
01ad256f991cc99f46f8065cdf0bda01,132,fbed3981222546871069cdc71f07c996,train,0.9547,e936e9d9d5d3a8136ae9e5c4ae048cdc,0.9871,False,fbed3981222546871069cdc71f07c996,train,0.9547,53d6abac96a4473077a3d3f20018c016,train,0.9516,8f18d0ffda3fb439d6ad4473d575409d,train,0.9491,e936e9d9d5d3a8136ae9e5c4ae048cdc,train,0.947,650dabf1b46d9fd75380b11c772e6bf6,train,0.9442
59df439b2cd91c2cd68f3a0917ab470d,87,365b34d59b0132366fd9feb0138ca7ff,train,0.9536,c0a8a6e08e518643663b9635eea0eddc,0.9657,False,365b34d59b0132366fd9feb0138ca7ff,train,0.9536,9b78976098554461d749dc6ea6afc9ba,train,0.947,dc34ce090ee7aa4ffe226b4314810434,train,0.9437,c5935769ea277fc625da007d693f7cf2,train,0.9437,d9c9948c3c66446410dfc95adcafd115,train,0.9427
026dcf3b549e8fb23143ea82023f58be,68,b975fb616a704b596fd49c6ffce543a9,train,0.9505,d6587192c22af1403afb3c5283819cae,0.9528,False,b975fb616a704b596fd49c6ffce543a9,train,0.9505,efe46c2ec61f23ebe0953e0777bb7e5d,train,0.9469,ab0c6950b69d38008bea90173b44aefa,train,0.9439,7b7884a293fae272689b6d18e245dbe7,train,0.9436,768098d5b47a4b3e2f18993da3bda0a4,train,0.9427
93757b4ce72684dad26c5e68b49829f7,35,5b068fcb3a6af7142be9e39d24d1a8bf,train,0.9504,950719887cff5ded2cd4a8b4b1f76efb,0.9831,False,5b068fcb3a6af7142be9e39d24d1a8bf,train,0.9504,555d77d0fe4570a4697b91b9608d325e,train,0.9498,a31ca214faca4b030f4610c79e4e5b3f,train,0.9483,0f09d54c1c7484c7892e834be3153964,train,0.9456,950719887cff5ded2cd4a8b4b1f76efb,train,0.9427
58d439e1cf180a952bd059b6be710665,48,d94046cd69c8102ff1e1a871077c7984,train,0.9482,ef5dbd7a78bc04a0a5d236739ce11f20,0.9742,False,d94046cd69c8102ff1e1a871077c7984,train,0.9482,ef5dbd7a78bc04a0a5d236739ce11f20,train,0.9468,2d1b57132c3a9858f4d983a10e07e9a0,test,0.9454,1d363430fe95e7bf857cd20b5759a9cb,train,0.9439,605dda4fe6ac848340fecec8714fe760,train,0.9421
93c61a53aab1f24ced17419d1992bdf6,92,f75c7cec3ddc9fbff27aca59b01c5bf5,train,0.9445,1866ab99cc028bbb8ed656f1181215f1,0.9608,False,f75c7cec3ddc9fbff27aca59b01c5bf5,train,0.9445,f4cc3f49c4bd4fdc3422ed1b8c5c7676,train,0.9317,1866ab99cc028bbb8ed656f1181215f1,train,0.9274,7d86f8993e77d4f99ed19b2965d5067d,train,0.9264,c4bbe05f5d77f1a42bc95191285ab1bb,train,0.924
0a5b11fe9c149f5e2e41a5d16dc5f314,75,d8530375294e4c94c9c2aa2c7f79c13c,train,0.9426,56a882d88e118dcb77a63bfdbdf0b716,0.9873,False,d8530375294e4c94c9c2aa2c7f79c13c,train,0.9426,ee84768fd0b939e9fc7369652cba4a35,train,0.9343,56a882d88e118dcb77a63bfdbdf0b716,train,0.9337,452eca104841c28098e3ea454f9626c5,train,0.9276,2a560b45f1696770fecd76bb8ca75c59,train,0.9271
01afe81220f729cf1c5b4d99f3abe559,67,bca42350673fb369f1fdbb6918bff701,train,0.9341,713f7390942cd359d21b5340f1508427,0.9474,False,bca42350673fb369f1fdbb6918bff701,train,0.9341,e5c048da7a875e04bc632e048223309f,train,0.9269,c9600084eb770e9fd5eecff32421e4d3,train,0.9254,4ebbb0e1da2ee61497432d8410567368,train,0.9226,cf30df304e1b75bc28624ef1d5c2cf6e,train,0.9213
599648926096c44487968b630f9b4fb9,106,3c6610ef769e5c09d9e7b9d2c2fddb40,train,0.9319,bc57d58be4d2adc326b4dd33e892d143,0.9853,False,3c6610ef769e5c09d9e7b9d2c2fddb40,train,0.9319,de053910e530a0446edf0c8dc12d31e3,train,0.9317,bc57d58be4d2adc326b4dd33e892d143,train,0.9316,6029eceba97e1f924eec2b51df4f8daf,train,0.9309,1932ff2c873d7b98914c8bf50a32f263,train,0.93
94f7caa8da3e5c1d5507ddde7b6d6c24,115,34af9f01d464fb37f9e55eb51996d0a7,test,0.8917,4b7e051415b19b60bff4ee689eefdc7b,0.9857,False,34af9f01d464fb37f9e55eb51996d0a7,test,0.8917,4b7e051415b19b60bff4ee689eefdc7b,test,0.8909,20fe45e5ea3022602775d0aa86e8ef94,train,0.8904,5dfa62a4dcf79b511d935096233f35e3,train,0.8887,a5b9d82b7e211bf9e5d65ee738236366,train,0.8869
