image_id,x,y,labeled_frac,n_labeled,n_unannotated,n_benign,n_g3,n_g4,n_g5
00f6ea010b008e7b3635910a13b165a5,2560,11264,0.039505,10356,251788,0,0,10356,0
00f6ea010b008e7b3635910a13b165a5,1024,11776,0.10355,27145,234999,0,27145,0,0
00f6ea010b008e7b3635910a13b165a5,1536,11776,0.720768,188945,73199,0,188945,0,0
00f6ea010b008e7b3635910a13b165a5,2048,11776,0.328705,86168,175976,0,86168,0,0
00f6ea010b008e7b3635910a13b165a5,2560,11776,0.054695,14338,247806,0,14338,0,0
00f6ea010b008e7b3635910a13b165a5,1024,12288,0.05814,15241,246903,0,15241,0,0
00f6ea010b008e7b3635910a13b165a5,1536,12288,0.831871,218070,44074,0,218070,0,0
00f6ea010b008e7b3635910a13b165a5,2048,12288,0.531582,139351,122793,0,139351,0,0
00f6ea010b008e7b3635910a13b165a5,2560,12288,0.103912,27240,234904,0,27240,0,0
00f6ea010b008e7b3635910a13b165a5,1024,12800,0.026642,6984,255160,0,6984,0,0
00f6ea010b008e7b3635910a13b165a5,1536,12800,0.541859,142045,120099,0,142045,0,0
00f6ea010b008e7b3635910a13b165a5,2048,12800,0.225414,59091,203053,0,59091,0,0
00f6ea010b008e7b3635910a13b165a5,2560,12800,0.032318,8472,253672,0,8472,0,0
00f6ea010b008e7b3635910a13b165a5,1536,13312,0.245586,64379,197765,0,55996,8383,0
00f6ea010b008e7b3635910a13b165a5,2048,13312,0.321049,84161,177983,0,77306,6855,0
00f6ea010b008e7b3635910a13b165a5,1536,13824,0.012821,3361,258783,0,3361,0,0
00f6ea010b008e7b3635910a13b165a5,2048,13824,0.132603,34761,227383,0,34761,0,0
00f6ea010b008e7b3635910a13b165a5,2560,13824,0.026161,6858,255286,0,221,6637,0
00f6ea010b008e7b3635910a13b165a5,2048,14336,0.032146,8427,253717,0,0,8427,0
00f6ea010b008e7b3635910a13b165a5,512,14848,0.062569,16402,245742,0,0,16402,0
00f6ea010b008e7b3635910a13b165a5,1024,14848,0.176273,46209,215935,0,0,46209,0
00f6ea010b008e7b3635910a13b165a5,2560,16896,0.314175,82359,179785,0,82359,0,0
00f6ea010b008e7b3635910a13b165a5,3072,16896,0.069523,18225,243919,0,18225,0,0
010670e9572e67e5a7e00fb791a343ef,512,0,0.028915,7580,254564,0,0,7580,0
010670e9572e67e5a7e00fb791a343ef,512,512,0.851364,223180,38964,0,0,223180,0
010670e9572e67e5a7e00fb791a343ef,1024,512,0.668957,175363,86781,0,0,175363,0
010670e9572e67e5a7e00fb791a343ef,512,1024,0.271454,71160,190984,0,0,71160,0
010670e9572e67e5a7e00fb791a343ef,1024,1024,0.670601,175794,86350,0,0,175794,0
010670e9572e67e5a7e00fb791a343ef,1536,1024,0.344788,90384,171760,0,0,90384,0
010670e9572e67e5a7e00fb791a343ef,512,1536,0.369442,96847,165297,0,0,96847,0
010670e9572e67e5a7e00fb791a343ef,1024,1536,0.761238,199554,62590,0,0,199554,0
010670e9572e67e5a7e00fb791a343ef,1536,1536,0.289413,75868,186276,0,0,75868,0
010670e9572e67e5a7e00fb791a343ef,512,2048,0.404957,106157,155987,0,0,106157,0
010670e9572e67e5a7e00fb791a343ef,1024,2048,0.556393,145855,116289,0,16394,116908,12553
010670e9572e67e5a7e00fb791a343ef,1536,2048,0.55619,145802,116342,0,29943,115859,0
010670e9572e67e5a7e00fb791a343ef,2048,2048,0.043621,11435,250709,0,0,11435,0
010670e9572e67e5a7e00fb791a343ef,0,2560,0.093922,24621,237523,0,0,24621,0
010670e9572e67e5a7e00fb791a343ef,512,2560,0.608589,159538,102606,0,0,159538,0
010670e9572e67e5a7e00fb791a343ef,1024,2560,0.742935,194756,67388,0,36321,152806,5629
010670e9572e67e5a7e00fb791a343ef,1536,2560,0.406597,106587,155557,0,22910,78026,5651
010670e9572e67e5a7e00fb791a343ef,0,3072,0.299923,78623,183521,0,0,78623,0
010670e9572e67e5a7e00fb791a343ef,512,3072,1.0,262144,0,0,0,262144,0
010670e9572e67e5a7e00fb791a343ef,1024,3072,0.413609,108425,153719,0,14277,94148,0
010670e9572e67e5a7e00fb791a343ef,1536,3072,0.323738,84866,177278,0,0,84866,0
010670e9572e67e5a7e00fb791a343ef,0,3584,0.162895,42702,219442,0,0,42702,0
010670e9572e67e5a7e00fb791a343ef,512,3584,0.705116,184842,77302,0,8987,175855,0
010670e9572e67e5a7e00fb791a343ef,1024,3584,0.375607,98463,163681,0,17108,81355,0
010670e9572e67e5a7e00fb791a343ef,1536,3584,0.903557,236862,25282,0,34318,202544,0
010670e9572e67e5a7e00fb791a343ef,2048,3584,0.169579,44454,217690,0,3467,40987,0
010670e9572e67e5a7e00fb791a343ef,512,4096,0.1082,28364,233780,0,0,28364,0
010670e9572e67e5a7e00fb791a343ef,1024,4096,0.388805,101923,160221,0,18455,83468,0
010670e9572e67e5a7e00fb791a343ef,1536,4096,0.259254,67962,194182,0,57,67905,0
010670e9572e67e5a7e00fb791a343ef,2048,4096,0.343712,90102,172042,0,0,90102,0
010670e9572e67e5a7e00fb791a343ef,1024,4608,0.143448,37604,224540,0,8873,9059,19672
010670e9572e67e5a7e00fb791a343ef,1536,4608,0.302044,79179,182965,0,61432,14349,3398
010670e9572e67e5a7e00fb791a343ef,2048,4608,0.050468,13230,248914,0,13230,0,0
010670e9572e67e5a7e00fb791a343ef,1024,5120,0.213268,55907,206237,0,32119,23788,0
010670e9572e67e5a7e00fb791a343ef,1536,5120,0.290905,76259,185885,0,61574,14685,0
010670e9572e67e5a7e00fb791a343ef,2048,5120,0.049522,12982,249162,0,12982,0,0
010670e9572e67e5a7e00fb791a343ef,1024,5632,0.070168,18394,243750,0,13780,4614,0
010670e9572e67e5a7e00fb791a343ef,1536,5632,0.35643,93436,168708,0,46865,46571,0
010670e9572e67e5a7e00fb791a343ef,2048,5632,0.057278,15015,247129,0,15015,0,0
010670e9572e67e5a7e00fb791a343ef,1024,6144,0.182629,47875,214269,0,23866,2324,21685
010670e9572e67e5a7e00fb791a343ef,1536,6144,0.172668,45264,216880,0,7952,24211,13101
010670e9572e67e5a7e00fb791a343ef,2048,6144,0.129677,33994,228150,0,18794,4997,10203
010670e9572e67e5a7e00fb791a343ef,1024,6656,0.435429,114145,147999,0,0,113245,900
010670e9572e67e5a7e00fb791a343ef,1536,6656,0.319614,83785,178359,0,7743,50148,25894
010670e9572e67e5a7e00fb791a343ef,2048,6656,0.290668,76197,185947,0,19508,42597,14092
010670e9572e67e5a7e00fb791a343ef,512,7168,0.014549,3814,258330,0,3812,2,0
010670e9572e67e5a7e00fb791a343ef,1024,7168,0.673569,176572,85572,0,10822,165750,0
010670e9572e67e5a7e00fb791a343ef,1536,7168,0.851501,223216,38928,0,0,223216,0
010670e9572e67e5a7e00fb791a343ef,2048,7168,0.292263,76615,185529,0,9178,67437,0
010670e9572e67e5a7e00fb791a343ef,512,7680,0.062424,16364,245780,0,0,16364,0
010670e9572e67e5a7e00fb791a343ef,1024,7680,0.834045,218640,43504,0,0,218640,0
010670e9572e67e5a7e00fb791a343ef,1536,7680,0.938679,246069,16075,0,0,246069,0
010670e9572e67e5a7e00fb791a343ef,2048,7680,0.710461,186243,75901,0,0,185431,812
010670e9572e67e5a7e00fb791a343ef,512,8192,0.038818,10176,251968,0,0,10176,0
010670e9572e67e5a7e00fb791a343ef,1024,8192,0.635864,166688,95456,0,0,165993,695
010670e9572e67e5a7e00fb791a343ef,1536,8192,0.485115,127170,134974,0,0,64604,62566
010670e9572e67e5a7e00fb791a343ef,2048,8192,0.25922,67953,194191,0,0,16162,51791
010670e9572e67e5a7e00fb791a343ef,1024,8704,0.20715,54303,207841,0,53095,61,1147
010670e9572e67e5a7e00fb791a343ef,1536,8704,0.160736,42136,220008,0,942,13823,27371
010670e9572e67e5a7e00fb791a343ef,2048,8704,0.408432,107068,155076,0,0,94196,12872
010670e9572e67e5a7e00fb791a343ef,1024,9216,0.07172,18801,243343,0,18801,0,0
010670e9572e67e5a7e00fb791a343ef,1536,9216,0.18882,49498,212646,0,12112,24752,12634
010670e9572e67e5a7e00fb791a343ef,2048,9216,0.811211,212654,49490,0,32399,180255,0
010670e9572e67e5a7e00fb791a343ef,1024,9728,0.132301,34682,227462,0,0,0,34682
010670e9572e67e5a7e00fb791a343ef,1536,9728,0.569607,149319,112825,0,23680,15,125624
010670e9572e67e5a7e00fb791a343ef,2048,9728,0.296154,77635,184509,0,28826,29437,19372
010670e9572e67e5a7e00fb791a343ef,1024,10240,0.363903,95395,166749,0,0,60395,35000
010670e9572e67e5a7e00fb791a343ef,1536,10240,0.750278,196681,65463,0,0,159078,37603
010670e9572e67e5a7e00fb791a343ef,2048,10240,0.859795,225390,36754,0,0,225264,126
010670e9572e67e5a7e00fb791a343ef,2560,10240,0.090027,23600,238544,0,0,23600,0
010670e9572e67e5a7e00fb791a343ef,1024,10752,0.277252,72680,189464,0,0,72680,0
010670e9572e67e5a7e00fb791a343ef,1536,10752,0.569702,149344,112800,0,0,149344,0
010670e9572e67e5a7e00fb791a343ef,2048,10752,0.377533,98968,163176,0,0,88236,10732
010670e9572e67e5a7e00fb791a343ef,2560,10752,0.037788,9906,252238,0,0,9906,0
010670e9572e67e5a7e00fb791a343ef,1024,11264,0.021091,5529,256615,0,0,5529,0
010670e9572e67e5a7e00fb791a343ef,1536,11264,0.054523,14293,247851,0,0,6077,8216
010670e9572e67e5a7e00fb791a343ef,2048,11264,0.239204,62706,199438,0,0,0,62706
010670e9572e67e5a7e00fb791a343ef,1536,11776,0.020676,5420,256724,0,0,5420,0
010670e9572e67e5a7e00fb791a343ef,2048,11776,0.10154,26618,235526,0,26618,0,0
010670e9572e67e5a7e00fb791a343ef,2560,11776,0.11533,30233,231911,0,21349,8884,0
010670e9572e67e5a7e00fb791a343ef,1536,12288,0.064175,16823,245321,0,16823,0,0
010670e9572e67e5a7e00fb791a343ef,2048,12288,0.25658,67261,194883,14929,52332,0,0
010670e9572e67e5a7e00fb791a343ef,2560,12288,0.152153,39886,222258,0,28466,11420,0
010670e9572e67e5a7e00fb791a343ef,1536,12800,0.013264,3477,258667,0,3477,0,0
010670e9572e67e5a7e00fb791a343ef,2048,12800,0.440563,115491,146653,0,99709,15782,0
010670e9572e67e5a7e00fb791a343ef,2560,12800,0.080891,21205,240939,0,20738,467,0
010670e9572e67e5a7e00fb791a343ef,2048,13312,0.074135,19434,242710,0,0,12948,6486
010670e9572e67e5a7e00fb791a343ef,2560,13312,0.232357,60911,201233,0,0,60911,0
010670e9572e67e5a7e00fb791a343ef,1536,13824,0.160469,42066,220078,0,0,29860,12206
010670e9572e67e5a7e00fb791a343ef,2048,13824,0.330048,86520,175624,0,0,67746,18774
010670e9572e67e5a7e00fb791a343ef,2560,13824,0.299751,78578,183566,0,0,77568,1010
010670e9572e67e5a7e00fb791a343ef,1536,14336,0.365543,95825,166319,0,0,49268,46557
010670e9572e67e5a7e00fb791a343ef,2048,14336,0.514168,134786,127358,0,0,134786,0
010670e9572e67e5a7e00fb791a343ef,2560,14336,0.39502,103552,158592,0,0,88492,15060
010670e9572e67e5a7e00fb791a343ef,3072,14336,0.133259,34933,227211,0,0,34933,0
010670e9572e67e5a7e00fb791a343ef,1536,14848,0.175594,46031,216113,0,0,46031,0
010670e9572e67e5a7e00fb791a343ef,2048,14848,0.562302,147404,114740,0,0,147404,0
010670e9572e67e5a7e00fb791a343ef,2560,14848,0.72892,191082,71062,0,0,185179,5903
010670e9572e67e5a7e00fb791a343ef,3072,14848,0.38765,101620,160524,0,0,101620,0
010670e9572e67e5a7e00fb791a343ef,1536,15360,0.121025,31726,230418,0,0,31682,44
010670e9572e67e5a7e00fb791a343ef,2048,15360,0.4846,127035,135109,0,0,117273,9762
010670e9572e67e5a7e00fb791a343ef,2560,15360,0.79744,209044,53100,0,0,209044,0
010670e9572e67e5a7e00fb791a343ef,3072,15360,0.5718,149894,112250,0,0,149894,0
010670e9572e67e5a7e00fb791a343ef,1536,15872,0.04924,12908,249236,0,0,0,12908
010670e9572e67e5a7e00fb791a343ef,2048,15872,0.25433,66671,195473,0,0,13828,52843
010670e9572e67e5a7e00fb791a343ef,2560,15872,0.580654,152215,109929,0,0,152215,0
010670e9572e67e5a7e00fb791a343ef,3072,15872,0.482559,126500,135644,0,0,126500,0
010670e9572e67e5a7e00fb791a343ef,2048,16384,0.108231,28372,233772,0,0,0,28372
010670e9572e67e5a7e00fb791a343ef,2560,16384,0.186424,48870,213274,0,0,48870,0
010670e9572e67e5a7e00fb791a343ef,3072,16384,0.27393,71809,190335,0,0,71809,0
010670e9572e67e5a7e00fb791a343ef,2048,16896,0.167023,43784,218360,0,5825,15624,22335
010670e9572e67e5a7e00fb791a343ef,2560,16896,0.170063,44581,217563,0,7405,32706,4470
010670e9572e67e5a7e00fb791a343ef,3072,16896,0.450459,118085,144059,0,0,118085,0
010670e9572e67e5a7e00fb791a343ef,2048,17408,0.317986,83358,178786,0,83358,0,0
010670e9572e67e5a7e00fb791a343ef,2560,17408,0.3046,79849,182295,0,40199,39650,0
010670e9572e67e5a7e00fb791a343ef,3072,17408,0.587257,153946,108198,0,9169,144777,0
010670e9572e67e5a7e00fb791a343ef,3584,17408,0.114681,30063,232081,0,0,30063,0
010670e9572e67e5a7e00fb791a343ef,2048,17920,0.153172,40153,221991,0,12980,5381,21792
010670e9572e67e5a7e00fb791a343ef,2560,17920,0.235332,61691,200453,0,4920,56771,0
010670e9572e67e5a7e00fb791a343ef,3072,17920,0.482765,126554,135590,0,16918,109636,0
010670e9572e67e5a7e00fb791a343ef,3584,17920,0.223606,58617,203527,0,53227,5390,0
010670e9572e67e5a7e00fb791a343ef,2048,18432,0.015396,4036,258108,0,6,4030,0
010670e9572e67e5a7e00fb791a343ef,2560,18432,0.200321,52513,209631,0,12921,26709,12883
010670e9572e67e5a7e00fb791a343ef,3072,18432,0.032772,8591,253553,0,1139,7445,7
010670e9572e67e5a7e00fb791a343ef,3584,18432,0.379791,99560,162584,0,0,96113,3447
010670e9572e67e5a7e00fb791a343ef,2048,18944,0.100658,26387,235757,0,0,0,26387
010670e9572e67e5a7e00fb791a343ef,2560,18944,0.572868,150174,111970,0,65006,0,85168
010670e9572e67e5a7e00fb791a343ef,3072,18944,0.520645,136484,125660,0,19694,22121,94669
010670e9572e67e5a7e00fb791a343ef,3584,18944,0.319706,83809,178335,0,0,50754,33055
010670e9572e67e5a7e00fb791a343ef,2048,19456,0.171223,44885,217259,0,0,30369,14516
010670e9572e67e5a7e00fb791a343ef,2560,19456,0.696804,182663,79481,0,0,119390,63273
010670e9572e67e5a7e00fb791a343ef,3072,19456,0.74828,196157,65987,0,16070,66813,113274
010670e9572e67e5a7e00fb791a343ef,3584,19456,0.495003,129762,132382,0,0,14103,115659
010670e9572e67e5a7e00fb791a343ef,2048,19968,0.022991,6027,256117,0,6027,0,0
010670e9572e67e5a7e00fb791a343ef,2560,19968,0.699421,183349,78795,0,112141,71208,0
010670e9572e67e5a7e00fb791a343ef,3072,19968,0.354179,92846,169298,0,25606,52408,14832
010670e9572e67e5a7e00fb791a343ef,3584,19968,0.456604,119696,142448,0,0,119696,0
010670e9572e67e5a7e00fb791a343ef,2560,20480,0.371296,97333,164811,0,58668,38665,0
010670e9572e67e5a7e00fb791a343ef,3072,20480,0.484596,127034,135110,0,123930,2964,140
010670e9572e67e5a7e00fb791a343ef,3584,20480,0.620564,162677,99467,0,102338,30895,29444
010670e9572e67e5a7e00fb791a343ef,4096,20480,0.020733,5435,256709,0,0,2568,2867
010670e9572e67e5a7e00fb791a343ef,2560,20992,0.590557,154811,107333,0,79786,41944,33081
010670e9572e67e5a7e00fb791a343ef,3072,20992,0.626881,164333,97811,0,164333,0,0
010670e9572e67e5a7e00fb791a343ef,3584,20992,0.32785,85944,176200,0,55756,28185,2003
010670e9572e67e5a7e00fb791a343ef,4096,20992,0.125576,32919,229225,0,0,32088,831
010670e9572e67e5a7e00fb791a343ef,2560,21504,0.392803,102971,159173,0,86480,11412,5079
010670e9572e67e5a7e00fb791a343ef,3072,21504,0.505783,132588,129556,0,55672,76916,0
010670e9572e67e5a7e00fb791a343ef,3584,21504,0.356228,93383,168761,0,57715,35668,0
010670e9572e67e5a7e00fb791a343ef,4096,21504,0.102501,26870,235274,0,7042,19828,0
010670e9572e67e5a7e00fb791a343ef,3072,22016,0.289459,75880,186264,0,12858,63022,0
010670e9572e67e5a7e00fb791a343ef,3584,22016,0.166752,43713,218431,0,9287,23033,11393
010670e9572e67e5a7e00fb791a343ef,4096,22016,0.206806,54213,207931,0,49835,4378,0
010670e9572e67e5a7e00fb791a343ef,3072,22528,0.016476,4319,257825,0,0,4319,0
010670e9572e67e5a7e00fb791a343ef,3584,22528,0.443676,116307,145837,0,0,116307,0
010670e9572e67e5a7e00fb791a343ef,4096,22528,0.788887,206802,55342,0,0,206802,0
010670e9572e67e5a7e00fb791a343ef,4608,22528,0.072594,19030,243114,0,0,19030,0
010670e9572e67e5a7e00fb791a343ef,3072,23040,0.471649,123640,138504,0,0,123640,0
010670e9572e67e5a7e00fb791a343ef,3584,23040,1.0,262144,0,0,0,262144,0
010670e9572e67e5a7e00fb791a343ef,4096,23040,1.0,262144,0,0,0,262144,0
010670e9572e67e5a7e00fb791a343ef,4608,23040,0.368149,96508,165636,0,0,96508,0
010670e9572e67e5a7e00fb791a343ef,3072,23552,0.333439,87409,174735,0,0,87409,0
010670e9572e67e5a7e00fb791a343ef,3584,23552,0.986408,258581,3563,0,0,258581,0
010670e9572e67e5a7e00fb791a343ef,4096,23552,0.959408,251503,10641,0,0,251503,0
010670e9572e67e5a7e00fb791a343ef,4608,23552,0.565357,148205,113939,0,0,148205,0
010670e9572e67e5a7e00fb791a343ef,3072,24064,0.062019,16258,245886,0,0,16258,0
010670e9572e67e5a7e00fb791a343ef,3584,24064,0.939007,246155,15989,0,0,246155,0
010670e9572e67e5a7e00fb791a343ef,4096,24064,0.984718,258138,4006,0,0,258138,0
010670e9572e67e5a7e00fb791a343ef,4608,24064,0.827053,216807,45337,0,0,216807,0
010670e9572e67e5a7e00fb791a343ef,5120,24064,0.011017,2888,259256,0,0,2888,0
010670e9572e67e5a7e00fb791a343ef,3584,24576,0.831837,218061,44083,0,0,218061,0
010670e9572e67e5a7e00fb791a343ef,4096,24576,0.82542,216379,45765,0,0,216379,0
010670e9572e67e5a7e00fb791a343ef,3584,25088,0.307453,80597,181547,0,0,80597,0
010670e9572e67e5a7e00fb791a343ef,4096,25088,0.198414,52013,210131,0,0,52013,0
010dea54bfd0a4a1eb1c0719949bb4a4,1536,512,0.04771,12507,249637,0,0,0,12507
010dea54bfd0a4a1eb1c0719949bb4a4,2048,512,0.270721,70968,191176,0,0,0,70968
010dea54bfd0a4a1eb1c0719949bb4a4,1536,1024,0.484436,126992,135152,0,0,0,126992
010dea54bfd0a4a1eb1c0719949bb4a4,2048,1024,0.68478,179511,82633,0,0,0,179511
010dea54bfd0a4a1eb1c0719949bb4a4,5632,1024,0.023136,6065,256079,6065,0,0,0
010dea54bfd0a4a1eb1c0719949bb4a4,31232,1024,0.047718,12509,249635,12509,0,0,0
010dea54bfd0a4a1eb1c0719949bb4a4,31744,1024,0.370377,97092,165052,97092,0,0,0
010dea54bfd0a4a1eb1c0719949bb4a4,2048,1536,0.17664,46305,215839,0,0,0,46305
010dea54bfd0a4a1eb1c0719949bb4a4,3072,1536,0.088837,23288,238856,0,0,10984,12304
010dea54bfd0a4a1eb1c0719949bb4a4,6144,1536,0.012547,3289,258855,0,0,3289,0
010dea54bfd0a4a1eb1c0719949bb4a4,6656,1536,0.045124,11829,250315,0,0,11829,0
010dea54bfd0a4a1eb1c0719949bb4a4,8704,1536,0.182732,47902,214242,0,0,0,47902
010dea54bfd0a4a1eb1c0719949bb4a4,9216,1536,0.183228,48032,214112,0,0,0,48032
010dea54bfd0a4a1eb1c0719949bb4a4,9728,1536,0.183563,48120,214024,0,0,0,48120
010dea54bfd0a4a1eb1c0719949bb4a4,10240,1536,0.29063,76187,185957,0,0,0,76187
010dea54bfd0a4a1eb1c0719949bb4a4,10752,1536,0.123135,32279,229865,0,0,0,32279
010dea54bfd0a4a1eb1c0719949bb4a4,11264,1536,0.127537,33433,228711,0,0,0,33433
010dea54bfd0a4a1eb1c0719949bb4a4,14848,1536,0.068489,17954,244190,0,0,17954,0
010dea54bfd0a4a1eb1c0719949bb4a4,15360,1536,0.197021,51648,210496,0,0,51648,0
010dea54bfd0a4a1eb1c0719949bb4a4,15872,1536,0.076859,20148,241996,0,0,7626,12522
