image_id,n,split,slide_id
5f537ae857febf9281dd301fd9ccb5f2,29,test,5f537ae857febf9281dd301fd9ccb5f2
724fe51b29e0e47c8598ca4d3947287f,24,test,724fe51b29e0e47c8598ca4d3947287f
77138e87f7edb07f8ba62c62652f47e5,18,test,77138e87f7edb07f8ba62c62652f47e5
864442925e04b7c4018f5c6eeb021212,20,test,864442925e04b7c4018f5c6eeb021212
99f67e0699d1a1230968cad37c3fa985,22,test,99f67e0699d1a1230968cad37c3fa985
a08e24cff451d628df797efc4343e13c,25,test,a08e24cff451d628df797efc4343e13c
ac6110478f6edbee89ae89481e94b275,27,test,ac6110478f6edbee89ae89481e94b275
c0b74d23f8502804f3e047ff5129a57b,26,test,c0b74d23f8502804f3e047ff5129a57b
c29e03d8171d9e1b2ddafd0bdf8e6dff,26,test,c29e03d8171d9e1b2ddafd0bdf8e6dff
ce9932f7fb31128b15ef9390cc78fe4b,24,test,ce9932f7fb31128b15ef9390cc78fe4b
d21fc3c161dc9360ff603454f406f3c1,16,test,d21fc3c161dc9360ff603454f406f3c1
d49ec86c92a9a403ccd971a0e12fe734,22,test,d49ec86c92a9a403ccd971a0e12fe734
dd50be7fcf2324687a408fe09194f59e,27,test,dd50be7fcf2324687a408fe09194f59e
e702bc96a10e3ff51dca2e8eef71e4af,14,test,e702bc96a10e3ff51dca2e8eef71e4af
fca1f600d0d453a15d9251eb505523fc,22,test,fca1f600d0d453a15d9251eb505523fc
