slide_id,hsv_flagged,pen_mark_fraction,pen_colors,pen_area_px,pen_pct_of_tissue,flagged
02a2dcd6ad8bc1d9ad7fdc04ffb6dff3,True,0.00392419,black,0,0.0,False
02a3870e56dbcb6afd73546af54a8457,False,4.31e-06,,0,0.0,False
02a7b258e875cf073e2421d67ff824cd,False,0.0,,0,0.0,False
02c2141567e50ff7d04069f70e9c9c5e,False,7.82e-06,,0,0.0,False
02d302a8d723fa00331f373091b29135,True,0.00069629,blue,964,9.762025,True
02e57c6acba29013ec3f1732ec373afe,False,0.0,,72,0.767427,True
02e5b03f8ea7ea2787101b758291d162,True,0.00106611,black,35,0.646711,True
0325d6b779870b7bd216f3a81f6ab3d7,True,0.00066311,black,0,0.0,False
03426e9293f207de46b5592c001eb45c,True,0.00085624,black,1,0.0096,False
034add55dd7134b7b5893d787eb5a32c,False,0.0,,0,0.0,False
035a5208729ef164213954598b8df75d,False,6.1e-07,,0,0.0,False
035b1edd3d1aeeffc77ce5d248a01a53,False,0.0,,0,0.0,False
0373ed8a095e0a283da690de360ccc21,False,0.0,,981,18.710662,True
037504061b9fba71ef6e24c48c6df44d,True,0.00096283,black,0,0.0,False
037c18f1a1ec42be86eed81b09867939,False,0.0,,0,0.0,False
037e64a6aaddb326a8575de52771064a,False,0.0,,0,0.0,False
037f29b7d62479c7fb257903f401269a,False,7.38e-05,,0,0.0,False
03849b0243900d79446bb27849dc0bb2,False,0.0,,272,4.066378,True
03a1deb18638f73ce898b2adac1c8ec9,False,0.0,,0,0.0,False
03d147633edaca0d112520ac2ce6f11d,False,0.0,,0,0.0,False
0402b113937fa2d9ed77d3dcd8b6460e,False,0.0,,0,0.0,False
0403dcc49b1420545299f692f7d8e270,False,8.1e-07,,0,0.0,False
04063850d065e6fa2d7a479d9eb36870,False,0.0,,0,0.0,False
040847f885854a69d231c46196288d46,False,7.1e-07,,0,0.0,False
043489a629f6bdec1d08515a6daabb78,False,0.0,,0,0.0,False
0446851f36b7a60cb971e05365ce0188,True,0.00093136,black,4,0.036443,False
044b0937a90ecc3347acac21e9cd39f6,False,0.0,,0,0.0,False
045abbf620e79d285e7d9d0cbf39ec8c,False,8.337e-05,,8,0.084433,False
0465f4b248a57b710e02d636d595bf94,False,0.0,,785,6.867892,True
046b35ae95374bfb48cdca8d7c83233f,False,4.77e-06,,910,23.184713,True
046bac77a58c1be84a6418904e755280,True,0.0042644,black,0,0.0,False
04875b8121c928cc022dd6f26a307d06,False,8.9e-07,,0,0.0,False
04952a4d6f0309a8a317a56ad88d9145,False,0.0,,2,0.043346,False
049813f2cb407d0db60d6e671af6415b,False,0.0,,0,0.0,False
04e31b936f51091d43cb805a30084533,False,0.0,,0,0.0,False
04f28a8f394396872b7a9ede5041a80c,False,8.1e-06,,20,0.265675,True
04fb016f937abee73415638884ec0367,False,8.12e-05,,565,5.570893,True
05042f83b5d00b7ca6e2b4f0a2b3add1,False,0.00032301,,0,0.0,False
051a2228aadbb0d44e61f8507114a4c0,False,0.0,,0,0.0,False
0550b23f29085f41b10d165a46ad4371,False,0.0,,0,0.0,False
0592a76b2a23cf43ceeb8888f36bed9c,False,0.0,,0,0.0,False
059ab4f2222a3231845f048a63036083,False,3.052e-05,,0,0.0,False
059cbf902c5e42972587c8d17d49efed,False,0.0,,0,0.0,False
05a377208625fce1afdc4878e3185ca4,False,0.0002526,,0,0.0,False
05b09773ad1b34275f0b5adee3c650ab,True,0.00575542,"blue,black",0,0.0,False
05c4384280a459216bca38ea2a9230ec,False,0.0,,0,0.0,False
05cc3233dcb5489d2333ee62339a3226,False,0.0,,2,0.049517,False
05f4e9415af9fdabc19109c980daf5ad,False,0.0,,0,0.0,False
05f79307ac65a11d52caeada92e68949,False,0.0,,0,0.0,False
060121a06476ef401d8a21d6567dee6d,False,1.43e-06,,0,0.0,False
060f04c4f2dc67635433dc0c5b878265,True,0.00235605,black,0,0.0,False
061054331a952dd1c9df45c283d756b0,False,7.132e-05,,0,0.0,False
06334c520d4bd54eb501a49f42158a80,False,4.983e-05,,0,0.0,False
063528c18968c03f23e0c299bbba17e4,False,8.1e-07,,0,0.0,False
063db632c0ad279c9602070bea1d8dae,False,0.0,,0,0.0,False
06509deacf578c9d20cdb0c1d6f087cb,False,0.0,,67,0.769938,True
06636cdd43041e78141f2f5069fa62d5,False,0.0,,0,0.0,False
0674b9bfe2d2d8aa7731b02eeeee6be8,True,0.00088507,blue,4,0.042781,False
067a25212e4e5b9eab412c274ae16df6,False,0.0,,0,0.0,False
068b0e3be4c35ea983f77accf8351cc8,False,0.0,,287,2.849201,True
06977be07ef2afb3ddfa7733f0c04917,False,0.0,,0,0.0,False
06a0cbd8fd6320ef1aa6f19342af2e68,False,0.0,,0,0.0,False
06a7dc123ee1cd1a88b5563bb332666c,True,0.00056893,black,0,0.0,False
06bf945aaacb9a67d9f2439d9a7d73ea,False,1.43e-06,,3,0.05,False
06cab87cd7a132bd8eaa30aa1ea42434,False,6.2e-07,,5,0.064935,False
06d4ebd3d0ee6d3514d07ccfba615def,False,1.43e-06,,1,0.014008,False
06eda4a6faca84e84a781fee2d5f47e1,False,5.446e-05,,0,0.0,False
06ef45756a44d6ec0301b519700bf053,False,0.0,,0,0.0,False
06ef49a7b77e883f089cfdd80642d6f0,True,0.00150659,black,1,0.018275,False
06fb67ffa126811dad6ffb6ecdb8558b,True,0.01365944,blue,184,2.503061,True
06fc0c8a36a83d5150fca83d5bbb2612,False,0.0,,0,0.0,False
06fe0864a99a2e0cd32cb141b7808912,False,2.301e-05,,0,0.0,False
070f9f27db2db32b456cfc595f29c03a,True,0.00526805,black,4,0.106157,False
07106a451fdebeaa73f2db13f295bfb1,False,6e-07,,0,0.0,False
072f1b5740579bbe7f69afdd33bee8d1,False,0.0,,0,0.0,False
072fc649567e358ff3c69f6e5c1f630f,False,1.55e-06,,0,0.0,False
074c3e01525681a275a42282cd21cbde,True,0.0040859,blue,4,0.045579,False
074d9f9ceede2e4fad8aec367a335a77,True,0.00014903,green,0,0.0,False
076737b247cef7064ad6b9f653892026,False,0.0,,1,0.016,False
07697ea97bfbbac071d41a375c3ad036,False,0.0,,0,0.0,False
07809f40e0b2b07d9c4b9d6600673102,False,0.0,,0,0.0,False
0794712a5fdd9d31bdb4ea7c4f175054,True,0.00021154,blue,0,0.0,False
079fed45c08f216f49fe4aff84d7e8d2,False,0.0003641,,0,0.0,False
07a14fa5b8f74272e4cc0a439dbc8f7f,False,0.0,,0,0.0,False
07a9fa12ce780b43fb5dfd7d24b861c6,False,0.0,,0,0.0,False
07aa24f15ce062d65979b6a8bc7eb3f0,False,0.0,,0,0.0,False
07aa4a923f58d02bd7c43c50491673d9,False,0.0,,486,15.642098,True
07afad2271546de1802035829d3b507d,False,8.15e-06,,0,0.0,False
07d600e3fcbebf7dc75e5335d3563e63,False,0.0,,0,0.0,False
07e16ae47a5154782affc9dc45b50297,False,1.52e-06,,159,1.501133,True
080b829ec59528590e76b57d25fdda55,False,0.0,,1,0.009199,False
081326594b296d372b9dd3e8af82350a,True,0.00120854,black,0,0.0,False
08134913a9aa1d541f719e9f356f9378,True,0.0028591,black,0,0.0,False
082fd0a9f827b00494feb039b53b5500,True,0.00218928,black,0,0.0,False
08347bf830e78903e36a81168c4342f9,False,7.9e-07,,86,1.28627,True
0838c82917cd9af681df249264d2769c,False,0.0,,1011,6.399949,True
083ab9e2c95fb0ea2b999c592fb41653,False,6.36e-06,,0,0.0,False
0841bb278823ec53920d723881c7afd9,False,0.0,,0,0.0,False
08459aaedfda0679aab403ababbd6ece,False,0.0,,1,0.009601,False
0849749bd2b9fc46b88a56b4c47e4093,True,0.00403158,black,4,0.099133,False
0873fff5fceb087574469b8c9312eb3d,False,0.0,,0,0.0,False
0880e72eb2ad3fd25067a4500a8f0016,False,8.637e-05,,809,13.037873,True
08a8d48ec979f002383f336d988673ca,False,0.0,,4,0.059259,False
08ab45297bfe652cc0397f4b37719ba1,True,0.00639402,blue,4,0.073153,False
08abd36dda089b53088bb7bf7558336a,False,0.00020497,,1,0.013768,False
08b04f43997889865568c2c0d7bba8ab,True,0.00050289,green,1,0.013966,False
08b92dd5bd510ff336949f1042c11991,False,0.0,,0,0.0,False
08e7beb9ca5dbe53b59cbb27639bffcf,False,0.0,,0,0.0,False
08e90c44bcfe29aa64beff429f94e291,True,0.00194964,"green,blue",739,12.459956,True
08f055372c7b8a7e1df97c6586542ac8,False,0.0,,0,0.0,False
08fc8cebe98efe59cf5b234d8de36356,False,8.04e-06,,834,12.820907,True
091b756470ae8748ad9384fb9eb73574,False,6.042e-05,,740,6.974552,True
091e4c8eda34e392cbecfc81d7aeb6c7,True,0.00205686,black,1,0.01014,False
09271f0045c19ac6179771054455b2ce,False,7.219e-05,,0,0.0,False
09320344c2ed4da7bdf50d9f03b9e0be,True,0.00246689,black,0,0.0,False
09471c7d6b4a7b117f7ab3a52d7828c4,False,9.1e-07,,0,0.0,False
09509b4bff15ef7a166e7964af2d683c,False,9.5e-07,,0,0.0,False
095d32f7716c9ff9892a7696d2325ea1,False,9.829e-05,,0,0.0,False
095fc465913010fb51c3499000813454,True,0.0015254,black,0,0.0,False
096e33f3e3733cf2d584ec362c4e26b7,False,0.0,,0,0.0,False
0981f547380ba7b05772f3e5685b1beb,False,3.39e-06,,0,0.0,False
098f7f7024f5c0de68e771c7273fc273,False,0.0,,0,0.0,False
099a334f7290f6821e9125c37428157a,True,0.00395966,blue,0,0.0,False
09a0147a0d752216ce2c77c828bfc14b,True,0.0074842,black,529,7.083557,True
09a20094c83eaa9c6a8c4f7c92b4bac4,False,0.0,,0,0.0,False
09a9f7497e6ba14eb0a12388ca17540d,True,0.00035825,blue,0,0.0,False
09aa67c5eb010454e88598c6ac50c695,False,1.27e-06,,1,0.009521,False
09af7bbed13916dc55c9b90279ac1cd6,True,0.00119032,black,0,0.0,False
09d4be69a2330cd49298bf30d29cc4e5,False,2.18e-06,,0,0.0,False
09e7ee8f114d5c39a71113bf04e9d6a8,False,0.0,,0,0.0,False
09f37474deb25ad463c1d17e29054785,False,0.0,,2,0.06398,False
09f734438a9b2f3cf78c72eef5c45b30,True,0.00475621,black,6,0.065602,False
0a0f8e20b1222b69416301444b117678,False,1.146e-05,,0,0.0,False
0a107c91216d62b2543122a46eb26541,False,0.0,,1,0.055804,False
0a336d5bc71e1f83d453297413f11e9b,True,0.00322882,black,0,0.0,False
0a4b7a7499ed55c71033cefb0765e93d,False,8.873e-05,,7,0.504323,False
0a5b11fe9c149f5e2e41a5d16dc5f314,True,0.00068964,black,0,0.0,False
0a81500dc48b2bb7ee19849502360270,False,0.0,,0,0.0,False
0a836ea85157d6e0b92371d8ae18a55c,False,1.6e-06,,0,0.0,False
0a848ccbbb065ef5ee59dd01710f8531,False,0.0,,1,0.008774,False
0a93d9a674e358ba32e4e2ec320aefc5,False,0.0,,0,0.0,False
0a94d55951bd4caebf2712e455decc6e,False,0.0,,1,0.017018,False
0a97bd73cd153b33751d43821ff0a400,False,0.0,,0,0.0,False
0aa144fb4a6597dd19b3e0de25151e11,False,0.0,,0,0.0,False
0aa6472328e4807ba54a807b8332da0f,False,6.584e-05,,3,0.034981,False
0ac7f7d40895378ae07006510aaca8de,False,0.0,,0,0.0,False
0ace5c189da8f9f9d9cb92e85f142904,False,5.794e-05,,6,0.074349,False
0ad4f3538ae67d99a7dbfcc01b2d2dd8,True,0.00360351,blue,11,0.121292,True
0b1775f64d774ab69e50fc0d7a124036,False,0.0,,0,0.0,False
0b180497f297ce3ae7bba222099115d7,False,0.0,,0,0.0,False
0b2cba7e97daa7f11ededc2ec7d67045,False,0.0,,0,0.0,False
0b373388b189bee3ef6e320b841264dd,False,0.0,,0,0.0,False
0b4fba162fc179a4cf63cc986f72ac4c,True,0.00332311,blue,0,0.0,False
0b517956117177d8efec1a7efe60a985,False,0.0,,0,0.0,False
0b60ac39ce977146c4bd7978d62bedeb,False,0.0,,0,0.0,False
0b6a90e1c27bf54488c1f7697c6ce599,False,4.1e-07,,0,0.0,False
0b73719f81c77051bb4b0ece8647a48e,True,0.00190097,black,735,7.719777,True
0b90de9a5e884982c165c6f2a46c5762,False,0.0,,0,0.0,False
0ba540dcef7c6a994c4e0634cbff4af2,False,1.656e-05,,0,0.0,False
0bb772b06c9e3cd1914e31b509556ebf,True,0.00766793,black,0,0.0,False
0bbbb6734f721f4df4d2ba60ade0ed15,True,0.00056472,black,32,0.387315,True
0bc1fdd9a51cf38d3dffac3541189c02,False,6.443e-05,,0,0.0,False
0bc3b1ea9b5e5af3355cfbd9eb7561a1,True,0.00072151,black,0,0.0,False
0bc4086b7c5ed0463dde3926f10fc298,False,5.447e-05,,0,0.0,False
0bce55d17bcc628e62c843a2420e723d,False,0.0,,0,0.0,False
0bd0dd2e0b715471eab534e1d815ebb2,False,0.00015648,,1,0.014341,False
0bd231c85b2695e2cf021299e67a6afc,False,0.0,,0,0.0,False
0bdbe5375568e1df2ac1f3aa984081e4,False,0.0,,0,0.0,False
0bfcecec15bb9bef0c8e59e2776ee3c7,False,2.13e-06,,0,0.0,False
0c16dad59425c963a1dba7a84638ece7,False,0.0,,1,0.010846,False
0c21345669287d5b299ed8d7d0f6e1c2,False,0.00011524,,0,0.0,False
0c26185c4a50226bc489999b62860aab,False,0.00022807,,0,0.0,False
0c4c5c0598098cb221d34dc154cca14f,False,0.0,,10,0.097761,True
0c514de56dcdc9d3b7b71173361a5b7b,True,0.0009584,blue,0,0.0,False
0c5c2d16c0f2e399b7be641e7e7f66d9,True,0.00077481,black,0,0.0,False
0c625807666551dc07436779d1969b24,False,2.01e-05,,1046,8.252465,True
0c6c14ee4d822472a576f1f6650d79f0,False,8.821e-05,,579,5.527446,True
0c74f7e82d446bd1cde9628fd6fa94e3,False,0.0002292,,0,0.0,False
0c77493e455bd2380f899c278052fb16,False,0.0,,0,0.0,False
0c81adeb18c3a36eebc21d53a2052798,False,8.882e-05,,14,0.187492,True
0c841425404c56ae1115867cd37a2bdb,False,0.0,,0,0.0,False
0c86c8cc04ce1ef02e6f280a932a2624,False,0.0,,0,0.0,False
0c884ecf6571905365546a078c02133b,True,0.0009291,black,0,0.0,False
0c88d7c7033e2048b1068e208b105270,False,6e-07,,0,0.0,False
0cb2ce337d1a2073f68553d15eacb3a8,False,0.0,,0,0.0,False
0cb39c742b3ee31e25527b3d31991f09,False,0.00021795,,0,0.0,False
0cb3f826fc871be280fd81ddd875b221,False,0.0,,0,0.0,False
0cbfd6b7a0e0e936db19b032096621ad,False,0.0,,0,0.0,False
0cc2bae4e8f80349576daadd44897024,False,0.0,,0,0.0,False
0cee71ab57422e04f76e09ef2186fcd5,False,0.0,,0,0.0,False
0d1e1a99a3ba55fe2d5cf69ba87c9d97,False,0.0,,0,0.0,False
0d3159cd1b2495cc82637ececf63ed41,False,1.54e-06,,0,0.0,False
0d495f9f23cac774653c41214c574425,False,0.0,,0,0.0,False
0d66a26a030e95c9de2173b476029b23,False,3.5e-06,,3,0.0407,False
0d78804d555b81c004df3b681b939ff6,False,0.0,,0,0.0,False
0da0915a236f2fc98b299d6fdefe7b8b,False,0.0,,0,0.0,False
0db426156d588a5bb0b6036ac0465be0,False,0.0,,1,0.013324,False
0dccbb58add854759951038d5ee736ab,False,0.0,,14,0.171065,True
0dfaba8f37fac34150fb70ca8e425141,False,0.0,,229,3.199665,True
0e1f3c283a5756b1372fc67e5230dd35,True,0.00154966,blue,0,0.0,False
0e204892570cac5d8352fac145f1e66c,False,0.0,,141,1.436723,True
0e305c4d31f47db36c44a1d55d389193,False,0.0,,0,0.0,False
0e347ad243e4019fad579d3282a730f9,False,0.0,,3416,58.15458,True
0e46418f938971abebfda741d6840e9b,False,0.0,,0,0.0,False
0e492e8df48427de3324676b8df25fd0,False,6e-07,,0,0.0,False
0e4e6e275dbdf6742d98d5f853b2eaf1,False,0.0,,0,0.0,False
0e50d62c5d764fabebe2a05877bbdef6,False,8.1e-07,,0,0.0,False
0e5ede875ccdf25c8f1cb9b26fb64dc7,False,0.0,,0,0.0,False
0e65f90aa2b3fd3e49982839aa381583,False,0.0,,0,0.0,False
0e6ba66e0b6faf748d29425b8fef9d79,False,0.0,,1336,15.237226,True
0e8b496c4be0464a4808bbbe846334a9,False,0.0,,0,0.0,False
0eb4c1db923d5395c5eb15e8850804ed,False,5.9e-07,,0,0.0,False
0ebca9447d84a555740f21ef4c585bd6,False,1.49e-06,,0,0.0,False
0ec18b204bb91f36ae7367016df623ec,True,0.0105143,black,2,0.024716,False
0ec5bf6cbb0a9195b4db46173203a848,False,4.2e-06,,0,0.0,False
0ecca6926d339cd17e1c3bdb3a6bdc18,False,0.0,,0,0.0,False
0ef695aff0f8378645f8de807856cc0c,False,0.0,,0,0.0,False
0efdb66c93d6b474d93dfe41e40be6ca,False,3.8e-07,,0,0.0,False
0f09d54c1c7484c7892e834be3153964,False,0.0,,0,0.0,False
0f1ea91c9f917bb3d198f02fd432e4ce,False,1.258e-05,,0,0.0,False
0f374b1b7edab897de6d3dcfecd1aac1,False,5e-07,,0,0.0,False
0f38ed2800802b352271d4384e9e4654,False,3.4e-07,,0,0.0,False
0f5c20d93b7c6b92fafc26069ebe239b,False,0.0,,0,0.0,False
0f83710916fcc2edf1a7a9a103fd48ac,False,3.812e-05,,0,0.0,False
0f871f7b53fefec938ee7569319f74e2,False,0.0,,0,0.0,False
0f958c8bbbc828b2e043e49ea39e16e2,False,0.0,,4,0.049696,False
0fb3565c36d9c379d64120b4367a83da,True,0.000592,blue,0,0.0,False
0fbd680b68f4245a539b628563484f28,False,0.0,,0,0.0,False
0fcc5673242af956da6637881d14c414,False,0.0,,0,0.0,False
0febce723014e9ed2afe3bf5325775cc,False,4.879e-05,,0,0.0,False
0feceea983889baf5672d8caa4e22781,False,0.0,,0,0.0,False
0fee48bfc0a56f57a07134f30f54ca49,False,0.0,,91,0.812282,True
10218e6dc6a4fb9af7879333c11af510,False,0.0,,0,0.0,False
102457e538762e4082f7ee8a4d1a9e16,True,0.00092309,black,0,0.0,False
103b9b34a5c6a68bccd320b924513711,True,0.00057907,black,0,0.0,False
105cbd187035503e56605db53600b491,False,0.0,,131,1.340565,True
107694232cb071255848ddca5efbe061,True,0.00066581,black,1092,9.612676,True
108f2256764d82324ed9b2416b958291,True,0.00077774,blue,10,0.122414,True
1090bc9626ae4dec99207c3b64a1a050,False,0.00016923,,0,0.0,False
10a8a9a745a971ab7ed129c6283a3f7d,True,0.00426558,blue,6,0.06009,False
10bf7780fc6540d6f79eae2aa2e5d4b9,False,0.0,,3,0.032275,False
10c7898fb3c68c0e1b268ddb57590eb3,False,0.0,,0,0.0,False
10cb295e2db9ac2cd1f32523b401d95a,False,0.0,,0,0.0,False
10cc280acc57c3653201a07bc07ba6a9,False,5.53e-06,,49,0.452322,True
10ce72448dc8291b84c67016f41fbd9a,True,0.00194208,black,0,0.0,False
10d22d845b6bdd506a53af379e7f0b20,True,0.00129069,black,0,0.0,False
10d3ed411fb2f2e829fd5574e76160cc,True,0.0007041,black,0,0.0,False
10dc2544e17f8446dda51f9a9b05181c,False,0.00024756,,0,0.0,False
10dd67ea8e8fe3edbceeabfff19d1934,False,1.79e-06,,0,0.0,False
110c38159f8cc6780e2cd266baa332ef,False,0.00033374,,4,0.031822,False
111b574b0f3bed1be6764860d7ea7adf,False,4.624e-05,,0,0.0,False
11253234dfdb3f8252246a66f3440d6f,False,0.0,,143,2.131465,True
112736e8b78700f977df0da98c19e0c3,True,0.00131068,black,1,0.021993,False
11312ffaf33b8252eef70f9274d540ac,False,0.0,,1,0.010491,False
1131645a3637519663bd25b10778f048,True,0.00168668,blue,0,0.0,False
1141ca7040f9f32bf84531cc1b1d9f51,False,0.0,,0,0.0,False
114db3f43c4ac596ba4e0da70b7afc90,False,0.00025593,,179,1.253238,True
115bd4dfe4bfd01f17f11c13eb61a77c,False,5.386e-05,,0,0.0,False
117322874280c217ec357f6de7b5c77f,False,0.0,,0,0.0,False
11987580ef3e38921af9931918c88a26,False,2.285e-05,,0,0.0,False
11a621fdaec9f33cf09edaf06d0edb1f,False,0.0,,0,0.0,False
11a715facad7b619e3213ce126be1c77,False,8.87e-06,,0,0.0,False
11acf00f7aba60feb6c6626ceff0cc51,True,0.00123778,blue,613,4.895775,True
11cd4062d15d22baae8edc898f374563,True,0.00309025,black,0,0.0,False
11d510d280156e0f3d3b14d22f6fd577,False,0.0,,0,0.0,False
11f1519eb38ea10e74539a5d96cc8567,False,6.38e-06,,0,0.0,False
11f9b8c48b800c4434f693f0e76bc3b4,True,0.00085812,green,0,0.0,False
11fb56dd38d8f4179c702afacbd70d41,False,0.0,,0,0.0,False
120f3222f28aea27936ebacdfc0af3b6,False,0.0,,0,0.0,False
1215adafbc41adff149c6ab127598917,False,0.0,,0,0.0,False
1216c13ad2394eb1dc3206c8622418f8,False,0.0,,0,0.0,False
122bad4033a205ea7a3963d2fd585e89,False,7.32e-06,,2,0.059312,False
12493fb2b3ab6e3a628dfff875cbb335,False,0.0,,0,0.0,False
125ed8b10ae6c064811a76636e949515,False,0.0,,0,0.0,False
12691983b96a9e8c7bc067fdd48b8d97,False,0.0,,0,0.0,False
126ab775290fbfe771a67c94c6d50799,False,7.973e-05,,297,2.902375,True
128ade97a27c446fb413b1787426760c,True,0.00085078,green,0,0.0,False
129065b74e139bb331d985027c1da317,False,0.0,,0,0.0,False
12942b14ee8cde158e33d537cc3582a9,True,0.00050298,blue,0,0.0,False
12a318e597b0a4ac2c1cde0584e39206,False,0.0,,0,0.0,False
12d5dea1bb9e690b0a7d2b541b3d2145,False,0.0,,0,0.0,False
130019276ea41cbc9c01147481b1d6db,True,0.00071759,black,143,1.380575,True
1307e25950ec553c3d02121252e6a80f,False,0.0,,0,0.0,False
130e070fe606be39506ac1dc4bd7f5bf,False,0.0,,0,0.0,False
1329fffac9982cca468efe133cfacf50,False,0.0,,57,0.708867,True
134160267beeb22f782f92b728cc5abd,False,8.768e-05,,0,0.0,False
134b29504e8774c3d38102d6ee81cdb9,True,0.00048004,blue,0,0.0,False
134d69e06d397dc06ed6794b737c63fd,False,0.0,,0,0.0,False
1355acd8e4798125a040dd6d61578b1a,False,0.0,,0,0.0,False
135e69f222d3c272fd97a5914341065f,False,0.0,,0,0.0,False
1364c10e1e7f1ad0457f649a44d74888,False,1.82e-06,,0,0.0,False
13676e50355c7661e2e2745ecbe2cb7a,False,0.0,,0,0.0,False
136cae2844e9f6fd15f09ccc9453e0b6,True,0.00138395,black,0,0.0,False
137424bd3da854f6a78b917324fb5bdb,True,0.00124485,black,1,0.008753,False
13813facc985c2ea007fdf764ef98a5a,False,9.461e-05,,0,0.0,False
1392751dc2ff4e148c89fe975c5a505b,False,0.0,,0,0.0,False
139aa5db6376a70044c4c6dd6f4a6666,False,8e-07,,0,0.0,False
139cb12bffe84ce402f7eeef365bb842,False,0.0,,0,0.0,False
13a2f4b3f904a0893997c4fc8f2ec7d5,False,0.0,,0,0.0,False
13e0eb0bb20ae07ee32ce2d6a70ed9ff,False,0.0,,0,0.0,False
13e54c704fc23b77d23ea515c16bc955,False,0.0,,0,0.0,False
13f815f5a33a985e3c9a9f2b2e347e5b,True,0.00594131,blue,10,0.300661,True
140543a4d39b1a3ed0fce740ba2feb3d,False,6.7e-07,,0,0.0,False
1406f6f2b430bc206d22fb814d6edeba,False,0.0,,0,0.0,False
141c3b4a9a4a0411e144ddf2f642eb21,False,0.0,,1,0.101523,False
142bb88e0db1abb959a792eb24b646be,True,0.00281045,blue,1094,9.439172,True
1439d6813f1dd6acc639c12ea388c990,False,0.0,,0,0.0,False
1443a8d2509ecfda39e42fe18ce2d864,False,4.87e-06,,0,0.0,False
144b7114a9ffe98d0318301946629813,False,0.0,,0,0.0,False
145ae6f948b36cb450a7eeb9cbac4cfa,False,0.0,,0,0.0,False
145c74333d681b537b51a1f2c553c24e,False,6.4e-07,,0,0.0,False
146767f7d93d3093f647e003c9fdb0bb,True,0.00222881,blue,1,0.011168,False
146fdf9cb391b6199413967a26ee3305,False,0.0,,111,0.901706,True
147269cb7bcf195c64d110a4d2c8987f,False,0.0,,0,0.0,False
