cluster_id,shape_iou,old_keep,old_drop,new_keep,new_drop,old_keep_dark,old_drop_dark,old_keep_pen,old_drop_pen
16,0.9448,d85e14b5f57f220ccd80ca6f02f6b56b,cac4a6e019153f88b52ae2fba6b20cef,cac4a6e019153f88b52ae2fba6b20cef,d85e14b5f57f220ccd80ca6f02f6b56b,0.014140983606557378,0.006512799999999999,0,0
18,0.9432,d0e4a4827c5ce9d7cc92f05e25674b71,6976004fb0e04f4435b0e1e127032881,6976004fb0e04f4435b0e1e127032881,d0e4a4827c5ce9d7cc92f05e25674b71,0.0012430379746835442,0.0012346153846153846,0,0
20,0.9404,37a8139578e30b6572bfd3d2145e6543,b25e5ec86bdfecb9335f0e683acfda87,b25e5ec86bdfecb9335f0e683acfda87,37a8139578e30b6572bfd3d2145e6543,0.22126115702479338,0.162875,2,2
22,0.9377,47ebeac86bb4d9eb51f2cb5ce110a823,00951a7fad040bf7e90f32e81fc0746f,00951a7fad040bf7e90f32e81fc0746f,47ebeac86bb4d9eb51f2cb5ce110a823,5.923491724137931,5.666001307189543,36,43
23,0.9376,b7131510648c471e74823eced92cf622,299cbccbc459c1c8c2685a92fb3c9182,299cbccbc459c1c8c2685a92fb3c9182,b7131510648c471e74823eced92cf622,0.02689565217391304,0.023928915662650603,0,0
24,0.937,3f1932eefb6de2c9b6666565a6b93765,d2c964910e2e8295fc329dd57918986f,d2c964910e2e8295fc329dd57918986f,3f1932eefb6de2c9b6666565a6b93765,0.014422727272727273,0.012204504504504502,0,0
27,0.9337,1d3d8045a44963e4367b437fdf361dc5,8c5c7ff38873658e6047f7bd39ba0a98,8c5c7ff38873658e6047f7bd39ba0a98,1d3d8045a44963e4367b437fdf361dc5,1.2126843478260871,1.1830400000000003,6,4
29,0.9288,6890c90884c340a88a661384550e6339,6ef357192c2530ee54e1bd38a3231e00,6ef357192c2530ee54e1bd38a3231e00,6890c90884c340a88a661384550e6339,3.2490025477707003,2.592420754716981,17,18
31,0.9259,b1fc28c48cb6e83e5015074c3b61ae65,81b61c22e893d8f7d5d9a32e6ff1bc3c,81b61c22e893d8f7d5d9a32e6ff1bc3c,b1fc28c48cb6e83e5015074c3b61ae65,0.008754716981132074,0.004254455445544555,0,0
34,0.9226,0e65f90aa2b3fd3e49982839aa381583,06977be07ef2afb3ddfa7733f0c04917,06977be07ef2afb3ddfa7733f0c04917,0e65f90aa2b3fd3e49982839aa381583,0.00105,0.0009818181818181818,0,0
36,0.9219,45b722a9c968f995fcc13d1e59cbcc88,79d835c5885552240b7e7dd5a5201dde,79d835c5885552240b7e7dd5a5201dde,45b722a9c968f995fcc13d1e59cbcc88,0.854908208955224,0.820301568627451,10,8
37,0.9211,c24be4bf9e9be5e7898cdd383233813b,d1088ba933bd7066a3a777f542f61fa6,d1088ba933bd7066a3a777f542f61fa6,c24be4bf9e9be5e7898cdd383233813b,0.00524074074074074,0.00342,0,0
38,0.9195,afa70cee560c0b557c12a0cf0ca7611f,6f7964ccd7bf337793b91b0a2c4266ca,6f7964ccd7bf337793b91b0a2c4266ca,afa70cee560c0b557c12a0cf0ca7611f,1.8685247252747255,1.770393181818182,15,13
39,0.9176,0981f547380ba7b05772f3e5685b1beb,8f264374ed3fa427615c1650218e7f21,8f264374ed3fa427615c1650218e7f21,0981f547380ba7b05772f3e5685b1beb,0.013622815533980584,0.007189473684210527,0,0
41,0.9157,6226ebfc1f9b743a8b02db4eb7145738,3c659b2837afab3af6b952fcbaa6a515,3c659b2837afab3af6b952fcbaa6a515,6226ebfc1f9b743a8b02db4eb7145738,1.5607344537815124,1.553805982905983,13,13
42,0.9151,b0b8b9f98e54aefbf88c4fca02fde51b,2ad0f2857a4552a25127205fd04a5e9f,2ad0f2857a4552a25127205fd04a5e9f,b0b8b9f98e54aefbf88c4fca02fde51b,0.2642242424242424,0.23483571428571431,0,0
44,0.9135,acde9000c58a22bb2d5adea3a7be531a,991b6a11393bf5d10e91a50f581cba68,991b6a11393bf5d10e91a50f581cba68,acde9000c58a22bb2d5adea3a7be531a,0.02812763157894737,0.004863513513513514,0,0
45,0.913,1cdd6def1e3099a9763938457cf0b4be,f480b897adfe65f572f79d9f8d45ac9e,f480b897adfe65f572f79d9f8d45ac9e,1cdd6def1e3099a9763938457cf0b4be,0.7631944827586207,0.7200520547945205,4,3
49,0.9101,bda25c48ac8086cccbf2397e13166046,e6a6f4658717ef0c20e18cc89b96f4e6,e6a6f4658717ef0c20e18cc89b96f4e6,bda25c48ac8086cccbf2397e13166046,0.5311694581280789,0.43709271844660197,1,0
52,0.9094,2577c90f6ee46adf9d3f7c16ba8db9c3,585673c1e2a7911db8386224726284ed,585673c1e2a7911db8386224726284ed,2577c90f6ee46adf9d3f7c16ba8db9c3,4.007594797687861,3.877798876404494,35,35
53,0.9091,7641921e308edd4de40ad5f83db43a04,eda92317b583435a810cac1dc7bb8025,eda92317b583435a810cac1dc7bb8025,7641921e308edd4de40ad5f83db43a04,0.34065733944954124,0.2951821428571429,1,0
55,0.9086,49b4a94bd361663636f85ad747ad0da3,b0db6c7062db390ce41581728f2ef122,b0db6c7062db390ce41581728f2ef122,49b4a94bd361663636f85ad747ad0da3,2.412416528925619,2.343163709677419,9,8
57,0.9078,c4cba053efafeac85ec882e30ac6e498,60d32cd009e0175fe8607166861cd430,60d32cd009e0175fe8607166861cd430,c4cba053efafeac85ec882e30ac6e498,1.253143661971831,1.1658412844036699,6,9
61,0.9047,7bb9269813e03e9e784a87f3a2486f04,00c46b336b5b06423fcdec1b4d5bee06,00c46b336b5b06423fcdec1b4d5bee06,7bb9269813e03e9e784a87f3a2486f04,2.02194009009009,1.7742326086956524,16,17
63,0.9018,06a0cbd8fd6320ef1aa6f19342af2e68,72bac273a1df78ff5d3c8628a95f8fba,72bac273a1df78ff5d3c8628a95f8fba,06a0cbd8fd6320ef1aa6f19342af2e68,0.0016135135135135136,0.001248051948051948,0,0
65,0.9001,5000f1e3635cd4bf1ac50930e885e935,e6e7517d1d5ca7249c6fe106f4e7bb6c,e6e7517d1d5ca7249c6fe106f4e7bb6c,5000f1e3635cd4bf1ac50930e885e935,0.576804347826087,0.3546296296296297,2,0
67,0.8995,fbec0ff75cf34743b0143538e59c4641,ca8d1d9139e69459bfbd3fdfbd909e8e,ca8d1d9139e69459bfbd3fdfbd909e8e,fbec0ff75cf34743b0143538e59c4641,0.039127027027027035,0.0260575,0,0
68,0.8993,72a669da75812594654ab2097000c32c,da2319b5a8f33c13bcf2380c25b78e37,da2319b5a8f33c13bcf2380c25b78e37,72a669da75812594654ab2097000c32c,0.15495631578947366,0.05847591623036649,1,0
71,0.8953,7c879895184685f2ade71c54e63960d8,ee810ac96bd9f15f5e06c372f6908c8c,ee810ac96bd9f15f5e06c372f6908c8c,7c879895184685f2ade71c54e63960d8,1.049793233082707,0.9511701612903225,2,1
72,0.8943,9f08d625fda6cb202fdc3193a476b1b1,3a307aeade076ae4aab09ae25a5d30b1,3a307aeade076ae4aab09ae25a5d30b1,9f08d625fda6cb202fdc3193a476b1b1,3.394545762711864,3.231208064516129,4,4
74,0.8937,cb4dce32e66ce659b386933a77ff59b1,b5ad6c0446b987d1f33df121e2512331,b5ad6c0446b987d1f33df121e2512331,cb4dce32e66ce659b386933a77ff59b1,0.7951351931330473,0.6240179487179487,8,5
77,0.8911,aef2f50710677c1204538d88d3475e63,5dfb4fde4486edf9f5863e61a1ba016c,5dfb4fde4486edf9f5863e61a1ba016c,aef2f50710677c1204538d88d3475e63,0.011454761904761903,0.007100571428571428,0,0
79,0.8898,6f310463d3868e86be87adddeccdde19,0bd0dd2e0b715471eab534e1d815ebb2,0bd0dd2e0b715471eab534e1d815ebb2,6f310463d3868e86be87adddeccdde19,0.8930308823529413,0.8822028571428571,3,5
81,0.8892,20546599b4a51afc9eb43344f42df611,1bdf2c81b6b6aad6aae2818a844957f0,1bdf2c81b6b6aad6aae2818a844957f0,20546599b4a51afc9eb43344f42df611,0.8777787401574803,0.8154746153846153,10,7
82,0.8889,1b86a85640e5832e6b27d89c8f99adf9,c0a0956a39319920d02c5c4eb30c5e10,c0a0956a39319920d02c5c4eb30c5e10,1b86a85640e5832e6b27d89c8f99adf9,1.9706301369863015,1.9624612903225807,12,10
84,0.886,bc4305fd88503b73edcecdffeef190fa,41cb4989ff5f99e7fee7af7e666e8319,41cb4989ff5f99e7fee7af7e666e8319,bc4305fd88503b73edcecdffeef190fa,0.0046387096774193545,0.00327,0,0
85,0.8859,0a97bd73cd153b33751d43821ff0a400,aef75d4c390d838aabe56e2d601b6a13,aef75d4c390d838aabe56e2d601b6a13,0a97bd73cd153b33751d43821ff0a400,0.0020415384615384614,0.0011255474452554744,0,0
86,0.8845,9ad778a5756c42441beb803ad8318fec,5f40e0b339592b1b70f17134a06abf98,5f40e0b339592b1b70f17134a06abf98,9ad778a5756c42441beb803ad8318fec,2.2842610465116278,2.125049112426036,19,22
88,0.8833,615b584af86176f21b7a609807c56197,cc8e0db9056592acd465f3457bc06177,cc8e0db9056592acd465f3457bc06177,615b584af86176f21b7a609807c56197,0.014113,0.006040306122448979,0,0
89,0.8828,87667e72b7fa0491a09fc9555894bfbe,58accdf477bd85e51be2e67c291b0896,58accdf477bd85e51be2e67c291b0896,87667e72b7fa0491a09fc9555894bfbe,0.011087203791469194,0.008628971962616822,0,0
94,0.8779,cacf5097de53eb9db8566f3f48522bda,ee84768fd0b939e9fc7369652cba4a35,ee84768fd0b939e9fc7369652cba4a35,cacf5097de53eb9db8566f3f48522bda,0.025446759259259256,0.020415384615384613,0,0
95,0.877,80983c7885cd02c9e9df539b58add687,126ab775290fbfe771a67c94c6d50799,126ab775290fbfe771a67c94c6d50799,80983c7885cd02c9e9df539b58add687,2.9290142180094794,2.8192476851851853,36,43
96,0.8768,c176d5630828984c57bf0c94751145a8,6ddb61c8bad32ffc60da3a6c96e85b49,6ddb61c8bad32ffc60da3a6c96e85b49,c176d5630828984c57bf0c94751145a8,1.2601162790697675,1.1478171874999998,8,5
97,0.8761,d284c0c04e9c24ed036a882a92823ec5,a068d48cb0127a48b4b8c8574b39a2e3,a068d48cb0127a48b4b8c8574b39a2e3,d284c0c04e9c24ed036a882a92823ec5,2.9478585714285708,2.8083690821256044,27,28
98,0.8747,774c9b631a29f191836b1078a6c3a67c,bdeb7ab6c22749f3a39e5a88ee4a0fa4,bdeb7ab6c22749f3a39e5a88ee4a0fa4,774c9b631a29f191836b1078a6c3a67c,0.010913821138211382,0.005025675675675676,0,0
99,0.8746,95ceba057707ca5624053399bd2f14db,f0a73ffe7d71950702ebd0ef7efa86cb,f0a73ffe7d71950702ebd0ef7efa86cb,95ceba057707ca5624053399bd2f14db,0.004522631578947368,0.0033060913705583762,0,0
107,0.8702,c8846813f6660c127897a5da55050d96,f07384ef90c301fac9bf8fdc24cb88e8,f07384ef90c301fac9bf8fdc24cb88e8,c8846813f6660c127897a5da55050d96,0.17097736842105263,0.1573572972972973,0,0
109,0.8688,fc0109ca8340e1cea99e1a26e40aebd4,5f95d17c869a6b92214c6b0c2aebfccb,5f95d17c869a6b92214c6b0c2aebfccb,fc0109ca8340e1cea99e1a26e40aebd4,0.6782707317073171,0.0015862500000000002,2,0
116,0.8661,cae520ae95d1e52de8b6df570d995a11,e0d6698a658131c2240e15cf4f40efa1,e0d6698a658131c2240e15cf4f40efa1,cae520ae95d1e52de8b6df570d995a11,0.0047446153846153844,0.0015394871794871796,0,0
118,0.8649,2d2b8462838f388306beebdc1e2994d0,1784ab09ff0d41a78a89e36226bf3eb5,1784ab09ff0d41a78a89e36226bf3eb5,2d2b8462838f388306beebdc1e2994d0,2.7446748031496067,2.6048090909090913,11,14
119,0.8647,cca2cbc5a43349c6e79201e8ee02660b,3d7c76e3d1106d038356561b67b4ac1a,3d7c76e3d1106d038356561b67b4ac1a,cca2cbc5a43349c6e79201e8ee02660b,0.04131458333333333,0.00289375,0,0
120,0.8644,af994df40907edf1c3aefb45df954add,67e855cca15a9930d065bf9f14241b41,67e855cca15a9930d065bf9f14241b41,af994df40907edf1c3aefb45df954add,0.0024459016393442623,0.00018083333333333333,0,0
126,0.8611,6811459c1bf02a325e7b475a97abbdb5,2af2dd6d1fb4012582c9932ab3147492,2af2dd6d1fb4012582c9932ab3147492,6811459c1bf02a325e7b475a97abbdb5,0.0014144927536231882,0.0011671874999999998,0,0
127,0.861,aa288e0ae818acf0dcd09b923c9a1abc,c07ed66dfd3256b0d3500d8e46c4fd58,c07ed66dfd3256b0d3500d8e46c4fd58,aa288e0ae818acf0dcd09b923c9a1abc,0.0012056818181818184,0.0010534883720930233,0,0
132,0.8583,06509deacf578c9d20cdb0c1d6f087cb,2ee04159001b56e9f28dfa9541e1b9fb,2ee04159001b56e9f28dfa9541e1b9fb,06509deacf578c9d20cdb0c1d6f087cb,0.027117021276595744,0.003763829787234042,0,0
137,0.8558,8dbedd97ed2b7b01525d6800d52ae073,35b2e442142f53c58e83e1a0f0636472,35b2e442142f53c58e83e1a0f0636472,8dbedd97ed2b7b01525d6800d52ae073,3.726961176470588,3.4236387283237,24,30
142,0.8548,8a31a42bb904f022190f57733ccef19c,00928370e2dfeb8a507667ef1d4efcbb,00928370e2dfeb8a507667ef1d4efcbb,8a31a42bb904f022190f57733ccef19c,5.561248441926345,5.277163687150838,99,108
145,0.8543,5c707b3792821638b84b524ef9ad3d4e,2cf0ca3050e57483195091e21cfbbab6,2cf0ca3050e57483195091e21cfbbab6,5c707b3792821638b84b524ef9ad3d4e,2.1098019230769234,2.0065033333333333,10,12
147,0.8539,adef73f1a19ad047a97ba507c3312798,b0b0bb292409f1613351c5a4c2f6a25a,b0b0bb292409f1613351c5a4c2f6a25a,adef73f1a19ad047a97ba507c3312798,0.07194480519480519,0.0010641509433962264,1,0
151,0.8538,c993a5b569eace9eb753856fde10c151,4c6a0e8134aee15172b8e37dd7972680,4c6a0e8134aee15172b8e37dd7972680,c993a5b569eace9eb753856fde10c151,0.03350167597765363,0.019733734939759034,0,0
153,0.8521,67e80d7930675251b17a42baf5920293,99c6eb1d87928dfae4d098276b85b98c,99c6eb1d87928dfae4d098276b85b98c,67e80d7930675251b17a42baf5920293,0.5521275510204081,0.5248170103092783,1,5
160,0.8486,67fa39eefb55953ca818c7c46d3a8369,89912d7c7ffbad7504be4a75676fa4c2,89912d7c7ffbad7504be4a75676fa4c2,67fa39eefb55953ca818c7c46d3a8369,1.693532584269663,1.2562925,3,2
165,0.8471,0fee48bfc0a56f57a07134f30f54ca49,b13de5e3add05a187e393d0eef314891,b13de5e3add05a187e393d0eef314891,0fee48bfc0a56f57a07134f30f54ca49,0.010008482142857144,0.006177130044843049,0,0
167,0.8464,8794d36a3038f4537f7d261d3af4eebd,3da913b3f89eefa02a90c878ebc4c3ae,3da913b3f89eefa02a90c878ebc4c3ae,8794d36a3038f4537f7d261d3af4eebd,0.005605384615384616,0.0024763358778625956,0,0
168,0.8457,3795ba90ba4303d37accaa4eaf82c747,2fb68d6713a52e322692dbc99ac82444,2fb68d6713a52e322692dbc99ac82444,3795ba90ba4303d37accaa4eaf82c747,1.9081919597989951,1.8102731958762888,18,16
174,0.8432,0febce723014e9ed2afe3bf5325775cc,1a0f9b33bff0a3649d79b7bf01203e04,1a0f9b33bff0a3649d79b7bf01203e04,0febce723014e9ed2afe3bf5325775cc,1.7152849624060151,1.6799480916030534,9,9
176,0.8429,1c0fbb1d600f761847294c4b8019edfe,099a334f7290f6821e9125c37428157a,099a334f7290f6821e9125c37428157a,1c0fbb1d600f761847294c4b8019edfe,8.290271739130434,8.149675,36,43
178,0.8424,e5c048da7a875e04bc632e048223309f,745fb454d6a8791d6cd69d1aa4dc90ba,745fb454d6a8791d6cd69d1aa4dc90ba,e5c048da7a875e04bc632e048223309f,0.001925,0.001025153374233129,0,0
179,0.8403,af4e9bbfb08853b7b2813331fbe5b877,58c59865a2b61e6dcd15fdd75c03f8ce,58c59865a2b61e6dcd15fdd75c03f8ce,af4e9bbfb08853b7b2813331fbe5b877,0.4054575757575758,0.021299264705882354,1,0
180,0.8399,3e1160cd1ee5bb7c72a9ab1b5837eba2,749bbeaeb604f1b95ef49b17f9ffa417,749bbeaeb604f1b95ef49b17f9ffa417,3e1160cd1ee5bb7c72a9ab1b5837eba2,0.40300545454545456,0.3929662576687116,3,2
181,0.8397,601ffcbed401250430f367a898cb3e3c,ee1605f1c4e68d7a52a07fae529e14f8,ee1605f1c4e68d7a52a07fae529e14f8,601ffcbed401250430f367a898cb3e3c,0.22398237885462552,0.005383842794759825,1,0
184,0.8391,733dbfd0b96484c20b09ecdc4e4b095c,89f418346fc412a6458aaa05a224af3a,89f418346fc412a6458aaa05a224af3a,733dbfd0b96484c20b09ecdc4e4b095c,0.8987021857923496,0.7830228915662651,4,3
187,0.8375,b8ec9675d05cc0c83f4b1060d5a71cc5,99a799d89d57d1dd0b40728a6b7796ee,99a799d89d57d1dd0b40728a6b7796ee,b8ec9675d05cc0c83f4b1060d5a71cc5,4.808624603174603,4.362539855072464,28,34
189,0.8366,2f5379bf67ca1190c7f168736d9d8efc,7e424dff3f544c36ace6d9219aea34ef,7e424dff3f544c36ace6d9219aea34ef,2f5379bf67ca1190c7f168736d9d8efc,5.359252631578948,2.6786256410256417,10,5
191,0.8349,5eeb5f06877a051a7a7f99ff151919c3,0cee71ab57422e04f76e09ef2186fcd5,0cee71ab57422e04f76e09ef2186fcd5,5eeb5f06877a051a7a7f99ff151919c3,0.039915343915343925,0.0033057591623036654,0,0
193,0.8346,375b2c9501320b35ceb638a3274812aa,2b2866cb48fb18fa8dadd200798c5feb,2b2866cb48fb18fa8dadd200798c5feb,375b2c9501320b35ceb638a3274812aa,0.3753913907284768,0.30866357615894036,0,0
194,0.8342,c517993657aadfd868d6760a5136df94,c105c2ca793d49297acb88eb4eb49c76,c105c2ca793d49297acb88eb4eb49c76,c517993657aadfd868d6760a5136df94,4.440156830601093,4.221605699481866,42,55
195,0.834,11253234dfdb3f8252246a66f3440d6f,19cd8d1657528f7d4895398a6fd093ec,19cd8d1657528f7d4895398a6fd093ec,11253234dfdb3f8252246a66f3440d6f,0.0028543624161073825,0.0025993548387096776,0,0
197,0.8337,a1eb67fb9f6f39764b1859e175f0995a,d7132253107215db7e9bd88b6a864c14,d7132253107215db7e9bd88b6a864c14,a1eb67fb9f6f39764b1859e175f0995a,1.0568376623376623,0.4370102564102565,1,2
198,0.8331,b0de7c7d835587ccfe43edd3eb647817,2f711ff54c15f3d9d627cb5e98b278fb,2f711ff54c15f3d9d627cb5e98b278fb,b0de7c7d835587ccfe43edd3eb647817,5.68927427184466,5.339485116279071,71,70
200,0.8325,a9a2bdda9278e216b19a3a948f4f29ad,a3da6a9b33b3bbbbc3a2121a06a75ee3,a3da6a9b33b3bbbbc3a2121a06a75ee3,a9a2bdda9278e216b19a3a948f4f29ad,0.0062216494845360815,0.005729965156794425,0,0
201,0.8321,8e03d0bfa55336cccbfa604e66a878fb,c5cd08b16fd00a4d27e66bc0b133c5fb,c5cd08b16fd00a4d27e66bc0b133c5fb,8e03d0bfa55336cccbfa604e66a878fb,1.8198145833333337,1.7749622377622376,9,10
205,0.8287,df29712be2badfd7ae0ef37d30759042,6d4e9ec6aafe17b5e3b2845905610c2a,6d4e9ec6aafe17b5e3b2845905610c2a,df29712be2badfd7ae0ef37d30759042,0.049363414634146334,0.0013487179487179483,0,0
206,0.8287,45bc46a31180f65994e37850418e237b,cbff820f299b577e2af5ed136b6ef6eb,cbff820f299b577e2af5ed136b6ef6eb,45bc46a31180f65994e37850418e237b,0.6316208333333333,0.47415083333333335,3,2
213,0.8238,082fd0a9f827b00494feb039b53b5500,8d4d03f080d431387a79cfbca4065dbd,8d4d03f080d431387a79cfbca4065dbd,082fd0a9f827b00494feb039b53b5500,6.9562548,6.86303843137255,87,109
215,0.823,9cc90be7db3d19f91f43a903142d5bfb,c8fa005ff34f3a8d77605437618f1878,c8fa005ff34f3a8d77605437618f1878,9cc90be7db3d19f91f43a903142d5bfb,0.3479,0.27171724137931036,1,1
224,0.8187,320a5a8ed48d1d03103a79659913c987,ad1592d1b4b1f734e59a92f5ebef305b,ad1592d1b4b1f734e59a92f5ebef305b,320a5a8ed48d1d03103a79659913c987,5.445509139784946,5.18579417989418,43,48
225,0.8186,0a107c91216d62b2543122a46eb26541,2c6b8913a7bae36c8ceb01fbd102d74f,2c6b8913a7bae36c8ceb01fbd102d74f,0a107c91216d62b2543122a46eb26541,0.0015595238095238097,0.000825,0,0
235,0.8135,76d4adfe37540b9f618888092c2bc162,8679a305ae1cb7b2ed35c30529650e47,8679a305ae1cb7b2ed35c30529650e47,76d4adfe37540b9f618888092c2bc162,0.009444758064516128,0.0076876543209876535,0,0
236,0.8126,9676a10811c1fb71f39ce325e330cd06,5d438b93171c54575c3248d799952a8c,5d438b93171c54575c3248d799952a8c,9676a10811c1fb71f39ce325e330cd06,0.009192523364485982,0.007971844660194172,0,0
237,0.8124,92d9151ac1696151907d63db1116efa1,e62a7175ca466fb365631d124972c0a8,e62a7175ca466fb365631d124972c0a8,92d9151ac1696151907d63db1116efa1,2.6219265372168286,2.45035652173913,39,34
238,0.8117,7efede6ad0155034347d7f2b9e50f2c7,bd794a0fe18a2b0705a024096c77bac6,bd794a0fe18a2b0705a024096c77bac6,7efede6ad0155034347d7f2b9e50f2c7,5.293138842975206,5.10655078125,36,45
246,0.8072,be56b8fd2f70cb10e72deae6baedcd51,7e6194d098fcf07efafbe3803cb4c321,7e6194d098fcf07efafbe3803cb4c321,be56b8fd2f70cb10e72deae6baedcd51,6.012731707317073,5.993245061728395,46,51
252,0.8049,e920b4b7fadf9463723ecd4e5755c485,4ada62a4e80e0cc01ceac327b2f5c57f,4ada62a4e80e0cc01ceac327b2f5c57f,e920b4b7fadf9463723ecd4e5755c485,1.2340564705882353,1.117322222222222,3,4
257,0.8039,66ac9acd0174425c2ad47448fc55ca45,046bac77a58c1be84a6418904e755280,046bac77a58c1be84a6418904e755280,66ac9acd0174425c2ad47448fc55ca45,6.24590625,5.423081481481482,24,24
260,0.8036,71e9b5fc5cd1125e0d4c4d54c2a1c701,28ca3539cc4b25b0a3d571c1fe108aba,28ca3539cc4b25b0a3d571c1fe108aba,71e9b5fc5cd1125e0d4c4d54c2a1c701,0.009046122448979592,0.000960337552742616,0,0
261,0.8028,f062f6c1128e0e9d51a76747d9018849,aff9deb3016a3ba5db5a5edb22ecc982,aff9deb3016a3ba5db5a5edb22ecc982,f062f6c1128e0e9d51a76747d9018849,3.5134875,1.6081560975609754,5,3
266,0.8011,b1fbe9701b14bf285318abcbf002d5ea,92d2a85fdb81d51f59c5781eb2c5d0a8,92d2a85fdb81d51f59c5781eb2c5d0a8,b1fbe9701b14bf285318abcbf002d5ea,5.949813636363636,2.2758559322033896,12,5
271,0.7993,2edf6cc7696c91d86eb86413fa9c82d7,2e2d3ed2069dd704dde97c3d6d194b94,2e2d3ed2069dd704dde97c3d6d194b94,2edf6cc7696c91d86eb86413fa9c82d7,0.1577587837837838,0.15700522648083626,1,0
275,0.7975,df6054cdf663fcc0fa704d6a45ce97ef,ac32c2c755e496c5e7bc1949b78d36c9,ac32c2c755e496c5e7bc1949b78d36c9,df6054cdf663fcc0fa704d6a45ce97ef,0.648287431693989,0.6227540697674419,2,2
276,0.797,1f1440204eba45ff4f999795c7d52040,cf7f123c8b625d018cd97190a3fb3d51,cf7f123c8b625d018cd97190a3fb3d51,1f1440204eba45ff4f999795c7d52040,1.4513028089887638,1.436068,9,12
277,0.7964,c2296406fa9de6a029e798d89a1c8734,9335fbc722c3feb51e73c142238a0751,9335fbc722c3feb51e73c142238a0751,c2296406fa9de6a029e798d89a1c8734,1.3899555555555554,0.0012848484848484848,2,0
280,0.7957,97a072070bccd353b385580daed8b3f5,bae29f6c79dd4b58689b3d7351a1da09,bae29f6c79dd4b58689b3d7351a1da09,97a072070bccd353b385580daed8b3f5,0.003365700483091787,0.003036538461538461,0,0
282,0.7948,83300a2310d4bcca4194a54e5c276af0,3916b0e11e209f1afa4cbcadb3f1b9dc,3916b0e11e209f1afa4cbcadb3f1b9dc,83300a2310d4bcca4194a54e5c276af0,0.013902083333333332,0.009506584362139917,1,0
283,0.7948,e43ae1ef2cda811070e2c0a6d6154150,0c16dad59425c963a1dba7a84638ece7,0c16dad59425c963a1dba7a84638ece7,e43ae1ef2cda811070e2c0a6d6154150,0.0019160804020100502,0.0013378947368421054,0,0
285,0.7944,316a926df7392be710915fdaaebbf18b,5ebc2544193fed9aa6e846641a8d8f1e,5ebc2544193fed9aa6e846641a8d8f1e,316a926df7392be710915fdaaebbf18b,0.08990731707317076,0.04505034482758621,0,0
286,0.7943,184a184ac82d72d499f99b67d6a1c631,a7baba733c9e351d8938a493e9e96480,a7baba733c9e351d8938a493e9e96480,184a184ac82d72d499f99b67d6a1c631,1.6172777777777778,0.0025461538461538464,9,0
290,0.7913,282cb9398d53504c4fdae1e18d2dbfbf,b4e5cfe0f1616168c2a4524202c85327,b4e5cfe0f1616168c2a4524202c85327,282cb9398d53504c4fdae1e18d2dbfbf,2.9854180555555554,2.864108219178082,23,29
