pair_num,keep_id,drop_id,reason,shape_iou
50,a0e3a20a3cbf77644e69b241910b994a,b828e67db7b84d0d18b5498c8c185874,unmarked_lower_iou_implied_twin_keep_cleaner,0.675
51,c907464eee427bcfd931eacfdf64a5d8,50f74e7e621541065c3b5955d41782f2,unmarked_lower_iou_implied_twin_keep_cleaner,0.675
52,f7d2a425f1cd82d6c06dc1b0fb0af869,1ad725c53a59666f85d84dbea616000f,unmarked_lower_iou_implied_twin_keep_cleaner,0.6744
53,0018ae58b01bdadc8e347995b69f99aa,69e1d84705d16c89fb361da179c7303e,unmarked_lower_iou_implied_twin_keep_cleaner,0.6743
55,bcadcbc70af9a0f20cdbfcb2e6689b6c,f39bf22d9a2f313425ee201932bac91a,unmarked_lower_iou_implied_twin_keep_cleaner,0.6739
56,975e3dab22e437d040f2fd296a8d038f,d69244e15961cf6fb54d50a3baaaa46d,unmarked_lower_iou_implied_twin_keep_cleaner,0.6735
57,1d363430fe95e7bf857cd20b5759a9cb,b0fd3778526aec216e7db68d267c0897,unmarked_lower_iou_implied_twin_keep_cleaner,0.6734
58,2f36ff8187d5edeea79ad2e87763a89b,41eabdf6d7f3a3ac22d0f7a83aea1053,unmarked_lower_iou_implied_twin_keep_cleaner,0.6733
59,9e5cd1fc52ee72cb0658f1e403aa00ad,f68673db7c65bc80fde188dea0e39c0b,unmarked_lower_iou_implied_twin_keep_cleaner,0.6723
60,7c064b4fa48467ba6c1ff3b8a6c28bac,3ea446fb35b118a634e5f5ce509f672b,unmarked_lower_iou_implied_twin_keep_cleaner,0.6713
61,c8ea4dc8fe6c8348dcc4db4d01c0c84a,074d9f9ceede2e4fad8aec367a335a77,unmarked_lower_iou_implied_twin_keep_cleaner,0.6713
62,e5875827ce9f2f526f46eefff35ab893,76c8934b7350a3ad777b94f624390dbf,unmarked_lower_iou_implied_twin_keep_cleaner,0.6706
63,6ea2b59534558f0d4b86d1a3891d611d,f526a2ca5612d5913984a67edabaf991,unmarked_lower_iou_implied_twin_keep_cleaner,0.6686
64,8ea670bea099a4d37688e0bd5c400dcb,ac5d45906b56238e99d3f46ac94b35fc,unmarked_lower_iou_implied_twin_keep_cleaner,0.6676
65,2fc6bf2ccab59b08bb4b3cb2ee0602d9,86ffb5b169bb7a72dffdf930233a446a,unmarked_lower_iou_implied_twin_keep_cleaner,0.6657
66,b96adba102a845d3fd6445ea5d7017bb,f81f26aac99df0845173c6f8e21ab71e,unmarked_lower_iou_implied_twin_keep_cleaner,0.6647
67,c1fd9dfbf6a743763409b6d1a26ab29c,700a11960e7458ed75689c47eeebe141,unmarked_lower_iou_implied_twin_keep_cleaner,0.6647
68,22929b2cf2dd413c3a4f6f737d02a74c,92fa83d9c589d7c819d52fd8ab461241,unmarked_lower_iou_implied_twin_keep_cleaner,0.664
69,ec382d53fa1973de25c35af7af550aff,f6de38334730ae611fbf46dd649b1476,unmarked_lower_iou_implied_twin_keep_cleaner,0.6639
70,6b512a45bd8ca759e655c2d551dec2d9,fc3c4b863c8e9defaf8f430cdee91183,unmarked_lower_iou_implied_twin_keep_cleaner,0.6638
71,6e84edfad5dc1ebd5bf547931febf704,a5f7e4be7d541aeab8b4b45f9a681300,unmarked_lower_iou_implied_twin_keep_cleaner,0.6633
73,e2138754f55ba87cd4cdd2ccb8f0721d,d11c87201830d5e0b853fe783ff28b70,unmarked_lower_iou_implied_twin_keep_cleaner,0.6623
74,d0d27aeca4fd3a00340812c03b692f56,bafd1d2508efae102d22e55633e9891f,unmarked_lower_iou_implied_twin_keep_cleaner,0.6622
75,223a54a99ae228f5ff2dd37df24889c4,70f608a3fafa4e75e3201a78962109b0,unmarked_lower_iou_implied_twin_keep_cleaner,0.6619
76,6ae06c0101d0cfa56d4ca5c6aaa7750b,b912445f14c14f0583f573db5be18d7a,unmarked_lower_iou_implied_twin_keep_cleaner,0.6605
79,b3a2dc7547bc580c6f3923c61db42051,f7b41d0ca05e2d1de4fd4b3fd0ae4ef7,unmarked_lower_iou_implied_twin_keep_cleaner,0.6572
80,88fb00fabc97d341a95e97a593c3fc43,f5688ca07c152e6777383cc871031692,unmarked_lower_iou_implied_twin_keep_cleaner,0.6571
81,dd52af5bb1333bb7ce33ed9ca36454b4,1eab1d74f5c90e353ce5f4440b502bc3,unmarked_lower_iou_implied_twin_keep_cleaner,0.6564
82,c5a4bb3e9ebfbb7762f7fefee9ee6d6a,647f4dabc53f943acbffbde9db87e35e,unmarked_lower_iou_implied_twin_keep_cleaner,0.656
83,760f8945b00dc239d46a48bc34909eb6,7c440d8eb7dbda63b0b45b7773fa8279,unmarked_lower_iou_implied_twin_keep_cleaner,0.6559
84,0a848ccbbb065ef5ee59dd01710f8531,cc43f8965a64a1f22b3162b91e7a1bcf,unmarked_lower_iou_implied_twin_keep_cleaner,0.6553
86,b65129204d2b429ad4612276e2d2dd84,ecebd05f42f575630c79ca2c759246c4,unmarked_lower_iou_implied_twin_keep_cleaner,0.6533
87,25d8ff4fcd3f85d69a672b69d29b6339,b1ecc44ba2bffeba5ad09c2a339f40fa,unmarked_lower_iou_implied_twin_keep_cleaner,0.6531
88,be548af60fd350e776d30cbf208312bd,2f06601cb2159b6b369e145d19e59081,unmarked_lower_iou_implied_twin_keep_cleaner,0.653
89,9e0f4a948ca41284a9bfd7eedaa7aad3,76a8ff1f9493e07c2e6cd013e3ee0d49,unmarked_lower_iou_implied_twin_keep_cleaner,0.6517
90,2be8c910fac204ab798528ec628e7495,4f8ea724680d43c27a0a2f022fbee4d8,unmarked_lower_iou_implied_twin_keep_cleaner,0.6513
91,da558caad449f980ef35d87f9bfc2fa4,eb18e2e49ff4b26634ed4737a7d48b2a,unmarked_lower_iou_implied_twin_keep_cleaner,0.6491
92,0db426156d588a5bb0b6036ac0465be0,5bc396007c667e5fec6587d07a9af93e,unmarked_lower_iou_implied_twin_keep_cleaner,0.6478
93,4996dee45b988e6e90cdaac8d5efbe7d,91cda229f5cca86a0d2c7bf78cfce02c,unmarked_lower_iou_implied_twin_keep_cleaner,0.6453
94,a081ddde3cf1cf227b66ca1273be9459,436fe677570dbf833a4298a1f0346edf,unmarked_lower_iou_implied_twin_keep_cleaner,0.645
96,21708bb4798bdebb4bffb7414bce44cd,09320344c2ed4da7bdf50d9f03b9e0be,unmarked_lower_iou_implied_twin_keep_cleaner,0.6444
99,4be68ecd2fdbbf7a19ccb574950badd7,d60a54e0359baa5b161a897efa7e87ee,unmarked_lower_iou_implied_twin_keep_cleaner,0.6422
100,0592a76b2a23cf43ceeb8888f36bed9c,e4368e6ebbcd17b0fef1f385f33fd5e0,unmarked_lower_iou_implied_twin_keep_cleaner,0.6391
101,da05399168ba25410d90c05f8f603012,b393b5fdb1c3810f70c422cca50ff720,unmarked_lower_iou_implied_twin_keep_cleaner,0.6371
103,1517ef21c1a72cf5ba4e1eeb6176dccc,12493fb2b3ab6e3a628dfff875cbb335,unmarked_lower_iou_implied_twin_keep_cleaner,0.6341
104,e04e11360525f7d13aaa9d4bba16ea7e,8423df90dddd142668c18b6ab5ff7f17,unmarked_lower_iou_implied_twin_keep_cleaner,0.634
105,d5ac3e845ce7d8ae724837805912da91,342cf992c6259c1e9dd731d27a4573cc,unmarked_lower_iou_implied_twin_keep_cleaner,0.6297
106,1d7d62aa2c349f831a43aa023412bd1c,97bf4d65f07954809658e01478408637,unmarked_lower_iou_implied_twin_keep_cleaner,0.6286
107,2daec36424a8f2afeaa4aad3d33a1589,96fe9eb038ba77992ff6fd1b16ae9427,unmarked_lower_iou_implied_twin_keep_cleaner,0.6283
109,bc93d165d96e4fa4883f130b3f7b9885,f5d40a40e34f8a090f44cb6589c26900,unmarked_lower_iou_implied_twin_keep_cleaner,0.6275
110,b02d2e1a8b84a4e0786a8fbd2775d767,b48211c0c0fba52fcc8d919d03ed005b,unmarked_lower_iou_implied_twin_keep_cleaner,0.6271
111,c4fb78f4b25153789d8c8b22b938d322,72ef48dc4b05d21859f3842c373e5216,unmarked_lower_iou_implied_twin_keep_cleaner,0.6271
112,4351d8299a773ed099cc12148b61fefd,c500818f3a0e7d3a10a0c567e9665035,unmarked_lower_iou_implied_twin_keep_cleaner,0.6266
113,84ac33bcd6d2f5efd71db64edf8dcd8b,e479a841de401149c4f149ebe92cec7e,unmarked_lower_iou_implied_twin_keep_cleaner,0.6253
115,b87d20bcf0c7492853ca6cd000e39666,80e3e86105889bdd720cc50a512cef2f,unmarked_lower_iou_implied_twin_keep_cleaner,0.6219
116,e00a89e8381aefb07d23390b87fe5d48,146767f7d93d3093f647e003c9fdb0bb,unmarked_lower_iou_implied_twin_keep_cleaner,0.6209
117,41da5a69cd944b9556aef7d8829db011,bfa0d8a65df9b8c5230599c120f5aa99,unmarked_lower_iou_implied_twin_keep_cleaner,0.6209
118,3c8b636f1d0af8f8e4d5cfa2479b4069,8e1caeb7b30b4cf3b1d07e777aca6a67,unmarked_lower_iou_implied_twin_keep_cleaner,0.6208
119,151fd14ad2dee1c8292dfc3d211873ed,fd0bb45eba479a7f7d953f41d574bf9f,unmarked_lower_iou_implied_twin_keep_cleaner,0.6199
120,c830e13bcc901a882b0107569025d583,3cb832450f38c16278b3c78d15f7be7f,unmarked_lower_iou_implied_twin_keep_cleaner,0.6188
122,c07f5f4ca0af11d11a755c72b638d966,d98d4b443eaaad06c3244e059b34053f,unmarked_lower_iou_implied_twin_keep_cleaner,0.6177
123,f7b519160f85eb52ace93414ffce8982,25c5c31bc182f9c26fb4c084e1fa2df4,unmarked_lower_iou_implied_twin_keep_cleaner,0.6133
126,87ead124230cbf0aa13bcfb238b7dcb6,d2a97eb750bf080454727f8b67a69d92,unmarked_lower_iou_implied_twin_keep_cleaner,0.6095
127,d2728eec000198df9000ee2bb07fe2b0,d0fe5433525c2dd49ca417cc8a4c82e8,unmarked_lower_iou_implied_twin_keep_cleaner,0.6083
129,0cb3f826fc871be280fd81ddd875b221,5dbe471927123756883dc4ec6121a72c,unmarked_lower_iou_implied_twin_keep_cleaner,0.608
130,3a76c877851189ebc84fc86afe311276,9c86cbfe613e532936220f1c325cd108,unmarked_lower_iou_implied_twin_keep_cleaner,0.606
131,3b9c3ae2d2f1abe1498d4c746769aaa0,2a3883e1ff960fefc4b94fe5b1b0391e,unmarked_lower_iou_implied_twin_keep_cleaner,0.6026
132,4b0ef01c012aa7824c2f92984edb8210,5dfa62a4dcf79b511d935096233f35e3,unmarked_lower_iou_implied_twin_keep_cleaner,0.6005
133,5972250394f2673e5a8ba5fa29cd9754,dbfc9c44024301555f3cc9118f1f3628,unmarked_lower_iou_implied_twin_keep_cleaner,0.5994
134,f080aadb91c111b6e2e91ed6d7d12e5c,b7295985832c4130a410a77f37061107,unmarked_lower_iou_implied_twin_keep_cleaner,0.5991
135,fc45d1e5ef73ee9ceccbe8cb04cc9f15,828b6eff01c7a265a2f6812b89744860,unmarked_lower_iou_implied_twin_keep_cleaner,0.5982
136,2cd0a5200034022b5e594f200bb8073d,55e4c013d70e60e4db9425f9f6fd8997,unmarked_lower_iou_implied_twin_keep_cleaner,0.5979
137,1bd7ebd175fec439e449bb17786dd824,eee26d27dbba4e7dec07620c11328b62,unmarked_lower_iou_implied_twin_keep_cleaner,0.5972
138,7b0067248bea443b4d8c135e4b626028,872dc7b2f6261284df1088e4ef2f8256,unmarked_lower_iou_implied_twin_keep_cleaner,0.5971
139,4b3f9fe89534fa5231f41be4a1a6c739,162cd4fc05480042f1429d3eaed599d8,unmarked_lower_iou_implied_twin_keep_cleaner,0.5963
140,9c5565193a8ab6ddc3b303bc0a9cca09,90d0e6728b0cae76570b1abb459b522a,unmarked_lower_iou_implied_twin_keep_cleaner,0.596
141,607afab0ebabe2ae01a282ebf467a7ee,8e9fa23bd67888cbddd7203f3a2db9fe,unmarked_lower_iou_implied_twin_keep_cleaner,0.5951
142,3e5fc2e7be262fb77362fb82e4850774,5b003d43ec0ce5979062442486f84cf7,unmarked_lower_iou_implied_twin_keep_cleaner,0.5939
143,bfc6ccb20af434cfb505aafc00dce754,c8a621362f5189faa7df3a4e475126dc,unmarked_lower_iou_implied_twin_keep_cleaner,0.593
144,1521d8add6039d68060e919270448018,f065aa3e43c7259d03e12b11bc9deb1f,unmarked_lower_iou_implied_twin_keep_cleaner,0.5918
145,20c05ea5426b6c50b857057ad0ef7126,db197fde0bcf98431c68e0d443a88fe4,unmarked_lower_iou_implied_twin_keep_cleaner,0.5913
146,e55a0a59287bb3e3c51a6775a3ef30dc,f9285fe284ce30f4d249635062db619a,unmarked_lower_iou_implied_twin_keep_cleaner,0.5911
147,b263e89dbfd95e61cc803eabc460d4f6,a10cb9e1dcf60863dba57e77c45de0c5,unmarked_lower_iou_implied_twin_keep_cleaner,0.59
148,02805e3e20ef629ffeeee1e68cf24ab0,36b63b6aac630b8b13f9097001c0bf5b,unmarked_lower_iou_implied_twin_keep_cleaner,0.5896
149,dfefdf0717c69330a75f3cd28abcfff5,b5b2f06981b22750480a201e7d3baea4,unmarked_lower_iou_implied_twin_keep_cleaner,0.5892
150,0e6ba66e0b6faf748d29425b8fef9d79,a5b9d82b7e211bf9e5d65ee738236366,unmarked_lower_iou_implied_twin_keep_cleaner,0.5892
152,fda9062ed96a20721634b82e5751c559,9c51659368b9df260684b25ecaca3f77,unmarked_lower_iou_implied_twin_keep_cleaner,0.5872
153,ee3cb4950320fa16061f3f3519f8e08e,bb11bbc200cb4a84814ddc37a78eeb98,unmarked_lower_iou_implied_twin_keep_cleaner,0.5869
154,6e04223880c3cae8aa29366304c2bf7f,8495f8040d55ab4ac000fd91a137b0e1,unmarked_lower_iou_implied_twin_keep_cleaner,0.5866
157,91afb93637f5f86aacf904fcbe2bf5d9,dc7254ab21584e852fe556646c86d6f4,unmarked_lower_iou_implied_twin_keep_cleaner,0.586
159,e1b95e3bcc154cf1819ce08b778adbc0,bb2ab3d537fc2ff5eda009019226c37b,unmarked_lower_iou_implied_twin_keep_cleaner,0.5843
162,6a2889f097b3501ebc0343427e9e0c3e,a1182a350f2f7c5b6d75aacaf5aededc,unmarked_lower_iou_implied_twin_keep_cleaner,0.5834
163,a0d4b7a115f83077d88361dd38399cf7,92a7876fa3e636c7cae555a615c6c192,unmarked_lower_iou_implied_twin_keep_cleaner,0.5832
164,498406f8f2e057bd58e5ec040e78c3ba,4a7a70d00251af024d70dab5a7e8d228,unmarked_lower_iou_implied_twin_keep_cleaner,0.5827
165,56b528601b6b868a62fd4d73a1a0d74f,8d58a0c1160a5cea99d5073231becd89,unmarked_lower_iou_implied_twin_keep_cleaner,0.5822
166,7dcb52d4a04fcb59f5596ca381ffad29,4466722a9c574e8572224b7e853d4f53,unmarked_lower_iou_implied_twin_keep_cleaner,0.5808
167,15d988a363c6d81572a8ed9ccc3f46f6,166f7618e2d9e5c9b05e4dd358f7659e,unmarked_lower_iou_implied_twin_keep_cleaner,0.5808
168,618efc798c3906c2dc60618853c7e2e2,2fdc521c56b6cce0e7907d05a8db1f25,unmarked_lower_iou_implied_twin_keep_cleaner,0.5806
169,1a9dc3df5b76c7c4968530cdc05df1ec,ef49ceba7efcbd20b8cc1eda40b256fa,unmarked_lower_iou_implied_twin_keep_cleaner,0.5798
171,e52afd1585ee4930b0005e42118a6e42,196f3b66be713d67db88cd412ed8768d,unmarked_lower_iou_implied_twin_keep_cleaner,0.5784
173,07d600e3fcbebf7dc75e5335d3563e63,fcf3ef06a3601448061b7b1adda97b89,unmarked_lower_iou_implied_twin_keep_cleaner,0.5768
175,48df3ca910d365bdea427ed5b7c31808,56c011c71edcba80e2c4fb87d1d0f26e,unmarked_lower_iou_implied_twin_keep_cleaner,0.5763
176,a184260ef13d42e03b958406346024e2,2f27c52c7d58fbe0818d6531d3707c78,unmarked_lower_iou_implied_twin_keep_cleaner,0.5757
177,630b89cbf5bec0ab752aa3a8688930f0,d18c24df948f2d59ce38b6c97a0045d0,unmarked_lower_iou_implied_twin_keep_cleaner,0.5753
178,69da9f886fc4413167b8b144da775269,a55cc8df950bcadf4cd61ff470d74246,unmarked_lower_iou_implied_twin_keep_cleaner,0.5743
179,a1697f266e95a820c676d18f380c6ce8,746b95b3a32975082d0ad357527ad701,unmarked_lower_iou_implied_twin_keep_cleaner,0.5741
180,139aa5db6376a70044c4c6dd6f4a6666,140543a4d39b1a3ed0fce740ba2feb3d,unmarked_lower_iou_implied_twin_keep_cleaner,0.5684
181,9872b4046512bedead9dc84501aed242,e831ed42fe3417009705f6ac32c63e67,unmarked_lower_iou_implied_twin_keep_cleaner,0.5681
182,35e310aa5194c62964c02048ac88ca64,21da367ab5b9d2b74882cbd626042608,unmarked_lower_iou_implied_twin_keep_cleaner,0.5679
185,66bf5fa7e14d885f38e3dc61a64f41ab,bcaf9c8890c50757bd3624d5bd39c270,unmarked_lower_iou_implied_twin_keep_cleaner,0.5656
186,88fcb6de1ead418b238f198a635179c0,99b5e6120fe11690a3f36994f2dba580,unmarked_lower_iou_implied_twin_keep_cleaner,0.5652
187,497e1c9755641be4757136f16b8a8fad,81b6b10c60f38572abf01c112ca59646,unmarked_lower_iou_implied_twin_keep_cleaner,0.5652
189,766a40322fe11a3794eada34c348b5cc,2a6d0c4bd562bb83e9863a175af50de4,unmarked_lower_iou_implied_twin_keep_cleaner,0.5618
190,9f526a7b7baa089ce9dfb5c7bd4e7250,562ed7c01bf09ec8162007d798ff0b51,unmarked_lower_iou_implied_twin_keep_cleaner,0.5602
194,122bad4033a205ea7a3963d2fd585e89,972205a215810bf6fe377303bfbe80de,unmarked_lower_iou_implied_twin_keep_cleaner,0.5581
197,7bed5662489bd913da7e9792f715c1ed,745ff65e8c4d1006694049e1da8b938b,unmarked_lower_iou_implied_twin_keep_cleaner,0.5556
198,713f7390942cd359d21b5340f1508427,f5e8369558d2238497eaeb1b6be9391e,unmarked_lower_iou_implied_twin_keep_cleaner,0.5544
199,8e8e466ee8644a88c48ff4decef87949,68e6f2bbdbb308624ed004484a1da2b8,unmarked_lower_iou_implied_twin_keep_cleaner,0.5533
200,55c836a2684cfeb94928d662a52344d5,46de8984e7374ec2a14fe538720cf688,unmarked_lower_iou_implied_twin_keep_cleaner,0.5516
201,bf76a6ee6ce516c2222395ec55e90917,c686992bf74305e9f9965fd85c15eb4d,unmarked_lower_iou_implied_twin_keep_cleaner,0.551
202,a0e79ca3b7a02a0d6c5ed69ab4a5c8b4,f53e64ef7fcd2a2074e0724b2efd4b32,unmarked_lower_iou_implied_twin_keep_cleaner,0.5498
205,daebef24cda2600dcb449a78a83c1858,ba07ed13e035af4f49a9d6830685024c,unmarked_lower_iou_implied_twin_keep_cleaner,0.5455
206,4859aea02180c9b02fbd1be4e538240c,949b9f749f20ec960b36bd2fe50ac056,unmarked_lower_iou_implied_twin_keep_cleaner,0.5442
207,c9702f84cf4495e31190352abe61160d,464f8dbd8b906717dd1eb94a344f7262,unmarked_lower_iou_implied_twin_keep_cleaner,0.5438
211,049813f2cb407d0db60d6e671af6415b,43fb03bd110f08e7c36fcbfcf43feccf,unmarked_lower_iou_implied_twin_keep_cleaner,0.5433
213,fbc0c3145008a420b3b038e8820aba1b,160a724e4f6c877d8175fdf7d07a0a67,unmarked_lower_iou_implied_twin_keep_cleaner,0.5367
214,c86e99892a6b79cfb79b2770530b4864,21842d9a9ebb1e4efb6527fa04163452,unmarked_lower_iou_implied_twin_keep_cleaner,0.5353
215,f82b48c5ef63a291660357ded12a7ab1,72273ecaf2d7de847ce3555519a6257a,unmarked_lower_iou_implied_twin_keep_cleaner,0.5346
216,035a5208729ef164213954598b8df75d,248849ede6c19a5b38182908836cb666,unmarked_lower_iou_implied_twin_keep_cleaner,0.5345
217,3f09402aa669e0e9f91b7f158c8708cc,8e3e843a0eebb79b5ed06f97c078eb87,unmarked_lower_iou_implied_twin_keep_cleaner,0.5343
218,f3b08a5e211d74b09025915fa906449a,adced66ab9dcf618633efe9f1b837fcc,unmarked_lower_iou_implied_twin_keep_cleaner,0.5326
219,1f8c98a43c6e755c2b3a785db72520e1,06fe0864a99a2e0cd32cb141b7808912,unmarked_lower_iou_implied_twin_keep_cleaner,0.5325
220,6e4122eef9edf14c7ba932cfb9321788,69d6fdc8e8bed1323f7dd9055aeb0e6b,unmarked_lower_iou_implied_twin_keep_cleaner,0.5325
221,f220b26c6610f8210cf859a46feba5c1,bfed9b44a06d5de60336ec6fe0365361,unmarked_lower_iou_implied_twin_keep_cleaner,0.5316
222,af931670d9111cee444281fd1b8d1dec,df83132f9e6a7c8337e6cd91270f8f7d,unmarked_lower_iou_implied_twin_keep_cleaner,0.5289
224,59bb9950d1b0ae165609203a9bd76383,ad155660b0018e92984f4ea49e246731,unmarked_lower_iou_implied_twin_keep_cleaner,0.5275
225,f7956aab178ff4c161a505b6a050579f,280220720b546eacfa223edf513ec94e,unmarked_lower_iou_implied_twin_keep_cleaner,0.5274
226,e5739e452d5b7c5e68c4171ece2557e3,773e080a5857ba8c0669c435af2f1095,unmarked_lower_iou_implied_twin_keep_cleaner,0.5264
227,11f1519eb38ea10e74539a5d96cc8567,07afad2271546de1802035829d3b507d,unmarked_lower_iou_implied_twin_keep_cleaner,0.5262
228,c4b8e60fec9eabe9a9fdacce39f23d60,a5e5be1ada0cffbfa2e935d487d32539,unmarked_lower_iou_implied_twin_keep_cleaner,0.5262
230,5b8542dc1477f67d3d1c5984b83c14b7,bd4b881106dd6a8658ee1e9afdb1844f,unmarked_lower_iou_implied_twin_keep_cleaner,0.5252
231,93e2ce38e743146a128afb9ff3a61383,a6fac45c289010871304ffaf13f94d39,unmarked_lower_iou_implied_twin_keep_cleaner,0.5211
232,ca6c4f4b24578588762712262de479ab,0bb772b06c9e3cd1914e31b509556ebf,unmarked_lower_iou_implied_twin_keep_cleaner,0.5187
233,5d7632f1794e2cebb36e21c51c9f4402,4ecad8aefbc2ce6931baaee0cda6955b,unmarked_lower_iou_implied_twin_keep_cleaner,0.5184
239,2a8e0ac626666a2e86b868ff22249946,98ee892e5c8c6f3f01d3f1705f16401e,unmarked_lower_iou_implied_twin_keep_cleaner,0.5137
240,b32c022c602405cbdd8c23ab0a4773d6,38d5fe1d5718ada9a476c7690dfcfde0,unmarked_lower_iou_implied_twin_keep_cleaner,0.5119
241,9c28f2bb8ecc9e89f8c141b768434d67,9bee26fca37e17fccd88264bece3d921,unmarked_lower_iou_implied_twin_keep_cleaner,0.5111
