image_id,sources,tier,frozen_on
15a3396c7f121c19977fb8cf543da766,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
15be10044a3e4b704d0822432416fde4,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
16272df65f00bdc126b5ca32de2b3a6b,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
16cc34b16c0b30e43e8c33f572440ae6,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
17ce197283f339f4ab406de74d03f6b2,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
17ceaa3198ace548e0fd65b95c800a32,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
1879de2690c241fab002235b2d6e0d6a,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
1a33d8ea1893170a972d67e493d59396,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
1b1d9451010fce1234639d728e25f3ec,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
1c4653246dc78308252d47160786ad15,rescan:user_rescan_safe_page1_decisions.csv|user_marked_not_same_safe_pairs.csv|user_not_twins_p414_827_828_837_839.json,4.0,2026-08-09
1c8a65cafba1a82092bf5ff231205f71,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
1c96795fe1c10e5bdd3911731edfc623,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
1d33889037497d32695ac48a786af6d5,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
1dda4dfc7a97b5f37085727da5852db2,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
1e644a98460e4f7ea50717720a001efd,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
1e840659f5bfc1b50403eb1f2743c632,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
1febe89c017446eadebd0fce9a68b537,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
20295d0f4917e297c4827296397fbec1,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
20be7c34058e2f24ef3bb0cda3c376d5,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
2102cdaee1284c7da24effe67551ee87,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
213e65c07731d28dae53ba58fbb85889,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
21e9ed95b0e48b751b987794aa9cfd8d,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
2230a7655194054d5b1d2b52998d1585,user_marked_not_same_lower_iou.csv|user_marked_not_same_lower_iou_forced_train.csv|user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
2268c3174c1c0890af7ae1bae4c8cd74,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
24c0f0bf150365059c0e8a4e1fef058b,user_marked_not_same_lower_iou.csv|user_marked_not_same_lower_iou_forced_train.csv,2.0,2026-08-09
24c1e1cef9fbcbd82978ebe7d14334cb,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
25961aea3db8652eeb0bbce7b0b539e0,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
25a27922edaf3f338e8693ededcbe1c2,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
2627c765b74591958e7ba12fd857f80e,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
2794fc86e8d4ab7388b0d6b198559572,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
2819283411c64ee7b3c4885044bcaa0a,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
288a512bf5affa970a81d9c553feef40,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
29fe9e445bbf0c9d84aec6799cbba4a5,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
2a484c7522f0a5e3a41654eb2c452fd8,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
2a837ababa0cb124818a3b4852244711,rescan:user_rescan_safe_page1_decisions.csv|user_marked_not_same_safe_pairs.csv,4.0,2026-08-09
2cd038d5c85feb0a8da44407e4fb6a5a,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
2d04835e3b30fd9dcf1fe23dfc9812d9,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
2e8e1273e497a95810ed43ca7eaf09c6,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
2f9ffca172b0c51947b406ad19c4ea94,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
2fb49b4bb80d5c1f3b5b2fc44fa8a763,user_marked_not_same_lower_iou.csv|user_marked_not_same_lower_iou_forced_train.csv|user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
2fb988029403766a9fe962f57cefe124,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
2fd7cbd01f3cecb64e915a0a62121cda,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
30703edaf3bf39b0d04685f0f0a1d43b,rescan:user_proposalA_keeps_decisions.csv,4.0,2026-08-09
30b055a2178ca6019b4d891dfe253e6f,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
30eb8e531d1c9116964b7fbf45bf95bc,user_marked_not_same_lower_iou.csv|user_marked_not_same_lower_iou_forced_train.csv,2.0,2026-08-09
310c156419ea422872c92052fddd902b,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
3111867f5335731289a4feb3db5644b7,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
3184f4b67b1ab07cb39e2e3e4b381c16,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
321b013478d7d444ba897b75e9f71805,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
32291426a698e316ff990f4b93e27e98,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
337917b03be19ec176ed5b3e77f6e55b,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
337be23a5a57efd390460172053fe5b7,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
338e30b609bbf80246203caf63a2f0a0,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
33ec4577b716c843eb1224b41204aab2,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
35d511cc9aa867856fadbe6ebf464d78,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
35df658da1f793bd9cab0a1ff94fdf33,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
361e1ffe1964442b325efbfb9f682a26,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
3858dedc8e091fc0315c50e7f8d74a56,user_marked_not_same_lower_iou.csv|user_marked_not_same_lower_iou_forced_train.csv|user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
38b57271d9d5c552236511e9c5d4cf04,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
38c6319c29001aba4db299be8dcfb874,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
3cb4631d3f2db61bfa503633d37dc45a,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
3e52207d9b9e15dd09d12b56f67d00b4,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
3ecd13e82ee7dedd1ae1749a16cac7a1,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
3ee16cef000a96c344248a90e5cfccd2,rescan:user_rescan_safe_page1_decisions.csv|user_marked_not_same_safe_pairs.csv|user_safe_not_twins_p476_480_511.json,4.0,2026-08-09
3eee912c7daba1d6c5c6968ef71b5570,rescan:user_proposalA_keeps_decisions.csv,4.0,2026-08-09
3f0c4e9f8fb3b846e49bb1ca2b3021ef,rescan:user_rescan_safe_page1_decisions.csv|user_marked_not_same_safe_pairs.csv|user_safe_not_twins_p476_480_511.json,4.0,2026-08-09
3f3aba7575fc6aed6c5512cfa3c11e86,user_marked_not_same_lower_iou.csv|user_marked_not_same_lower_iou_forced_train.csv,2.0,2026-08-09
3f3f6a1f515cd9ae79e323a4759f0888,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
3f7aa0cadbf025a6bb6d728412e6e100,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
44f20df33112cfc1ae49f18ee2efc913,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
452eca104841c28098e3ea454f9626c5,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
4600b8e6025b7af1836bedf33e2b5c66,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
462839866ad252b9bbf2c34be653745e,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
4648da3952ca9db5259d110694b9ea8d,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
46f1c6a77e6de339e042fbb6334ae713,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
478261713d5379009e2f1be1ad3deb63,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
4848dd56a8f4a49a77f8535469b9de1e,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
48896f2b866e9694586b3377025c4927,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
49764620319a820dfd2e6738861b1aa0,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
49a2ed9b6af2a48a788b9dd6066bdb0a,rescan:user_proposalA_keeps_decisions.csv|user_marked_not_same_scan3_safe.csv,4.0,2026-08-09
49adfe9cc766f35827b1db55e01d8cca,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
49cf4320931ec7b716d8782ce29c4549,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
4aae2215d4d4ca911f61b2f159c188d5,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
4abd945d8f4651d4c8c8204db470a005,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
4ba91dfdc9e3dadbf2a947592ec3ac0c,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
4c25d8ba4a2ecabe2b69b901c994e2dd,rescan:user_rescan_safe_page1_decisions.csv|user_marked_not_same_safe_pairs.csv,4.0,2026-08-09
4d13e4678b695a9b5e8793ba8ac8da2e,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
4f0d03d08a5583138eaed5761f895d28,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
4ff695dbae442434b502b0605fd14675,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
50467a6acf3c242827713dc6dd1b5836,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
50a159e2f93214ad4ebb0ec9c5d428f7,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
5153df72c43ac1de852e734075691c30,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
51b9b885a29947706f22bc545238cb84,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
521da07cca3ad8a9615ad591d9375538,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
52f458343920a7409c42f4ec0a9cc8e0,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
53a053373822079628726191fc5b76d6,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
5456189d4e5c15a790a868b70fd25625,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
5497b569f15cb7ea779cc176d1faebe0,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
55321af8983669e2145d69e518fbc54c,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
5568eb519a51d50f5b2ac52321a6efdd,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
56a882d88e118dcb77a63bfdbdf0b716,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
5740b936c0d44c94933f19203ad483ba,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
57d82e5381a64e28e1daae58c9806ab5,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
58476708525d4b4fb5308d069645e097,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
5a6125bdeb2906ba9267a26e98de56e5,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
5a89e95c1dfe4f320ac954517281f9eb,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
5beed3b27daf64fe7fbc4d065883826e,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
5c9407c366d62c4e309a5fa61a48b7b7,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
5d68ab03ab12677506d8afb5b545c5b3,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
5dcd43e6710799fbb64f0c250a13d0ff,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
5dfac783c03cb58f51dd856ecc2bc16c,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
5ea330d8b0924c0a4d0619ad49c6dd28,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
5f712fa46f7c0d69e8d9a4b6cd9327bc,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
5ffcf2372542336fe4ee3585bd07b6f2,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
60a18d14b13eb21b56f3d3e77a315af7,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
616abef9b646a96fb3f9fa9171d98e28,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
630cd3bb436af3e09290f7f4458b8f60,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
63226114e772943ce7f8017d9f5d4b90,rescan:user_proposalA_keeps_decisions.csv|user_marked_not_same_scan3_safe.csv,4.0,2026-08-09
644009d197e73a26659353807e116e84,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
644bfd69ca745dd7e1884a4f4c2fc408,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
6465a5ab1539fe69d2392408606dfade,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
6549ae500a4a645d44efb7a611c5ab21,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
65a653ff2eae408f815ffce6898173ca,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
65bf2cc6f9ed1eed86b8e7a908efe834,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
65fc1018a8862bdbe4d8a063c3130a0e,user_multi_C1_35_final_decisions.csv|user_not_twins_p414_827_828_837_839.json,3.0,2026-08-09
66dc57a3320d9abd25eaf8b74c07c7bb,user_marked_not_same_lower_iou.csv|user_marked_not_same_lower_iou_forced_train.csv|user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
673449b5e46a844b12b1599781684591,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
691ff411542b91ee34c47726a5665c47,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
696e3791b5590f7fe3c22fbe1ee369b4,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
69ab9dae3fcb1bcb79683b95e4836252,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
69e6550df1d1713b0bde6c627c42deab,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
69f0dfb6f42c910861aa0bbb23a12639,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
6a363e70baf98838b0093f9ae93052fd,user_not_twins_p414_827_828_837_839.json,2.0,2026-08-09
6a43f7e8b37e4f8a63ba3f178ef78016,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
6aff87e11871f4ce9682eec497239c71,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
6b53efd54fcafb28657d482fc492fd61,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
6bd476d515d75746bf716e578c704c3b,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
6cf483d54bbae9d7fc1009a5e2cf782d,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
6d2cf90cf2df03cf1d9f2eb38362f58d,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
6d567f83ca7130da285fcb26d3537762,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
6d9a037aa211ac62d0701d625de70904,user_marked_not_same_lower_iou.csv|user_marked_not_same_lower_iou_forced_train.csv,2.0,2026-08-09
6e6c2361d595ec7d96bccb42051c0f4a,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
6e70fa6670bda66963853ad613e8fcc5,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
6e79fc78cf67358d3d16daec5573b5a3,rescan:user_rescan_safe_page1_decisions.csv|user_marked_not_same_safe_pairs.csv|user_not_twins_p414_827_828_837_839.json,4.0,2026-08-09
6e8abccc98b71d43a680d69b3f9af124,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
6eb1da90c9630e7c86f282c7eea4fe94,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
6edc4da86334190089f6a093bf258ab6,user_multi_C1_35_final_decisions.csv|user_not_twins_p414_827_828_837_839.json,3.0,2026-08-09
70d813b5e09d4fdac98c761c15c28a62,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
70f71c6fa7ad2baeaff157a299e276a0,user_marked_not_same_scan3_safe.csv,2.0,2026-08-09
70fa73960db8729c176876aefff96562,user_marked_not_same_lower_iou.csv|user_marked_not_same_lower_iou_forced_train.csv|user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
725fc40fce67c6980c56cc17eafd0eb0,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
73f6bfb643e1d0d8d3868b7f1f0cd33d,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
7453f914420e9b89a68dae903210b8b8,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
7459ad1c89716d7160c67bd1b7083f0f,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
77086e72bf6d11aa544700a8a3e5da45,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
7790f122a65e43cbf84165a610eefcfd,user_marked_not_same_lower_iou.csv|user_marked_not_same_lower_iou_forced_train.csv|user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
784c60e4447c017aaa12f2013352b92b,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
78a5b3a0da3234789fac1ba1110ccc40,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
7a2980fb744ca6ea7a9b5d9fa4d838bb,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
7b5c303bc727db87d76486bc15084adf,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
7baf8e46e8720b8b2d379d2ed3b776b2,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
7d3af9f4ccc93603028c8bcacf2d4dff,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
7d5dbfb91ce9be33221e4ba9358326fd,user_multi_C1_35_final_decisions.csv|user_not_twins_p414_827_828_837_839.json,3.0,2026-08-09
7e7c7d39cc9b962c510facf7b92e676d,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
7f8e10f3342e3763a4251fbde58ba92e,user_not_twins_p414_827_828_837_839.json,2.0,2026-08-09
7f99c8b70a5d283079d10fefeae1d8a5,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
7fa4634ab59a7832bc877fef162eacaa,rescan:user_rescan_safe_page1_decisions.csv|user_marked_not_same_safe_pairs.csv,4.0,2026-08-09
80645c22c26e113e14fd16a0fa837f54,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
81750e90bca04910ea17513321e4a204,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
81cdd8883ff6f9a18e75f2085db633be,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
81d946312f17a79100cf3471da48ac9b,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
82c289e2fb53713789599f77cf368bc6,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
82dae0379e4a414709c98eb12dd5e711,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
82fbcd590d5506b7ce1122ee7159449d,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
84135442a04a1324138d1df78ed185d3,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
84405e9c0ebeae71e44866948dbb6e92,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
84a64d55903e7dfbad5e59693be25669,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
84ddef23ac361e8977e4673ac116b6dd,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
84f098dc3c4bbd751d9f5e66098bbeca,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
85476f0cdde5f4f30e47541d5ba44586,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
874023604daab651e40939b852e94291,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
878be7ee5bdda3b29e2417f6dc93af64,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
87a1d44e21700bd0eb3db27371eb3999,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
87c639ec5365c2d6d61581be6407c8b6,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
883da8599360fdc5f7ce01ec771b2e65,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
887d935886b409acc14fa55a3c7e05ba,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
8a1520420384d8c11733edd40969effc,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
8a327e4efafb98dee0f93c40e64d761e,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
8ad12c31792813c22bd2082d91642c91,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
8b0f143a34251629cd7c0d34743d3e63,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
8b126306391fa2af0f8bea265f2c9666,rescan:user_proposalA_keeps_decisions.csv|user_marked_not_same_soft24_regroup.csv,4.0,2026-08-09
8b19e141c1741cb06bdff6bffc9503b1,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
8ca4eea53dab8fb41f2ba01deb4e84db,rescan:user_rescan_safe_page1_decisions.csv|user_marked_not_same_safe_pairs.csv|user_safe_not_twins_p476_480_511.json,4.0,2026-08-09
8d2d81395c6a14a4683d92b7db8bf18b,rescan:user_rescan_safe_page1_decisions.csv|user_marked_not_same_safe_pairs.csv|user_safe_not_twins_p476_480_511.json,4.0,2026-08-09
8d5860e10e09ee25e066ee7fb699453d,rescan:user_rescan_safe_page1_decisions.csv|user_marked_not_same_safe_pairs.csv|user_not_twins_p414_827_828_837_839.json,4.0,2026-08-09
8dbbf6f6aebb8aea3339f70dbfd7cf07,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
8efdb7429bd48a9e77862d5af5351267,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
8f18d0ffda3fb439d6ad4473d575409d,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
8fb9c792bb2152a5f3e2c60728be9af3,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
9098b613c1e7dc1e50790bbdaafd4828,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
90a1a09e8b9543d69f9a90982ef5a789,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
917bea3ff0173996f94b1adca79213e0,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
91af122d94f80bb3d32eaed47bbce034,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
93b69d2902a418c407b43b1da3248c8d,user_marked_not_same_lower_iou.csv|user_marked_not_same_lower_iou_forced_train.csv|user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
94430d425fcce2eb8de96209bbead0c5,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
997973f9f9c08b7eabd1d7fe09050f00,user_marked_not_same_lower_iou.csv|user_marked_not_same_lower_iou_forced_train.csv|user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
99cc5f5b9f1a86c14dc1970defb07799,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
9a3595bbbc36b9ae6880ad57ae3a597b,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
9a4ba048c62623465d6a7a0d8549a657,user_marked_not_same_scan3_safe.csv,2.0,2026-08-09
9aee8da9114ad6691c94054ca683777c,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
9b238129762edd83f472e5b3abf9e639,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
9d283bf4e70970f0a5931a65dd0d5211,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
9e0fa510b3e5a89ab765dfa48957a4cc,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
9e58c05c9e897384e5984a01d95ef6f0,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
9fbd2b9d9b4c1f0b811515ea0d762d61,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
a12ac7f1bc26fe59d642674fcbe45a30,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
a17e3c28db1efe5c03c927e64399f6aa,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
a1edceba3500660a6c75be946b20242b,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
a1f79e44db2ca88a3c1b330af1343d61,rescan:user_rescan_safe_page1_decisions.csv|user_marked_not_same_safe_pairs.csv,4.0,2026-08-09
a20eedc8f4a55e36f0bfc88bc5f8dd06,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
a2fb69954b14fe15857b0f54515fc745,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
a3794ec31a02fbf429486dd464f83d25,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
a48e97856c956d50cc4f522574cd37fb,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
a53b780941263a252bea531c73f2294d,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
a5694e9a3cdc76a58c9ad784e909abcf,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
a72727c39add8982af8cc5b32822bb40,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
a82ab9e22ff10be0575503d3262a1a61,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
a8321af1b53320df308a2dd4554fff52,user_marked_not_same_lower_iou.csv,2.0,2026-08-09
a8a951c084f704fb77c2a3ab1c21b474,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
aa96214fca7ea520191a2263f0ee6ac0,user_multi_C1_35_final_decisions.csv,3.0,2026-08-09
