cluster_id,action,image_id,kept_twin,shape_iou,n_members_alive
2,drop,478261713d5379009e2f1be1ad3deb63,a3794ec31a02fbf429486dd464f83d25,0.8015,19
2,drop,b13961504ea859ff34a150bc19fed335,b95035c00e6e99f3b4e3cd210700f6ce,0.7528,19
2,drop,500b90c3e7eba2e3b25818a8c1834d45,a3794ec31a02fbf429486dd464f83d25,0.7572,19
2,keep,25a27922edaf3f338e8693ededcbe1c2,,,19
2,drop,d49075075de98ba225b3306bc8cfca44,25a27922edaf3f338e8693ededcbe1c2,0.8277,19
2,drop,85476f0cdde5f4f30e47541d5ba44586,82c289e2fb53713789599f77cf368bc6,0.7536,19
2,keep,f0aa8148ce45747389ea072aaaae57ae,,,19
2,drop,fd34d5fda33d3e8281837a2a4511f7fd,f0aa8148ce45747389ea072aaaae57ae,0.7993,19
2,keep,eb9d4025d77205c0dda3d5f7431ce1b8,,,19
2,drop,da84230d35b22a900b153d5cb969a7a7,eb9d4025d77205c0dda3d5f7431ce1b8,0.7435,19
2,drop,6b53efd54fcafb28657d482fc492fd61,f0aa8148ce45747389ea072aaaae57ae,0.7639,19
3,keep,87a1d44e21700bd0eb3db27371eb3999,,,9
3,keep,27f3dbbf2b9a5e59f508dc6b0c23d5cb,,,9
3,keep,e3a86173361dbf0574a3781d540b5259,,,9
3,drop,e47409feff05e7815c2908a2af47746b,e3a86173361dbf0574a3781d540b5259,0.7022,9
3,keep,81cdd8883ff6f9a18e75f2085db633be,,,9
3,drop,9e0fa510b3e5a89ab765dfa48957a4cc,87a1d44e21700bd0eb3db27371eb3999,0.771,9
3,drop,a28b628b33608b2cdadff12fc6aa2537,27f3dbbf2b9a5e59f508dc6b0c23d5cb,0.7013,9
3,keep,49764620319a820dfd2e6738861b1aa0,,,9
3,drop,fe025faa4c6e6de2a71f964b56de7c9c,49764620319a820dfd2e6738861b1aa0,0.7151,9
4,keep,784c60e4447c017aaa12f2013352b92b,,,8
4,keep,a82ab9e22ff10be0575503d3262a1a61,,,8
4,drop,4848dd56a8f4a49a77f8535469b9de1e,784c60e4447c017aaa12f2013352b92b,0.7213,8
4,keep,11a715facad7b619e3213ce126be1c77,,,8
4,drop,f4fb736869313562fdc74a65b7b9eb2a,11a715facad7b619e3213ce126be1c77,0.7428,8
4,keep,c9600084eb770e9fd5eecff32421e4d3,,,8
4,drop,a1edceba3500660a6c75be946b20242b,a82ab9e22ff10be0575503d3262a1a61,0.7729,8
4,drop,bbbe47a9dda0f30ae9d6457531b84ffa,a82ab9e22ff10be0575503d3262a1a61,0.7651,8
5,keep,8a327e4efafb98dee0f93c40e64d761e,,,8
5,drop,4d13e4678b695a9b5e8793ba8ac8da2e,8a327e4efafb98dee0f93c40e64d761e,0.7228,8
5,keep,91af122d94f80bb3d32eaed47bbce034,,,8
5,drop,a48e97856c956d50cc4f522574cd37fb,91af122d94f80bb3d32eaed47bbce034,0.7712,8
5,keep,b4bebe718759817d5cf440821cf435d7,,,8
5,drop,33ec4577b716c843eb1224b41204aab2,8a327e4efafb98dee0f93c40e64d761e,0.747,8
5,keep,e4229a7cea9d61ea5485091142e2fd3e,,,8
5,drop,8f18d0ffda3fb439d6ad4473d575409d,e4229a7cea9d61ea5485091142e2fd3e,0.7563,8
6,keep,4600b8e6025b7af1836bedf33e2b5c66,,,8
6,drop,1dda4dfc7a97b5f37085727da5852db2,4600b8e6025b7af1836bedf33e2b5c66,0.7859,8
6,keep,9d283bf4e70970f0a5931a65dd0d5211,,,8
6,drop,cdcf73225944d4e87e64f178371d897b,9d283bf4e70970f0a5931a65dd0d5211,0.7609,8
6,keep,5568eb519a51d50f5b2ac52321a6efdd,,,8
6,drop,4648da3952ca9db5259d110694b9ea8d,4600b8e6025b7af1836bedf33e2b5c66,0.7536,8
6,drop,cb0a506d82d41888c1e0b1d54649a53c,9d283bf4e70970f0a5931a65dd0d5211,0.7476,8
6,keep,cfdac1ca5172b91340648a9c1ed43a65,,,8
7,keep,c0910c1a35e06c172ab6403b20a6b9f0,,,8
7,keep,997973f9f9c08b7eabd1d7fe09050f00,,,8
7,keep,1b1d9451010fce1234639d728e25f3ec,,,8
7,keep,3f7aa0cadbf025a6bb6d728412e6e100,,,8
7,drop,874023604daab651e40939b852e94291,3f7aa0cadbf025a6bb6d728412e6e100,0.7154,8
7,drop,4ff695dbae442434b502b0605fd14675,c0910c1a35e06c172ab6403b20a6b9f0,0.7091,8
7,keep,fa185cbfa3c6bb40a7dd0397b88539d9,,,8
7,drop,e830b99a9330e3fa4feee8ac6f219083,fa185cbfa3c6bb40a7dd0397b88539d9,0.8716,8
8,keep,f61ec97dd1808dd49436c25aac6e0c4c,,,7
8,drop,b2de71e7e1619aa395f55e9859849f2f,f61ec97dd1808dd49436c25aac6e0c4c,0.839,7
8,keep,cf19c18868fc35dfd2628358ca4b73f1,,,7
8,drop,b673c0657c283f76f9020350bba98614,cf19c18868fc35dfd2628358ca4b73f1,0.7122,7
8,keep,f52d96b6efd32aa558588dd2e8fe1dfd,,,7
8,drop,ae1c6bd846449adbde74b0cba5cb7a19,f52d96b6efd32aa558588dd2e8fe1dfd,0.7323,7
8,drop,cbe58732cb94078090d6a35b712e19d8,cf19c18868fc35dfd2628358ca4b73f1,0.7048,7
9,keep,f6f6fd84d5275c9f2caa8edb15141607,,,7
9,drop,99cc5f5b9f1a86c14dc1970defb07799,f6f6fd84d5275c9f2caa8edb15141607,0.9012,7
9,drop,81750e90bca04910ea17513321e4a204,f6f6fd84d5275c9f2caa8edb15141607,0.7413,7
9,keep,f48064fda016dbc4391c353afb9e61c0,,,7
9,keep,0bfcecec15bb9bef0c8e59e2776ee3c7,,,7
9,drop,cb56eeb149fe1d3df30a43e374d7ab94,f6f6fd84d5275c9f2caa8edb15141607,0.7297,7
9,drop,452eca104841c28098e3ea454f9626c5,0bfcecec15bb9bef0c8e59e2776ee3c7,0.7494,7
10,keep,4aae2215d4d4ca911f61b2f159c188d5,,,6
10,drop,f815e7ebafbbfa2578e3abadc8a5d15b,4aae2215d4d4ca911f61b2f159c188d5,0.7754,6
10,drop,616abef9b646a96fb3f9fa9171d98e28,4aae2215d4d4ca911f61b2f159c188d5,0.7384,6
10,keep,644009d197e73a26659353807e116e84,,,6
10,drop,1febe89c017446eadebd0fce9a68b537,4aae2215d4d4ca911f61b2f159c188d5,0.712,6
10,keep,7790f122a65e43cbf84165a610eefcfd,,,6
11,keep,6edc4da86334190089f6a093bf258ab6,,,6
11,drop,b6084b84b97f67f4bd6adbf1fb74f2d2,6edc4da86334190089f6a093bf258ab6,0.9259,6
11,drop,7d5dbfb91ce9be33221e4ba9358326fd,6edc4da86334190089f6a093bf258ab6,0.744,6
11,keep,65fc1018a8862bdbe4d8a063c3130a0e,,,6
11,keep,f43994e34472b340e138b082c25d01e7,,,6
11,drop,82fbcd590d5506b7ce1122ee7159449d,65fc1018a8862bdbe4d8a063c3130a0e,0.7974,6
12,keep,5456189d4e5c15a790a868b70fd25625,,,6
12,drop,7a2980fb744ca6ea7a9b5d9fa4d838bb,5456189d4e5c15a790a868b70fd25625,0.8156,6
12,drop,e956c0c77d87f17644ec64ccd2abd66a,5456189d4e5c15a790a868b70fd25625,0.7655,6
12,keep,6a43f7e8b37e4f8a63ba3f178ef78016,,,6
12,drop,60a18d14b13eb21b56f3d3e77a315af7,6a43f7e8b37e4f8a63ba3f178ef78016,0.7467,6
12,drop,16272df65f00bdc126b5ca32de2b3a6b,5456189d4e5c15a790a868b70fd25625,0.7825,6
13,keep,464d35ac0644183c0891abde15a042c7,,,5
13,keep,321b013478d7d444ba897b75e9f71805,,,5
13,drop,32291426a698e316ff990f4b93e27e98,464d35ac0644183c0891abde15a042c7,0.7337,5
13,keep,a72727c39add8982af8cc5b32822bb40,,,5
13,drop,6e8abccc98b71d43a680d69b3f9af124,a72727c39add8982af8cc5b32822bb40,0.779,5
14,keep,8b0f143a34251629cd7c0d34743d3e63,,,6
14,keep,30b055a2178ca6019b4d891dfe253e6f,,,6
14,drop,51b9b885a29947706f22bc545238cb84,30b055a2178ca6019b4d891dfe253e6f,0.719,6
14,keep,c6d87f56f56c456d38f3b6967eb21eab,,,6
14,drop,2fb49b4bb80d5c1f3b5b2fc44fa8a763,c6d87f56f56c456d38f3b6967eb21eab,0.7413,6
14,drop,7baf8e46e8720b8b2d379d2ed3b776b2,c6d87f56f56c456d38f3b6967eb21eab,0.7557,6
15,keep,d1766314b6c9a6f528f4cb6643798d41,,,6
15,drop,7d3af9f4ccc93603028c8bcacf2d4dff,d1766314b6c9a6f528f4cb6643798d41,0.7073,6
15,keep,84405e9c0ebeae71e44866948dbb6e92,,,6
15,keep,a53b780941263a252bea531c73f2294d,,,6
15,drop,bb8c26c5d0ec96b601d3ac2bd4fb2283,84405e9c0ebeae71e44866948dbb6e92,0.7097,6
15,drop,35d511cc9aa867856fadbe6ebf464d78,a53b780941263a252bea531c73f2294d,0.7377,6
16,keep,69ab9dae3fcb1bcb79683b95e4836252,,,5
16,keep,673449b5e46a844b12b1599781684591,,,5
16,drop,aeaa36ea58cad0b8121e59321ef1d41e,673449b5e46a844b12b1599781684591,0.8509,5
16,keep,50a159e2f93214ad4ebb0ec9c5d428f7,,,5
16,drop,29fe9e445bbf0c9d84aec6799cbba4a5,50a159e2f93214ad4ebb0ec9c5d428f7,0.7291,5
17,keep,c4e0ad6ea862813515ef53b70ad8021e,,,5
17,drop,c4a30ab614d7d3e37e99434341191331,c4e0ad6ea862813515ef53b70ad8021e,0.892,5
17,drop,3cb4631d3f2db61bfa503633d37dc45a,c4e0ad6ea862813515ef53b70ad8021e,0.7844,5
17,drop,5a89e95c1dfe4f320ac954517281f9eb,c4e0ad6ea862813515ef53b70ad8021e,0.7592,5
17,keep,15a3396c7f121c19977fb8cf543da766,,,5
18,keep,70d813b5e09d4fdac98c761c15c28a62,,,5
18,keep,69e6550df1d1713b0bde6c627c42deab,,,5
18,drop,130e070fe606be39506ac1dc4bd7f5bf,70d813b5e09d4fdac98c761c15c28a62,0.7482,5
18,drop,b57e87397f4281b1d3a918c7bd2c9e3a,70d813b5e09d4fdac98c761c15c28a62,0.7096,5
18,drop,1c8a65cafba1a82092bf5ff231205f71,70d813b5e09d4fdac98c761c15c28a62,0.7048,5
19,keep,462839866ad252b9bbf2c34be653745e,,,4
19,drop,70fa73960db8729c176876aefff96562,462839866ad252b9bbf2c34be653745e,0.7136,4
19,drop,06a7dc123ee1cd1a88b5563bb332666c,462839866ad252b9bbf2c34be653745e,0.7001,4
19,keep,ff1ca9ec7c9d1694dcacaf5176976967,,,4
20,keep,3858dedc8e091fc0315c50e7f8d74a56,,,4
20,drop,b61a1c350af793cba5f2e936ed314627,3858dedc8e091fc0315c50e7f8d74a56,0.8666,4
20,keep,11987580ef3e38921af9931918c88a26,,,4
20,drop,2230a7655194054d5b1d2b52998d1585,11987580ef3e38921af9931918c88a26,0.8454,4
21,keep,93b69d2902a418c407b43b1da3248c8d,,,4
21,drop,65bf2cc6f9ed1eed86b8e7a908efe834,93b69d2902a418c407b43b1da3248c8d,0.7191,4
21,drop,da610fb22e9ba742ebb7a9117b2f24cc,93b69d2902a418c407b43b1da3248c8d,0.701,4
21,keep,be4ed7eb6be88b0c859a7dbdea0c90fc,,,4
22,keep,bd9022853225c1e8a46bc9eca27533f0,,,4
22,drop,2fd7cbd01f3cecb64e915a0a62121cda,bd9022853225c1e8a46bc9eca27533f0,0.8697,4
22,drop,878be7ee5bdda3b29e2417f6dc93af64,bd9022853225c1e8a46bc9eca27533f0,0.7108,4
22,drop,46f1c6a77e6de339e042fbb6334ae713,bd9022853225c1e8a46bc9eca27533f0,0.7015,4
23,keep,2102cdaee1284c7da24effe67551ee87,,,4
23,keep,a8a951c084f704fb77c2a3ab1c21b474,,,4
23,drop,e8d79e4c9b85f70b581e3403241672e5,2102cdaee1284c7da24effe67551ee87,0.7012,4
23,drop,6549ae500a4a645d44efb7a611c5ab21,a8a951c084f704fb77c2a3ab1c21b474,0.7014,4
24,keep,6cf483d54bbae9d7fc1009a5e2cf782d,,,4
24,keep,2e8e1273e497a95810ed43ca7eaf09c6,,,4
24,drop,1d33889037497d32695ac48a786af6d5,6cf483d54bbae9d7fc1009a5e2cf782d,0.7053,4
24,drop,befda4b7504b03a7d5e9ca92f2757c41,2e8e1273e497a95810ed43ca7eaf09c6,0.8832,4
25,keep,fb8886059879eaac70139336cb525838,,,4
25,drop,aa96214fca7ea520191a2263f0ee6ac0,fb8886059879eaac70139336cb525838,0.7557,4
25,keep,fe354e2b6f25e4f4110aed552eb55fc5,,,4
25,drop,5dfac783c03cb58f51dd856ecc2bc16c,fb8886059879eaac70139336cb525838,0.7051,4
26,keep,50467a6acf3c242827713dc6dd1b5836,,,4
26,drop,f02b9020d7bc40972be3d30d13b745c4,50467a6acf3c242827713dc6dd1b5836,0.8751,4
26,keep,9b238129762edd83f472e5b3abf9e639,,,4
26,drop,55321af8983669e2145d69e518fbc54c,9b238129762edd83f472e5b3abf9e639,0.9131,4
27,keep,66dc57a3320d9abd25eaf8b74c07c7bb,,,4
27,drop,7453f914420e9b89a68dae903210b8b8,66dc57a3320d9abd25eaf8b74c07c7bb,0.7332,4
27,keep,5f712fa46f7c0d69e8d9a4b6cd9327bc,,,4
27,drop,58476708525d4b4fb5308d069645e097,66dc57a3320d9abd25eaf8b74c07c7bb,0.7621,4
28,keep,4ba91dfdc9e3dadbf2a947592ec3ac0c,,,4
28,keep,e3f0542a702cef736b649df9a3a98e8c,,,4
28,drop,eb62229279cd8ab73c9ca81171f14762,e3f0542a702cef736b649df9a3a98e8c,0.7262,4
28,drop,2268c3174c1c0890af7ae1bae4c8cd74,4ba91dfdc9e3dadbf2a947592ec3ac0c,0.7464,4
29,keep,0bce55d17bcc628e62c843a2420e723d,,,4
29,drop,6aff87e11871f4ce9682eec497239c71,0bce55d17bcc628e62c843a2420e723d,0.7141,4
29,keep,5dcd43e6710799fbb64f0c250a13d0ff,,,4
29,drop,73f6bfb643e1d0d8d3868b7f1f0cd33d,5dcd43e6710799fbb64f0c250a13d0ff,0.7467,4
30,keep,ef7e5ebd23757e3446d0bc4c47dc8e96,,,3
30,drop,aaaf612f7fec8578ed03e4075b429a21,ef7e5ebd23757e3446d0bc4c47dc8e96,0.7091,3
30,keep,2d04835e3b30fd9dcf1fe23dfc9812d9,,,3
31,keep,53a053373822079628726191fc5b76d6,,,3
31,keep,d2e99d97cea5ba41f7d2e30a221adee4,,,3
31,drop,fb01a0a69517bb47d7f4699b6217f69d,d2e99d97cea5ba41f7d2e30a221adee4,0.7293,3
32,keep,b79a6f8a47e79bfc1dabc48c37d54464,,,3
32,drop,a5694e9a3cdc76a58c9ad784e909abcf,b79a6f8a47e79bfc1dabc48c37d54464,0.8966,3
32,drop,20295d0f4917e297c4827296397fbec1,b79a6f8a47e79bfc1dabc48c37d54464,0.8247,3
33,keep,cc749cec9e37b3e141e62a6a33c6eaf3,,,3
33,drop,883da8599360fdc5f7ce01ec771b2e65,cc749cec9e37b3e141e62a6a33c6eaf3,0.8497,3
33,keep,fa74ab756f01ab6b562643955d297cba,,,3
34,keep,84f098dc3c4bbd751d9f5e66098bbeca,,,3
34,drop,eea0cd8ab449057ce50b7d411b63d6e3,84f098dc3c4bbd751d9f5e66098bbeca,0.7242,3
34,drop,887d935886b409acc14fa55a3c7e05ba,84f098dc3c4bbd751d9f5e66098bbeca,0.7229,3
35,keep,57d82e5381a64e28e1daae58c9806ab5,,,3
35,drop,56a882d88e118dcb77a63bfdbdf0b716,57d82e5381a64e28e1daae58c9806ab5,0.719,3
35,keep,d8530375294e4c94c9c2aa2c7f79c13c,,,3
36,keep,d676924aa4d2c3259e47e91955fe161f,,,3
36,drop,c4cde1827d4895957ca8507e37a3cf76,d676924aa4d2c3259e47e91955fe161f,0.717,3
36,keep,850b9fffc6972f75431db42dd07845a9,,,3
37,keep,d375f524d50db8fcf857eadcb70ef5d1,,,3
37,drop,8b19e141c1741cb06bdff6bffc9503b1,d375f524d50db8fcf857eadcb70ef5d1,0.7004,3
37,keep,66197db203b87630238f7199434cccba,,,3
38,keep,6b4c77b671e8412d65773f9614816db0,,,3
38,drop,dc10032bf598b0a3268074de4bb2d7b6,6b4c77b671e8412d65773f9614816db0,0.7488,3
38,drop,e10ebd20ef424d61222ccc5e97dcc76b,6b4c77b671e8412d65773f9614816db0,0.8928,3
39,keep,b19b678ac181c02332d1ba7acb6ba436,,,3
39,drop,6f50ffdccefb38de120dfb796577fd5b,b19b678ac181c02332d1ba7acb6ba436,0.8353,3
39,drop,5f554a63b2a187b75a1764282fbf10b6,b19b678ac181c02332d1ba7acb6ba436,0.9432,3
40,keep,367f122e80bcd0bffc02f6a04c1d8234,,,3
40,drop,b5343f9567df8a68c3276f8d8cdcc6a5,367f122e80bcd0bffc02f6a04c1d8234,0.9055,3
40,drop,9effeea56c413b92340b89d1240769c1,367f122e80bcd0bffc02f6a04c1d8234,0.9053,3
41,keep,a45c077803194bf256f58964f457d5cb,,,3
41,drop,eea47f9bc6d774e29cd36167365775bf,a45c077803194bf256f58964f457d5cb,0.8277,3
41,drop,09a9f7497e6ba14eb0a12388ca17540d,a45c077803194bf256f58964f457d5cb,0.7618,3
42,keep,9716b5d2e13a28be3dc836134153720c,,,3
42,drop,1c4653246dc78308252d47160786ad15,9716b5d2e13a28be3dc836134153720c,0.9076,3
42,drop,8d5860e10e09ee25e066ee7fb699453d,9716b5d2e13a28be3dc836134153720c,0.7037,3
43,keep,294017fb97e4fec299eb8e83fd2d3be2,,,3
43,drop,9a22abb1da9fc91bb8ae7b91bfe1451e,294017fb97e4fec299eb8e83fd2d3be2,0.7191,3
43,keep,05b09773ad1b34275f0b5adee3c650ab,,,3
44,keep,9a4ba048c62623465d6a7a0d8549a657,,,3
44,drop,49a2ed9b6af2a48a788b9dd6066bdb0a,9a4ba048c62623465d6a7a0d8549a657,0.7237,3
44,drop,cbaaf646e582b153aa87262de00bd4a0,9a4ba048c62623465d6a7a0d8549a657,0.7114,3
45,keep,b4265cba12f772b5bb29989f775f8906,,,3
45,drop,68a362123aff27d79dbc5284a948030c,b4265cba12f772b5bb29989f775f8906,0.7149,3
45,drop,8b126306391fa2af0f8bea265f2c9666,b4265cba12f772b5bb29989f775f8906,0.7048,3
46,keep,a21c88c3d7c1a95eec2fdc7300fdfee0,,,3
46,drop,94e121bc4a7091b881e8dd9b6c2be6b5,a21c88c3d7c1a95eec2fdc7300fdfee0,0.9322,3
46,drop,6cbc6f7259cb45a4086cd584aec53857,a21c88c3d7c1a95eec2fdc7300fdfee0,0.9164,3
47,keep,1141ca7040f9f32bf84531cc1b1d9f51,,,3
47,keep,30703edaf3bf39b0d04685f0f0a1d43b,,,3
47,drop,620a6fbf50a7463ed0a8932782d7b969,30703edaf3bf39b0d04685f0f0a1d43b,0.7583,3
48,keep,6a363e70baf98838b0093f9ae93052fd,,,3
48,keep,7f8e10f3342e3763a4251fbde58ba92e,,,3
48,drop,c614dc18ffa37f8007c2aead39e65342,6a363e70baf98838b0093f9ae93052fd,0.9128,3
49,keep,dbf09c7c30806ef30dca99273d05075b,,,3
49,keep,e528d21e5e6c87a9a1579214f6ec345d,,,3
49,drop,773d5f35cb242573885d18d302a9157c,dbf09c7c30806ef30dca99273d05075b,0.774,3
50,keep,70f71c6fa7ad2baeaff157a299e276a0,,,3
50,drop,df4146c2cb4e97d9c227bdd90d4dc6f8,70f71c6fa7ad2baeaff157a299e276a0,0.7124,3
50,drop,63226114e772943ce7f8017d9f5d4b90,70f71c6fa7ad2baeaff157a299e276a0,0.722,3
51,keep,a48b27a0f0f78595b8d71a4b373acf81,,,3
51,drop,7fa4634ab59a7832bc877fef162eacaa,a48b27a0f0f78595b8d71a4b373acf81,0.83,3
51,keep,a1f79e44db2ca88a3c1b330af1343d61,,,3
52,keep,1496bd10b5eb474af7b764aed67309ba,,,3
52,drop,8596a2f7e68a0e11a5653fb2457db08f,1496bd10b5eb474af7b764aed67309ba,0.7201,3
52,keep,ff80dfefc41b8863b476c5840f88fec0,,,3
53,keep,c2f90bbc5200609817a0745279582e72,,,3
53,drop,6303244b26eef8e081298bfeac827403,c2f90bbc5200609817a0745279582e72,0.7038,3
53,keep,3eee912c7daba1d6c5c6968ef71b5570,,,3
54,keep,2a837ababa0cb124818a3b4852244711,,,3
54,drop,4c25d8ba4a2ecabe2b69b901c994e2dd,2a837ababa0cb124818a3b4852244711,0.7162,3
54,keep,b8affdee909004e05802b957c7d6e61c,,,3
55,keep,9d1bda4d28af5a9f5d1d96833cec1728,,,3
55,drop,2de0597cbb7af462bfdb7b1c4f935248,9d1bda4d28af5a9f5d1d96833cec1728,0.7792,3
55,drop,e9d628364cf51891028163e0cfca628c,9d1bda4d28af5a9f5d1d96833cec1728,0.9231,3
