cluster_id,image_id,action
3,e3a86173361dbf0574a3781d540b5259,keep_safe
3,e47409feff05e7815c2908a2af47746b,keep_safe
3,fe025faa4c6e6de2a71f964b56de7c9c,keep_safe
4,11a715facad7b619e3213ce126be1c77,keep_safe
4,4848dd56a8f4a49a77f8535469b9de1e,keep_safe
4,784c60e4447c017aaa12f2013352b92b,keep_safe
4,a1edceba3500660a6c75be946b20242b,keep_safe
4,a82ab9e22ff10be0575503d3262a1a61,keep_safe
4,bbbe47a9dda0f30ae9d6457531b84ffa,keep_safe
4,c9600084eb770e9fd5eecff32421e4d3,keep_safe
4,f4fb736869313562fdc74a65b7b9eb2a,keep_safe
5,33ec4577b716c843eb1224b41204aab2,keep_safe
5,4d13e4678b695a9b5e8793ba8ac8da2e,keep_safe
5,8a327e4efafb98dee0f93c40e64d761e,keep_safe
5,8f18d0ffda3fb439d6ad4473d575409d,keep_safe
5,91af122d94f80bb3d32eaed47bbce034,keep_safe
5,a48e97856c956d50cc4f522574cd37fb,keep_safe
5,b4bebe718759817d5cf440821cf435d7,keep_safe
5,e4229a7cea9d61ea5485091142e2fd3e,keep_safe
6,1dda4dfc7a97b5f37085727da5852db2,keep_safe
6,4600b8e6025b7af1836bedf33e2b5c66,keep_safe
6,4648da3952ca9db5259d110694b9ea8d,keep_safe
6,5568eb519a51d50f5b2ac52321a6efdd,keep_safe
6,9d283bf4e70970f0a5931a65dd0d5211,keep_safe
6,cb0a506d82d41888c1e0b1d54649a53c,keep_safe
6,cdcf73225944d4e87e64f178371d897b,keep_safe
6,cfdac1ca5172b91340648a9c1ed43a65,keep_safe
7,1b1d9451010fce1234639d728e25f3ec,keep_safe
7,3f7aa0cadbf025a6bb6d728412e6e100,keep_safe
7,4ff695dbae442434b502b0605fd14675,keep_safe
7,874023604daab651e40939b852e94291,keep_safe
7,997973f9f9c08b7eabd1d7fe09050f00,keep_safe
7,c0910c1a35e06c172ab6403b20a6b9f0,keep_safe
7,e830b99a9330e3fa4feee8ac6f219083,keep_safe
7,fa185cbfa3c6bb40a7dd0397b88539d9,keep_safe
8,ae1c6bd846449adbde74b0cba5cb7a19,keep_safe
8,b2de71e7e1619aa395f55e9859849f2f,keep_safe
8,b673c0657c283f76f9020350bba98614,keep_safe
8,cbe58732cb94078090d6a35b712e19d8,keep_safe
8,cf19c18868fc35dfd2628358ca4b73f1,keep_safe
8,f52d96b6efd32aa558588dd2e8fe1dfd,keep_safe
8,f61ec97dd1808dd49436c25aac6e0c4c,keep_safe
9,0bfcecec15bb9bef0c8e59e2776ee3c7,keep_safe
9,452eca104841c28098e3ea454f9626c5,keep_safe
9,81750e90bca04910ea17513321e4a204,keep_safe
9,99cc5f5b9f1a86c14dc1970defb07799,keep_safe
9,cb56eeb149fe1d3df30a43e374d7ab94,keep_safe
9,f48064fda016dbc4391c353afb9e61c0,keep_safe
9,f6f6fd84d5275c9f2caa8edb15141607,keep_safe
10,1febe89c017446eadebd0fce9a68b537,keep_safe
10,4aae2215d4d4ca911f61b2f159c188d5,keep_safe
10,616abef9b646a96fb3f9fa9171d98e28,keep_safe
10,644009d197e73a26659353807e116e84,keep_safe
10,7790f122a65e43cbf84165a610eefcfd,keep_safe
10,f815e7ebafbbfa2578e3abadc8a5d15b,keep_safe
11,65fc1018a8862bdbe4d8a063c3130a0e,keep_safe
11,6edc4da86334190089f6a093bf258ab6,keep_safe
11,7d5dbfb91ce9be33221e4ba9358326fd,keep_safe
11,82fbcd590d5506b7ce1122ee7159449d,keep_safe
11,b6084b84b97f67f4bd6adbf1fb74f2d2,keep_safe
11,f43994e34472b340e138b082c25d01e7,keep_safe
12,16272df65f00bdc126b5ca32de2b3a6b,keep_safe
12,5456189d4e5c15a790a868b70fd25625,keep_safe
12,60a18d14b13eb21b56f3d3e77a315af7,keep_safe
12,6a43f7e8b37e4f8a63ba3f178ef78016,keep_safe
12,7a2980fb744ca6ea7a9b5d9fa4d838bb,keep_safe
12,e956c0c77d87f17644ec64ccd2abd66a,keep_safe
13,321b013478d7d444ba897b75e9f71805,keep_twin_survivor
13,32291426a698e316ff990f4b93e27e98,keep_safe
13,464d35ac0644183c0891abde15a042c7,drop_user_twin
13,6e6c2361d595ec7d96bccb42051c0f4a,keep_safe
13,6e8abccc98b71d43a680d69b3f9af124,keep_safe
13,a72727c39add8982af8cc5b32822bb40,keep_safe
14,2fb49b4bb80d5c1f3b5b2fc44fa8a763,keep_safe
14,30b055a2178ca6019b4d891dfe253e6f,keep_safe
14,51b9b885a29947706f22bc545238cb84,keep_safe
14,7baf8e46e8720b8b2d379d2ed3b776b2,keep_safe
14,8b0f143a34251629cd7c0d34743d3e63,keep_safe
14,c6d87f56f56c456d38f3b6967eb21eab,keep_safe
15,35d511cc9aa867856fadbe6ebf464d78,keep_safe
15,7d3af9f4ccc93603028c8bcacf2d4dff,keep_safe
15,84405e9c0ebeae71e44866948dbb6e92,keep_safe
15,a53b780941263a252bea531c73f2294d,keep_safe
15,bb8c26c5d0ec96b601d3ac2bd4fb2283,keep_safe
15,d1766314b6c9a6f528f4cb6643798d41,keep_safe
16,29fe9e445bbf0c9d84aec6799cbba4a5,keep_safe
16,50a159e2f93214ad4ebb0ec9c5d428f7,keep_safe
16,673449b5e46a844b12b1599781684591,keep_safe
16,69ab9dae3fcb1bcb79683b95e4836252,keep_safe
16,aeaa36ea58cad0b8121e59321ef1d41e,keep_safe
17,15a3396c7f121c19977fb8cf543da766,keep_safe
17,3cb4631d3f2db61bfa503633d37dc45a,keep_safe
17,5a89e95c1dfe4f320ac954517281f9eb,keep_safe
17,c4a30ab614d7d3e37e99434341191331,keep_safe
17,c4e0ad6ea862813515ef53b70ad8021e,keep_safe
18,130e070fe606be39506ac1dc4bd7f5bf,keep_safe
18,1c8a65cafba1a82092bf5ff231205f71,keep_safe
18,69e6550df1d1713b0bde6c627c42deab,keep_safe
18,70d813b5e09d4fdac98c761c15c28a62,keep_safe
18,b57e87397f4281b1d3a918c7bd2c9e3a,keep_safe
19,06a7dc123ee1cd1a88b5563bb332666c,keep_safe
19,462839866ad252b9bbf2c34be653745e,keep_safe
19,70fa73960db8729c176876aefff96562,keep_safe
19,ff1ca9ec7c9d1694dcacaf5176976967,keep_safe
20,11987580ef3e38921af9931918c88a26,keep_safe
20,2230a7655194054d5b1d2b52998d1585,keep_safe
20,3858dedc8e091fc0315c50e7f8d74a56,keep_safe
20,b61a1c350af793cba5f2e936ed314627,keep_safe
21,65bf2cc6f9ed1eed86b8e7a908efe834,keep_safe
21,93b69d2902a418c407b43b1da3248c8d,keep_safe
21,be4ed7eb6be88b0c859a7dbdea0c90fc,keep_safe
21,da610fb22e9ba742ebb7a9117b2f24cc,keep_safe
22,2fd7cbd01f3cecb64e915a0a62121cda,keep_safe
22,46f1c6a77e6de339e042fbb6334ae713,keep_safe
22,878be7ee5bdda3b29e2417f6dc93af64,keep_safe
22,bd9022853225c1e8a46bc9eca27533f0,keep_safe
23,2102cdaee1284c7da24effe67551ee87,keep_safe
23,6549ae500a4a645d44efb7a611c5ab21,keep_safe
23,a8a951c084f704fb77c2a3ab1c21b474,keep_safe
23,e8d79e4c9b85f70b581e3403241672e5,keep_safe
24,1d33889037497d32695ac48a786af6d5,keep_safe
24,2e8e1273e497a95810ed43ca7eaf09c6,keep_safe
24,6cf483d54bbae9d7fc1009a5e2cf782d,keep_safe
24,befda4b7504b03a7d5e9ca92f2757c41,keep_safe
25,5dfac783c03cb58f51dd856ecc2bc16c,keep_safe
25,aa96214fca7ea520191a2263f0ee6ac0,keep_safe
25,fb8886059879eaac70139336cb525838,keep_safe
25,fe354e2b6f25e4f4110aed552eb55fc5,keep_safe
26,50467a6acf3c242827713dc6dd1b5836,keep_safe
26,55321af8983669e2145d69e518fbc54c,keep_safe
26,9b238129762edd83f472e5b3abf9e639,keep_safe
26,f02b9020d7bc40972be3d30d13b745c4,keep_safe
27,58476708525d4b4fb5308d069645e097,keep_safe
27,5f712fa46f7c0d69e8d9a4b6cd9327bc,keep_safe
27,66dc57a3320d9abd25eaf8b74c07c7bb,keep_safe
27,7453f914420e9b89a68dae903210b8b8,keep_safe
28,2268c3174c1c0890af7ae1bae4c8cd74,keep_safe
28,4ba91dfdc9e3dadbf2a947592ec3ac0c,keep_safe
28,e3f0542a702cef736b649df9a3a98e8c,keep_safe
28,eb62229279cd8ab73c9ca81171f14762,keep_safe
29,0bce55d17bcc628e62c843a2420e723d,keep_safe
29,5dcd43e6710799fbb64f0c250a13d0ff,keep_safe
29,6aff87e11871f4ce9682eec497239c71,keep_safe
29,73f6bfb643e1d0d8d3868b7f1f0cd33d,keep_safe
30,2d04835e3b30fd9dcf1fe23dfc9812d9,keep_safe
30,aaaf612f7fec8578ed03e4075b429a21,keep_safe
30,ef7e5ebd23757e3446d0bc4c47dc8e96,keep_safe
31,53a053373822079628726191fc5b76d6,keep_safe
31,d2e99d97cea5ba41f7d2e30a221adee4,keep_safe
31,fb01a0a69517bb47d7f4699b6217f69d,keep_safe
32,20295d0f4917e297c4827296397fbec1,keep_safe
32,a5694e9a3cdc76a58c9ad784e909abcf,keep_safe
32,b79a6f8a47e79bfc1dabc48c37d54464,keep_safe
33,883da8599360fdc5f7ce01ec771b2e65,keep_safe
33,cc749cec9e37b3e141e62a6a33c6eaf3,keep_safe
33,fa74ab756f01ab6b562643955d297cba,keep_safe
34,84f098dc3c4bbd751d9f5e66098bbeca,keep_safe
34,887d935886b409acc14fa55a3c7e05ba,keep_safe
34,eea0cd8ab449057ce50b7d411b63d6e3,keep_safe
35,56a882d88e118dcb77a63bfdbdf0b716,keep_safe
35,57d82e5381a64e28e1daae58c9806ab5,keep_safe
35,d8530375294e4c94c9c2aa2c7f79c13c,keep_safe
