drop_id,source,alive,protected
1f722fff98986499a0aea339cd05a75d,B_safe_twin|F_confirmed_twins_gallery,False,False
1f86b6a526481bc5d2ca18d94f94f062,B_safe_twin|F_confirmed_twins_gallery,False,False
203c6d9817fc00d1b1fdcc6eae2118b4,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
21842d9a9ebb1e4efb6527fa04163452,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
21da367ab5b9d2b74882cbd626042608,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
21dcd35e0e0aaa2e5453c871874a8ae1,B_safe_twin|F_confirmed_twins_gallery,False,False
223e1179a9dcf7c13871234edc99fc1b,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
2309b313ab206df1adf09d970478f4c0,B_safe_twin|F_confirmed_twins_gallery,False,False
231c7be81560497b2015a0b9a9a04d32,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
248849ede6c19a5b38182908836cb666,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
24ccdd39791fcac60d157701cb18c200,B_safe_twin|F_confirmed_twins_gallery,False,False
25c2e6b1c5a915c24df1732d4de8e435,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
25c5c31bc182f9c26fb4c084e1fa2df4,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
264e5e8732450598190acec51da65cdc,B_safe_twin|F_confirmed_twins_gallery,False,False
26bc992079d504e172e50fb565915bf7,B_safe_twin|F_confirmed_twins_gallery,False,False
26db031a2a246f6525d08296fad489f6,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
26f717c6128d8e5d0854376f01893c8a,B_safe_twin|F_confirmed_twins_gallery,False,False
273aca7c9745bca16dcfb07930f0fc52,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
276fe273713496862d1e614288e3f670,B_safe_twin|F_confirmed_twins_gallery,False,False
27f3dbbf2b9a5e59f508dc6b0c23d5cb,C_user_multi_drop|D_friday_explicit_drop,False,False
280220720b546eacfa223edf513ec94e,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
285e28ef159dc6a54e18cc1962136596,B_safe_twin|F_confirmed_twins_gallery,False,False
28c2858a4d611799f6748464e1eb825d,B_safe_twin|F_confirmed_twins_gallery,False,False
28ca3539cc4b25b0a3d571c1fe108aba,B_safe_twin|F_confirmed_twins_gallery,False,False
28ca63263be7194fbefbfaedd0637469,B_safe_twin|F_confirmed_twins_gallery,False,False
28d2e92f40bdd98d7cd5275fa448fe2d,B_safe_twin|F_confirmed_twins_gallery,False,False
2902a2f38703f59632892819a1c72377,B_safe_twin|F_confirmed_twins_gallery,False,False
29053c264a170a054de97ff356245dfc,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
291b2132e1fb9131478b8d691406874b,B_safe_twin|F_confirmed_twins_gallery,False,False
29266f4feb6766468bce536888b3bc0c,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
299cbccbc459c1c8c2685a92fb3c9182,B_safe_twin|F_confirmed_twins_gallery,False,False
2a3883e1ff960fefc4b94fe5b1b0391e,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
2a6d0c4bd562bb83e9863a175af50de4,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
2a709812f21cab8f45ccc91371b7dc5f,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
2ad0a0582297b6f2ddb131796e300ee3,B_safe_twin|F_confirmed_twins_gallery,False,False
2ad0f2857a4552a25127205fd04a5e9f,B_safe_twin|F_confirmed_twins_gallery,False,False
2af2dd6d1fb4012582c9932ab3147492,B_safe_twin|F_confirmed_twins_gallery,False,False
2b2866cb48fb18fa8dadd200798c5feb,B_safe_twin|F_confirmed_twins_gallery,False,False
2b340c9844077ddcdf641adac5f116e3,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
2bb4f3202acd0b3cd10ffae292b6edf8,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
2c688d7d92059ab3bac7c190dd6e31cd,B_safe_twin|F_confirmed_twins_gallery,False,False
2c6b8913a7bae36c8ceb01fbd102d74f,B_safe_twin|F_confirmed_twins_gallery,False,False
2cf0ca3050e57483195091e21cfbbab6,B_safe_twin|F_confirmed_twins_gallery,False,False
2dfc3c0d45043aa9d7aee9560f487a43,B_safe_twin|F_confirmed_twins_gallery,False,False
2e2d3ed2069dd704dde97c3d6d194b94,B_safe_twin|F_confirmed_twins_gallery,False,False
2ec367872ec7245522d6090ae792d6e0,B_safe_twin|F_confirmed_twins_gallery,False,False
2ee04159001b56e9f28dfa9541e1b9fb,B_safe_twin|F_confirmed_twins_gallery,False,False
2f06601cb2159b6b369e145d19e59081,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
2f27c52c7d58fbe0818d6531d3707c78,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
2f5379bf67ca1190c7f168736d9d8efc,B_safe_twin|F_confirmed_twins_gallery,False,False
2f711ff54c15f3d9d627cb5e98b278fb,B_safe_twin|F_confirmed_twins_gallery,False,False
2fb68d6713a52e322692dbc99ac82444,B_safe_twin|F_confirmed_twins_gallery,False,False
2fdc521c56b6cce0e7907d05a8db1f25,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
30524fa719ca467beaeed0879835ae7a,B_safe_twin|F_confirmed_twins_gallery,False,False
306c500894cef0f73406f227152ef357,B_safe_twin|F_confirmed_twins_gallery,False,False
30714dc10ad30cb8cda2ed487ebd4934,B_safe_twin|F_confirmed_twins_gallery,False,False
3094f0e7f338e708620942f9f939c7cf,B_safe_twin|F_confirmed_twins_gallery,False,False
3112c494c644128c2a0f7fbc1e9a23f1,B_safe_twin|F_confirmed_twins_gallery,False,False
31b7e0ab60877ab8de35a95e04629144,B_safe_twin|F_confirmed_twins_gallery,False,False
31cf52bcc7a77d04bb82932c235c796f,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
3381ea445ec8554a5cb3e7d3153fc0c1,B_safe_twin|F_confirmed_twins_gallery,False,False
340236fc3587d38939e3dd669bbfe3e8,B_safe_twin|F_confirmed_twins_gallery,False,False
342cf992c6259c1e9dd731d27a4573cc,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
344cc56a75aa993d5b20be3f31210879,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
349b1b6fa6ffc5625b8eedabf03d5948,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
34bf9dcd2f03642e6d42163091900112,B_safe_twin|F_confirmed_twins_gallery,False,False
35590689349e29d6540a7c14f8a3d42c,B_safe_twin|F_confirmed_twins_gallery,False,False
357bb7135ffd688bbd6ae0efc984342e,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
35b2e442142f53c58e83e1a0f0636472,B_safe_twin|F_confirmed_twins_gallery,False,False
35b5971800492e04d2ecd6b3439b0017,B_safe_twin|F_confirmed_twins_gallery,False,False
35c7912e941c9bf21594deeda6c891e2,B_safe_twin|F_confirmed_twins_gallery,False,False
3659fd7b7207e8a9c2595c04aef3587e,B_safe_twin|F_confirmed_twins_gallery,False,False
36b63b6aac630b8b13f9097001c0bf5b,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
3752b697cae9f81a9d5ffe44dac58e7a,B_safe_twin|F_confirmed_twins_gallery,False,False
37d3511b61cfe994b82147b5d4b09ae4,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
3848fce177d0cc469f4ca60d802445af,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
38d5fe1d5718ada9a476c7690dfcfde0,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
39026a5b4f7486acd7ab9d02482ff69b,B_safe_twin|F_confirmed_twins_gallery,False,False
3916b0e11e209f1afa4cbcadb3f1b9dc,B_safe_twin|F_confirmed_twins_gallery,False,False
3a08f79c589a9e1d00a258e86a1331ce,B_safe_twin|F_confirmed_twins_gallery,False,False
3a307aeade076ae4aab09ae25a5d30b1,B_safe_twin|F_confirmed_twins_gallery,False,False
3a6161c02efaf0c49fe4dc6ffd76c838,B_safe_twin|F_confirmed_twins_gallery,False,False
3a9d5791b0cc64ff0dae5dd26e6006ab,B_safe_twin|F_confirmed_twins_gallery,False,False
3ad48056423f5a0710d13d943f112fe1,B_safe_twin|F_confirmed_twins_gallery,False,False
3b5b3a2cc026cf58cc19bfa66b4873e3,B_safe_twin|F_confirmed_twins_gallery,False,False
3babb9b35e40e2bea17239a5a3ffeaec,B_safe_twin|F_confirmed_twins_gallery,False,False
3bdd92d91566a9719c76ca639db6a143,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
3c659b2837afab3af6b952fcbaa6a515,B_safe_twin|F_confirmed_twins_gallery,False,False
3c87d6e4b488073a424d625d6130dd25,B_safe_twin|F_confirmed_twins_gallery,False,False
3cb832450f38c16278b3c78d15f7be7f,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
3d334ec1be0544fd6fff794a77631eef,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
3d5b16b57612afc445ab30c74f2b6972,B_safe_twin|F_confirmed_twins_gallery,False,False
3d7c76e3d1106d038356561b67b4ac1a,B_safe_twin|F_confirmed_twins_gallery,False,False
3da913b3f89eefa02a90c878ebc4c3ae,B_safe_twin|F_confirmed_twins_gallery,False,False
3ea2b7849d7ce4fccad168565e8e669e,B_safe_twin|F_confirmed_twins_gallery,False,False
3ea446fb35b118a634e5f5ce509f672b,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
41cb4989ff5f99e7fee7af7e666e8319,B_safe_twin|F_confirmed_twins_gallery,False,False
41eabdf6d7f3a3ac22d0f7a83aea1053,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
43111f9c3a9aca9f3b1daf09f392f3c8,B_safe_twin|F_confirmed_twins_gallery,False,False
435f5526bfee811bcd4bbf54ad40b600,B_safe_twin|F_confirmed_twins_gallery,False,False
436fe677570dbf833a4298a1f0346edf,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
43f1934ed5821f2b4897e6535b432668,B_safe_twin|F_confirmed_twins_gallery,False,False
43fb03bd110f08e7c36fcbfcf43feccf,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
44350cd9c0b41005308e65c2d9ee8ac1,B_safe_twin|F_confirmed_twins_gallery,False,False
446664c5c1545096585825aad5bc9310,B_safe_twin|F_confirmed_twins_gallery,False,False
4466722a9c574e8572224b7e853d4f53,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
447ceabf87de7431032ef708132594d5,B_safe_twin|F_confirmed_twins_gallery,False,False
44a18e239f8354b5347d91855a2508bd,B_safe_twin|F_confirmed_twins_gallery,False,False
44fe9866a8fbfc80642bd800e2e4954b,B_safe_twin|F_confirmed_twins_gallery,False,False
450f03b3f86c156365c1f7ef8e38f995,B_safe_twin|F_confirmed_twins_gallery,False,False
45910500e405b732fd6c0d50c921e3f4,B_safe_twin|F_confirmed_twins_gallery,False,False
462d4231224f8acdc85dc9449f803a2d,B_safe_twin|F_confirmed_twins_gallery,False,False
4639b28cdc127ee5809e2223d50035ed,B_safe_twin|F_confirmed_twins_gallery,False,False
464d35ac0644183c0891abde15a042c7,C_user_multi_drop|D_friday_explicit_drop,False,False
464f8dbd8b906717dd1eb94a344f7262,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
46de8984e7374ec2a14fe538720cf688,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
46f767c8c76697a603e52b56a33f86a0,B_safe_twin|F_confirmed_twins_gallery,False,False
4721d191d9f8a869dc31fd220e5bd1e1,B_safe_twin|F_confirmed_twins_gallery,False,False
473af71fb330ea26e33a3c24eaa14b6f,B_safe_twin|F_confirmed_twins_gallery,False,False
47f34de873955e8e03e954e3882d747f,B_safe_twin|F_confirmed_twins_gallery,False,False
4867b2a030243b9079a0bf08db01cb03,B_safe_twin|F_confirmed_twins_gallery,False,False
4889d1102cccd3a96257d9966309d793,B_safe_twin|F_confirmed_twins_gallery,False,False
48ace73483c38f13d786c4da72ecf25e,B_safe_twin|F_confirmed_twins_gallery,False,False
48b90b806560b21a02cbfcea8a2b3977,B_safe_twin|F_confirmed_twins_gallery,False,False
490417dca347af4b988ecbe11c54db52,B_safe_twin|F_confirmed_twins_gallery,False,False
4953f5a813043846c5e93b13adbcd1df,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
4968e5f9e8c2d58318e33902e4617575,B_safe_twin|F_confirmed_twins_gallery,False,False
49db2dc6d2b8ec83e08ecb69182012e1,B_safe_twin|F_confirmed_twins_gallery,False,False
4a7a70d00251af024d70dab5a7e8d228,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
4abf4f8b4b7768af6eb06d3ef31b1e09,B_safe_twin|F_confirmed_twins_gallery,False,False
4ada62a4e80e0cc01ceac327b2f5c57f,B_safe_twin|F_confirmed_twins_gallery,False,False
4ba2c9a9103bbbaa575dfb3b888dc195,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
4c4c624b8db2f481703c4ee6dea58bc2,B_safe_twin|F_confirmed_twins_gallery,False,False
4c6a0e8134aee15172b8e37dd7972680,B_safe_twin|F_confirmed_twins_gallery,False,False
4ce70385b1b2a8d59d8d52f303e76285,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
4d803d599e3aa34b4d4d97b0e3a6ff5b,B_safe_twin|F_confirmed_twins_gallery,False,False
4df489a9cfb4d30f8613a9dcdcdb6697,B_safe_twin|F_confirmed_twins_gallery,False,False
4e60bebc14d01b30a0873ba7ee026dac,B_safe_twin|F_confirmed_twins_gallery,False,False
4e80b5738f591c7d0d91889c2bdfd39d,B_safe_twin|F_confirmed_twins_gallery,False,False
4e95048eb0c0413e5fc648b1447cf651,B_safe_twin|F_confirmed_twins_gallery,False,False
4ecad8aefbc2ce6931baaee0cda6955b,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
4edba0c8cc0e39bac58aba99442b60a8,B_safe_twin|F_confirmed_twins_gallery,False,False
4f066c3230d1e0d5f38a1837ea1a86e6,B_safe_twin|F_confirmed_twins_gallery,False,False
4f8ea724680d43c27a0a2f022fbee4d8,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
4fae900c0644c8418c2028629afbd4e5,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
4fbcad209342f96710a73a57aa14a55f,B_safe_twin|F_confirmed_twins_gallery,False,False
50d2485d0802f6b27cff432ed6f8be70,B_safe_twin|F_confirmed_twins_gallery,False,False
50f74e7e621541065c3b5955d41782f2,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
5203b6b2f6c3e46cdb2f09b9d99a5ecd,B_safe_twin|F_confirmed_twins_gallery,False,False
5252182ded15f6179aba4b367c0215dc,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
529ba9e8521115b9d2a606a2dd5ef7e9,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
53a0d392e204cdbaa181fe636dd62600,B_safe_twin|F_confirmed_twins_gallery,False,False
53c13f2dba313251cb0e86eeedda6bbd,B_safe_twin|F_confirmed_twins_gallery,False,False
53dfff0cecd06c15f600d334e7324b78,B_safe_twin|F_confirmed_twins_gallery,False,False
5504b8b281b572e1da90774ff3f207c6,B_safe_twin|F_confirmed_twins_gallery,False,False
554c017aec32fb7b6448c3ba22d3f0e4,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
5568eb519a51d50f5b2ac52321a6efdd,A_lower_implied_twin,True,True
55871a7a0ec1e0958ce44dd101d48be7,B_safe_twin|F_confirmed_twins_gallery,False,False
55bc19f33c8e76d179d4fff167424383,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
55e4c013d70e60e4db9425f9f6fd8997,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
5618c8129a6db9d5d94bb26f2b58fe4f,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
562ed7c01bf09ec8162007d798ff0b51,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
565b748e64e5f6895bb1abce1a7ec163,B_safe_twin|F_confirmed_twins_gallery,False,False
56c011c71edcba80e2c4fb87d1d0f26e,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
5764f6df31c3c05b73dfc0fe5c7bad04,B_safe_twin|F_confirmed_twins_gallery,False,False
581a0ecff3a2c886dbf5725909d210fe,B_safe_twin|F_confirmed_twins_gallery,False,False
5846acd1f690271cfb0264154dcccdd9,B_safe_twin|F_confirmed_twins_gallery,False,False
585673c1e2a7911db8386224726284ed,B_safe_twin|F_confirmed_twins_gallery,False,False
58accdf477bd85e51be2e67c291b0896,B_safe_twin|F_confirmed_twins_gallery,False,False
58c59865a2b61e6dcd15fdd75c03f8ce,B_safe_twin|F_confirmed_twins_gallery,False,False
58d13c5b7c1d86814e7a9451fef0d9d5,B_safe_twin|F_confirmed_twins_gallery,False,False
59bc7df93b3b01dc3a1f3935555c3009,B_safe_twin|F_confirmed_twins_gallery,False,False
59f2e4a9a209e933826447819f890aec,B_safe_twin|F_confirmed_twins_gallery,False,False
5ad5cca8bc4c96585d42a6f8369be1e7,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
5af696841a9c6453f9f667bdab0621e5,B_safe_twin|F_confirmed_twins_gallery,False,False
5b003d43ec0ce5979062442486f84cf7,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
5b2c1fcb4a370400b64df671560fb733,B_safe_twin|F_confirmed_twins_gallery,False,False
5b63be15731e9414734353fa1b91adb4,B_safe_twin|F_confirmed_twins_gallery,False,False
5bc396007c667e5fec6587d07a9af93e,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
5c023def11d24939459afd3e3cb69620,B_safe_twin|F_confirmed_twins_gallery,False,False
5c083ab21fc57c0954468ab46aa7fb16,B_safe_twin|F_confirmed_twins_gallery,False,False
5c845f5a01b97dd479aeef86b465605f,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
5c975e69eee9359ebe8da3f2a376fefb,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
5d04a3fbf6bc76e526f4d1c3d763229f,B_safe_twin|F_confirmed_twins_gallery,False,False
5d3dfae104348251b8fbc99f8d39a601,B_safe_twin|F_confirmed_twins_gallery,False,False
5d438b93171c54575c3248d799952a8c,B_safe_twin|F_confirmed_twins_gallery,False,False
5d5ba6a776e985a917f0028258d6593a,B_safe_twin|F_confirmed_twins_gallery,False,False
5dbe471927123756883dc4ec6121a72c,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
5dfa62a4dcf79b511d935096233f35e3,A_lower_implied_twin|F_confirmed_twins_gallery,False,False
5dfb4fde4486edf9f5863e61a1ba016c,B_safe_twin|F_confirmed_twins_gallery,False,False
5ebc2544193fed9aa6e846641a8d8f1e,B_safe_twin|F_confirmed_twins_gallery,False,False
