drop_id,source,alive,protected_not_twin,should_be_gone
da610fb22e9ba742ebb7a9117b2f24cc,multi_greedy_drop,True,False,True
d49075075de98ba225b3306bc8cfca44,multi_greedy_drop,True,False,True
d2e8ff5257ef522c1d7bef30c96d06df,multi_greedy_drop,True,False,True
b6084b84b97f67f4bd6adbf1fb74f2d2,multi_greedy_drop,True,False,True
cdcf73225944d4e87e64f178371d897b,multi_greedy_drop,True,False,True
cb56eeb149fe1d3df30a43e374d7ab94,multi_greedy_drop,True,False,True
cb0a506d82d41888c1e0b1d54649a53c,multi_greedy_drop,True,False,True
8efdb7429bd48a9e77862d5af5351267,multi_greedy_drop,True,False,True
c4a30ab614d7d3e37e99434341191331,multi_greedy_drop,True,False,True
befda4b7504b03a7d5e9ca92f2757c41,multi_greedy_drop,True,False,True
bbbe47a9dda0f30ae9d6457531b84ffa,multi_greedy_drop,True,False,True
bb8c26c5d0ec96b601d3ac2bd4fb2283,multi_greedy_drop,True,False,True
b673c0657c283f76f9020350bba98614,multi_greedy_drop,True,False,True
f02b9020d7bc40972be3d30d13b745c4,multi_greedy_drop,True,False,True
cbe58732cb94078090d6a35b712e19d8,multi_greedy_drop,True,False,True
f344628cd3bfd6e1cd80456bca9358ab,multi_greedy_drop,True,False,True
16272df65f00bdc126b5ca32de2b3a6b,multi_greedy_drop,True,False,True
887d935886b409acc14fa55a3c7e05ba,multi_greedy_drop,True,False,True
5497b569f15cb7ea779cc176d1faebe0,multi_greedy_drop,True,False,True
51b9b885a29947706f22bc545238cb84,multi_greedy_drop,True,False,True
500b90c3e7eba2e3b25818a8c1834d45,multi_greedy_drop,True,False,True
4ff695dbae442434b502b0605fd14675,multi_greedy_drop,True,False,True
4d13e4678b695a9b5e8793ba8ac8da2e,multi_greedy_drop,True,False,True
48896f2b866e9694586b3377025c4927,multi_greedy_drop,True,False,True
4848dd56a8f4a49a77f8535469b9de1e,multi_greedy_drop,True,False,True
478261713d5379009e2f1be1ad3deb63,multi_greedy_drop,True,False,True
46f1c6a77e6de339e042fbb6334ae713,multi_greedy_drop,True,False,True
4648da3952ca9db5259d110694b9ea8d,multi_greedy_drop,True,False,True
452eca104841c28098e3ea454f9626c5,multi_greedy_drop,True,False,True
55321af8983669e2145d69e518fbc54c,multi_greedy_drop,True,False,True
3f3f6a1f515cd9ae79e323a4759f0888,multi_greedy_drop,True,False,True
3cb4631d3f2db61bfa503633d37dc45a,multi_greedy_drop,True,False,True
35d511cc9aa867856fadbe6ebf464d78,multi_greedy_drop,True,False,True
33ec4577b716c843eb1224b41204aab2,multi_greedy_drop,True,False,True
32291426a698e316ff990f4b93e27e98,multi_greedy_drop,True,False,True
2fd7cbd01f3cecb64e915a0a62121cda,multi_greedy_drop,True,False,True
29fe9e445bbf0c9d84aec6799cbba4a5,multi_greedy_drop,True,False,True
2268c3174c1c0890af7ae1bae4c8cd74,multi_greedy_drop,True,False,True
20295d0f4917e297c4827296397fbec1,multi_greedy_drop,True,False,True
1febe89c017446eadebd0fce9a68b537,multi_greedy_drop,True,False,True
1dda4dfc7a97b5f37085727da5852db2,multi_greedy_drop,True,False,True
1c8a65cafba1a82092bf5ff231205f71,multi_greedy_drop,True,False,True
06a7dc123ee1cd1a88b5563bb332666c,multi_greedy_drop,True,False,True
56a882d88e118dcb77a63bfdbdf0b716,multi_greedy_drop,True,False,True
58476708525d4b4fb5308d069645e097,multi_greedy_drop,True,False,True
5a6125bdeb2906ba9267a26e98de56e5,multi_greedy_drop,True,False,True
883da8599360fdc5f7ce01ec771b2e65,multi_greedy_drop,True,False,True
878be7ee5bdda3b29e2417f6dc93af64,multi_greedy_drop,True,False,True
874023604daab651e40939b852e94291,multi_greedy_drop,True,False,True
130e070fe606be39506ac1dc4bd7f5bf,multi_greedy_drop,True,False,True
85476f0cdde5f4f30e47541d5ba44586,multi_greedy_drop,True,False,True
fe025faa4c6e6de2a71f964b56de7c9c,multi_greedy_drop,True,False,True
81750e90bca04910ea17513321e4a204,multi_greedy_drop,True,False,True
7d3af9f4ccc93603028c8bcacf2d4dff,multi_greedy_drop,True,False,True
7baf8e46e8720b8b2d379d2ed3b776b2,multi_greedy_drop,True,False,True
7a2980fb744ca6ea7a9b5d9fa4d838bb,multi_greedy_drop,True,False,True
757b927de93c8083c392f2248529d29a,multi_greedy_drop,True,False,True
7453f914420e9b89a68dae903210b8b8,multi_greedy_drop,True,False,True
73f6bfb643e1d0d8d3868b7f1f0cd33d,multi_greedy_drop,True,False,True
6f50ffdccefb38de120dfb796577fd5b,multi_greedy_drop,True,False,True
6e8abccc98b71d43a680d69b3f9af124,multi_greedy_drop,True,False,True
6d2cf90cf2df03cf1d9f2eb38362f58d,multi_greedy_drop,True,False,True
6b53efd54fcafb28657d482fc492fd61,multi_greedy_drop,True,False,True
6aff87e11871f4ce9682eec497239c71,multi_greedy_drop,True,False,True
69f0dfb6f42c910861aa0bbb23a12639,multi_greedy_drop,True,False,True
6549ae500a4a645d44efb7a611c5ab21,multi_greedy_drop,True,False,True
616abef9b646a96fb3f9fa9171d98e28,multi_greedy_drop,True,False,True
60a18d14b13eb21b56f3d3e77a315af7,multi_greedy_drop,True,False,True
5ffcf2372542336fe4ee3585bd07b6f2,multi_greedy_drop,True,False,True
5dfac783c03cb58f51dd856ecc2bc16c,multi_greedy_drop,True,False,True
5a89e95c1dfe4f320ac954517281f9eb,multi_greedy_drop,True,False,True
8a1520420384d8c11733edd40969effc,multi_greedy_drop,True,False,True
82fbcd590d5506b7ce1122ee7159449d,multi_greedy_drop,True,False,True
